Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Manuel Riemann,de GER,GK,34-191,25,2250.0,90.0,100.0,25.0,25,90.0,25,0,,0,1.0,27.0,56.0,-29.0,-1.16,,26.5,47.3,-20.8,-0.83,,Matches
Anthony Losilla,fr FRA,MF,37-009,23,2013.0,88.0,89.5,22.4,23,88.0,20,0,,0,1.09,27.0,50.0,-23.0,-1.03,1.25,23.7,43.3,-19.5,-0.87,-0.38,Matches
Kevin Stöger,at AUT,MF,29-204,24,1936.0,81.0,86.0,21.5,22,84.0,14,2,45.0,0,0.92,22.0,49.0,-27.0,-1.26,-0.68,24.3,40.7,-16.4,-0.76,0.52,Matches
Philipp Hofmann,de GER,FW,29-354,25,1897.0,76.0,84.3,21.1,22,82.0,10,3,29.0,0,1.0,23.0,46.0,-23.0,-1.09,0.44,23.6,36.5,-12.9,-0.61,1.41,Matches
Ivan Ordets,ua UKR,DF,30-254,21,1666.0,79.0,74.0,18.5,19,87.0,16,2,4.0,2,1.19,26.0,42.0,-16.0,-0.86,1.14,20.9,36.3,-15.4,-0.83,0.02,Matches
Danilo Soares,br BRA,DF,31-141,18,1367.0,76.0,60.8,15.2,18,76.0,10,0,,1,1.39,21.0,29.0,-8.0,-0.53,1.61,16.8,22.3,-5.5,-0.36,1.21,Matches
Simon Zoller,de GER,FW,31-266,19,1275.0,67.0,56.7,14.2,17,73.0,4,2,21.0,1,0.84,15.0,33.0,-18.0,-1.27,-0.26,14.3,28.9,-14.6,-1.03,-0.46,Matches
Cristian Gamboa,cr CRC,DF,33-146,15,1272.0,85.0,56.5,14.1,15,85.0,8,0,,0,0.87,13.0,32.0,-19.0,-1.34,-0.42,13.3,28.8,-15.5,-1.1,-0.61,Matches
Erhan Mašović,rs SRB,DF,24-117,20,1399.0,70.0,62.2,15.5,14,90.0,14,6,23.0,1,0.95,18.0,31.0,-13.0,-0.84,0.86,16.5,28.6,-12.1,-0.78,0.14,Matches
Christopher Antwi-Adjei,gh GHA,"FW,MF",29-040,20,1216.0,61.0,54.0,13.5,13,78.0,4,7,29.0,2,1.25,20.0,26.0,-6.0,-0.44,1.56,17.3,22.3,-5.0,-0.37,1.01,Matches
Takuma Asano,jp JPN,"FW,MF",28-129,16,1005.0,63.0,44.7,11.2,13,71.0,2,3,29.0,0,0.75,13.0,26.0,-13.0,-1.16,-0.01,14.3,21.8,-7.5,-0.67,0.3,Matches
Philipp Förster,de GER,MF,28-043,20,1024.0,51.0,45.5,11.4,12,72.0,2,8,20.0,4,1.05,16.0,22.0,-6.0,-0.53,1.16,13.2,17.6,-4.3,-0.38,0.83,Matches
Saidy Janko,gm GAM,DF,27-148,15,806.0,54.0,35.8,9.0,9,76.0,4,6,21.0,4,0.87,12.0,26.0,-14.0,-1.56,-0.63,11.0,18.9,-8.0,-0.89,-0.09,Matches
Gerrit Holtmann,ph PHI,FW,27-359,18,854.0,47.0,38.0,9.5,8,71.0,2,10,28.0,3,0.89,6.0,23.0,-17.0,-1.79,-1.02,7.8,21.7,-13.9,-1.47,-1.02,Matches
Kostas Stafylidis,gr GRE,"DF,MF",29-107,14,802.0,57.0,35.6,8.9,8,79.0,4,6,29.0,2,1.29,9.0,17.0,-8.0,-0.9,0.41,9.0,17.4,-8.3,-0.94,-0.16,Matches
Vassilis Lambropoulos,gr GRE,DF,32-353,12,616.0,51.0,27.4,6.8,7,84.0,6,5,6.0,10,0.83,4.0,14.0,-10.0,-1.46,-0.41,6.7,12.2,-5.5,-0.8,0.04,Matches
Jordi Osei-Tutu,eng ENG,"DF,FW",24-168,18,652.0,36.0,29.0,7.2,6,74.0,1,12,17.0,5,0.72,5.0,17.0,-12.0,-1.66,-0.7,6.5,12.5,-6.0,-0.82,0.02,Matches
