Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Manuel Riemann,de GER,GK,34-191,25.0,2,1,2,0,0,2,2,100.0,0,1,0,1,4,6,16,4,Matches
Anthony Losilla,fr FRA,MF,37-009,22.4,55,37,26,23,6,28,50,56.0,22,27,8,19,27,82,49,0,Matches
Kevin Stöger,at AUT,MF,29-204,21.5,59,29,25,25,9,20,61,32.8,41,21,4,17,21,80,15,0,Matches
Philipp Hofmann,de GER,FW,29-354,21.1,10,7,0,6,4,4,8,50.0,4,16,6,10,6,16,26,0,Matches
Ivan Ordets,ua UKR,DF,30-254,18.5,26,15,19,6,1,15,23,65.2,8,19,9,10,32,58,82,0,Matches
Danilo Soares,br BRA,DF,31-141,15.2,56,38,30,19,7,34,52,65.4,18,25,4,21,22,78,39,1,Matches
Simon Zoller,de GER,FW,31-266,14.2,8,2,2,6,0,3,9,33.3,6,13,1,12,6,14,19,0,Matches
Cristian Gamboa,cr CRC,DF,33-146,14.1,37,20,26,10,1,17,25,68.0,8,17,6,11,14,51,31,1,Matches
Erhan Mašović,rs SRB,DF,24-117,15.5,38,25,20,18,0,21,35,60.0,14,21,10,11,16,54,53,0,Matches
Christopher Antwi-Adjei,gh GHA,"FW,MF",29-040,13.5,16,11,4,5,7,5,17,29.4,12,10,0,10,3,19,5,0,Matches
Takuma Asano,jp JPN,"FW,MF",28-129,11.2,7,4,2,2,3,1,5,20.0,4,10,1,9,6,13,2,0,Matches
Philipp Förster,de GER,MF,28-043,11.4,24,16,10,10,4,7,29,24.1,22,18,0,18,4,28,4,0,Matches
Saidy Janko,gm GAM,DF,27-148,9.0,18,11,12,4,2,9,15,60.0,6,16,4,12,10,28,22,1,Matches
Gerrit Holtmann,ph PHI,FW,27-359,9.5,12,6,6,5,1,10,16,62.5,6,14,1,13,2,14,2,0,Matches
Kostas Stafylidis,gr GRE,"DF,MF",29-107,8.9,23,13,11,7,5,7,17,41.2,10,17,6,11,14,37,21,1,Matches
Vassilis Lambropoulos,gr GRE,DF,32-353,6.8,8,7,5,3,0,4,6,66.7,2,4,3,1,11,19,36,0,Matches
Jordi Osei-Tutu,eng ENG,"DF,FW",24-168,7.2,20,15,11,5,4,9,15,60.0,6,12,5,7,9,29,7,0,Matches
Patrick Osterhage,de GER,MF,23-046,7.1,16,14,6,8,2,9,13,69.2,4,11,3,8,8,24,16,0,Matches
Keven Schlotterbeck,de GER,DF,25-325,6.2,13,6,9,4,0,6,7,85.7,1,10,4,6,13,26,30,0,Matches
Dominique Heintz,de GER,DF,29-216,4.7,6,4,3,3,0,2,8,25.0,6,8,5,3,8,14,21,0,Matches
Pierre Kunde,cm CMR,MF,27-236,3.6,10,5,2,8,0,4,12,33.3,8,6,1,5,4,14,7,0,Matches
Tim Oermann,de GER,DF,19-164,2.2,2,1,2,0,0,1,1,100.0,0,3,2,1,1,3,8,1,Matches
Jacek Góralski,pl POL,MF,30-179,1.6,6,3,3,3,0,4,6,66.7,2,4,0,4,3,9,5,0,Matches
Jannes Horn,de GER,"DF,FW",26-041,0.7,2,1,1,1,0,1,1,100.0,0,1,0,1,3,5,2,0,Matches
Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",26-270,2.6,2,2,0,1,1,0,0,,0,0,0,0,0,2,3,0,Matches
Moritz Broschinski,de GER,"FW,MF",22-177,1.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,4,0,Matches
Squad Total,,,30.1,25.0,476,293,237,182,57,223,435,51.3,212,304,83,221,247,723,525,9,
Opponent Total,,,27.0,25.0,352,217,161,142,49,146,270,54.1,124,246,69,177,230,582,518,8,
