Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Mehdi Bourabia,ma MAR,MF,31-239,23.2,793,1026,77.3,12588,4074,398,466,85.4,315,381,82.7,57,114,50.0,2,3.2,3.0,-1.2,26,77,24,8,86,Matches
Bartłomiej Drągowski,pl POL,GK,25-227,23.7,569,832,68.4,15428,10749,153,154,99.4,231,233,99.1,178,436,40.8,0,0.0,0.1,0.0,0,15,2,0,0,Matches
Dimitris Nikolaou,gr GRE,DF,24-233,23.8,1019,1244,81.9,18597,7739,436,470,92.8,447,505,88.5,112,224,50.0,0,0.7,0.5,-0.7,6,82,3,2,76,Matches
Emmanuel Gyasi,gh GHA,"FW,DF",29-082,21.9,466,581,80.2,5793,1060,316,360,87.8,122,156,78.2,7,16,43.8,0,1.1,0.9,-1.1,16,12,9,0,34,Matches
M'Bala Nzola,ao ANG,FW,26-228,22.1,351,443,79.2,4216,682,242,283,85.5,77,98,78.6,5,6,83.3,2,1.7,2.0,0.3,21,19,15,2,39,Matches
Ethan Ampadu,wls WAL,"DF,MF",22-201,20.1,806,1027,78.5,15487,6455,309,361,85.6,392,450,87.1,96,181,53.0,1,0.9,0.8,0.1,9,85,11,4,94,Matches
Kevin Agudelo,co COL,"MF,FW",24-140,19.9,431,591,72.9,6404,2155,242,290,83.4,140,180,77.8,25,43,58.1,1,2.1,1.8,-1.1,21,50,24,2,89,Matches
Arkadiusz Reca,pl POL,DF,27-290,17.9,595,861,69.1,10114,4178,291,358,81.3,222,293,75.8,65,147,44.2,1,1.3,1.4,-0.3,15,53,22,17,58,Matches
Jakub Kiwior,pl POL,DF,23-047,16.0,653,775,84.3,13165,4165,209,238,87.8,343,371,92.5,93,147,63.3,0,0.2,0.6,-0.2,4,25,5,0,37,Matches
Emil Holm,se SWE,DF,22-325,15.5,342,573,59.7,5181,1707,178,246,72.4,127,204,62.3,17,63,27.0,1,1.3,1.1,-0.3,13,30,12,5,40,Matches
Kelvin Amian,fr FRA,DF,25-054,16.7,523,693,75.5,8679,3681,261,302,86.4,209,271,77.1,38,78,48.7,1,1.4,1.2,-0.4,10,51,11,6,63,Matches
