Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Bartłomiej Drągowski,pl POL,GK,25-230,24.7,39,3,1,4,1,36.7,0.25,-1.3,-0.05,119,370,32.2,699,123,39.2,34.6,157,61.1,47.3,369,10,2.7,28,1.13,14.4,Matches
Jeroen Zoet,nl NED,GK,32-090,1.7,1,0,0,0,0,0.7,0.11,-0.3,-0.19,15,43,34.9,57,5,63.2,41.7,8,87.5,56.6,24,1,4.2,3,1.74,15.7,Matches
Petar Zovko,ba BIH,GK,21-012,0.8,2,0,0,0,0,1.7,0.55,-0.3,-0.42,7,21,33.3,23,3,47.8,35.1,13,76.9,51.1,24,1,4.2,2,2.47,17.0,Matches
Federico Marchetti,it ITA,GK,40-058,0.7,2,0,0,0,0,1.5,0.48,-0.5,-0.74,2,4,50.0,10,2,10.0,24.3,8,37.5,32.4,8,0,0.0,1,1.36,22.0,Matches
Squad Total,,,26.4,28.0,44,3,1,4,1,40.5,0.26,-2.5,-0.09,143,438,32.6,789,133,40.8,35.0,186,62.4,47.3,425,12,2.8,34,1.21,14.7,
Opponent Total,,,27.7,28.0,24,4,0,2,2,24.1,0.23,2.1,0.07,106,336,31.5,725,109,33.2,34.8,196,48.5,42.4,355,20,5.6,41,1.46,15.4,
