15,Lecce,27,6,9,12,24,32,-8,27.1,1.00,22.2,30.0,-7.8,-0.29,W L L L L,"17,128",Gabriel Strefezza - 7,Wladimiro Falcone,Unnamed: 19
16,Salernitana,27,6,9,12,31,47,-16,27,1.0,26.9,48.5,-21.6,-0.8,L W D D D,12756,Boulaye Dia - 10,Luigi Sepe,
17,Spezia,27,5,9,13,23,43,-20,24,0.89,27.2,46.1,-18.8,-0.7,L D D W L,5209,M'Bala Nzola - 12,Bartłomiej Drągowski,
18,Hellas Verona,28,4,7,17,22,42,-20,19,0.68,27.7,35.9,-8.2,-0.29,L D D L L,11124,Darko Lazović - 3,Lorenzo Montipò,
19,Sampdoria,27,3,6,18,16,44,-28,15,0.56,23.4,41.9,-18.5,-0.68,L L D L W,13836,Manolo Gabbiadini - 6,Emil Audero,
