Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Mehdi Bourabia,ma MAR,MF,31-242,24.2,3,0,0,28,16,1,55,26,16,0,0,0,168,16,24,40.0,Matches
Bartłomiej Drągowski,pl POL,GK,25-230,24.7,1,0,0,0,5,0,0,0,0,0,0,0,35,6,1,85.7,Matches
Dimitris Nikolaou,gr GRE,DF,24-236,24.6,8,1,0,16,15,0,7,20,25,0,0,0,159,19,20,48.7,Matches
Emmanuel Gyasi,gh GHA,"FW,DF",29-085,22.4,6,0,0,33,25,18,17,8,8,0,0,0,88,15,35,30.0,Matches
M'Bala Nzola,ao ANG,FW,26-231,22.1,5,0,0,44,26,8,6,5,4,0,0,0,53,31,68,31.3,Matches
Ethan Ampadu,wls WAL,"DF,MF",22-204,21.1,5,0,0,29,16,1,10,27,29,0,1,0,146,50,32,61.0,Matches
Kevin Agudelo,co COL,"MF,FW",24-143,20.3,3,0,0,30,32,2,26,9,33,0,0,0,118,14,24,36.8,Matches
Arkadiusz Reca,pl POL,DF,27-293,17.9,5,0,0,26,9,2,65,21,21,0,1,0,90,10,11,47.6,Matches
Kelvin Amian,fr FRA,DF,25-057,17.7,4,0,0,26,2,1,20,19,24,0,1,0,74,24,27,47.1,Matches
Jakub Kiwior,pl POL,DF,23-050,16.0,3,0,0,16,5,0,14,24,17,0,0,0,93,22,12,64.7,Matches
Emil Holm,se SWE,DF,22-328,15.5,4,0,0,22,16,2,50,9,15,0,0,0,81,65,62,51.2,Matches
Mattia Caldara,it ITA,DF,28-336,13.9,6,0,0,15,10,1,1,16,14,0,1,1,90,35,24,59.3,Matches
Simone Bastoni,it ITA,"MF,DF",26-152,10.7,4,0,0,24,11,2,89,7,18,0,0,0,71,11,8,57.9,Matches
Albin Ekdal,se SWE,MF,33-252,11.5,4,1,1,16,16,0,1,17,17,0,0,0,84,19,10,65.5,Matches
Daniele Verde,it ITA,"FW,MF",26-290,8.2,1,0,0,2,13,1,45,7,2,0,0,0,38,0,2,0.0,Matches
Viktor Kovalenko,ua UKR,MF,27-051,5.3,1,0,0,8,9,1,14,3,5,1,0,0,25,4,13,23.5,Matches
Eldor Shomurodov,uz UZB,FW,27-281,5.0,1,0,0,6,6,2,0,1,2,0,0,0,21,12,18,40.0,Matches
Petko Hristov,bg BUL,DF,24-036,4.1,0,0,0,1,4,0,1,4,4,1,0,0,21,10,5,66.7,Matches
Daniel Maldini,it ITA,"FW,MF",21-177,5.6,0,0,0,8,13,0,13,1,4,0,0,0,26,10,16,38.5,Matches
Salvatore Esposito,it ITA,MF,22-181,2.4,3,1,1,4,7,0,7,3,3,0,0,0,19,3,0,100.0,Matches
Jeroen Zoet,nl NED,GK,32-090,1.7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
Mikael Ellertsson,is ISL,"MF,DF",21-026,1.9,3,0,0,6,3,0,3,2,2,0,0,0,7,2,2,50.0,Matches
Dávid Strelec,sk SVK,FW,22-002,1.9,0,0,0,4,1,2,0,0,2,0,0,0,1,5,6,45.5,Matches
Szymon Żurkowski,pl POL,MF,25-193,1.7,1,0,0,4,3,0,3,2,3,0,0,0,10,1,2,33.3,Matches
Jacopo Sala,it ITA,MF,31-122,1.2,1,0,0,3,3,0,4,1,0,0,0,0,5,1,0,100.0,Matches
Przemysław Wiśniewski,pl POL,DF,24-253,1.1,0,0,0,2,0,0,0,1,0,0,0,0,4,6,0,100.0,Matches
Salvador Ferrer,es ESP,DF,25-075,1.1,0,0,0,1,3,0,1,1,1,0,1,0,4,3,3,50.0,Matches
Petar Zovko,ba BIH,GK,21-012,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Tio Cipot,si SVN,"FW,DF",19-351,0.7,0,0,0,1,2,0,1,0,4,0,0,0,2,0,1,0.0,Matches
Federico Marchetti,it ITA,GK,40-058,0.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
João Moutinho,pt POR,"DF,FW",25-084,0.6,0,0,0,1,0,0,3,0,1,0,0,0,7,0,1,0.0,Matches
Leandro Sanca,pt POR,"FW,MF",23-092,0.4,0,0,0,0,0,0,2,0,1,0,0,0,5,0,2,0.0,Matches
Raimonds Krollis,lv LVA,FW,21-160,0.2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0.0,Matches
Julius Beck,dk DEN,MF,17-344,0.1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,Matches
Squad Total,,,26.4,28.0,72,4,2,379,271,44,458,234,278,2,5,1,1551,394,431,47.8,
Opponent Total,,,27.7,28.0,47,2,1,293,347,64,535,278,281,3,4,2,1587,431,394,52.2,
