Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Mehdi Bourabia,ma MAR,MF,31-239,27,26,2088.0,23.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,3.2,4.2,26.0,86.0,24.0,0.0,0.09,0.09,0.0,0.09,0.05,0.14,0.18,0.05,0.18,Matches
Bartłomiej Drągowski,pl POL,GK,25-227,25,25,2136.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dimitris Nikolaou,gr GRE,DF,24-233,25,24,2139.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.3,0.3,0.7,0.9,17.0,76.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Emmanuel Gyasi,gh GHA,"FW,DF",29-082,24,24,1967.0,21.9,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,3.0,1.1,4.2,26.0,34.0,109.0,0.05,0.0,0.05,0.05,0.05,0.14,0.05,0.19,0.14,0.19,Matches
M'Bala Nzola,ao ANG,FW,26-228,23,22,1987.0,22.1,12.0,2.0,14.0,9.0,3.0,3.0,5.0,0.0,9.2,6.8,1.7,8.5,36.0,39.0,161.0,0.54,0.09,0.63,0.41,0.5,0.42,0.08,0.49,0.31,0.39,Matches
Ethan Ampadu,wls WAL,"DF,MF",22-201,21,21,1810.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,0.9,1.9,18.0,94.0,9.0,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.09,0.05,0.09,Matches
Kevin Agudelo,co COL,"MF,FW",24-140,26,21,1788.0,19.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,2.1,3.2,61.0,89.0,80.0,0.0,0.05,0.05,0.0,0.05,0.06,0.1,0.16,0.06,0.16,Matches
Arkadiusz Reca,pl POL,DF,27-290,21,19,1610.0,17.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,1.3,2.0,64.0,58.0,66.0,0.06,0.06,0.11,0.06,0.11,0.04,0.07,0.11,0.04,0.11,Matches
Jakub Kiwior,pl POL,DF,23-047,17,17,1443.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.2,0.8,13.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches
Emil Holm,se SWE,DF,22-325,20,17,1393.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,1.3,2.5,41.0,40.0,82.0,0.06,0.06,0.13,0.06,0.13,0.08,0.08,0.16,0.08,0.16,Matches
