Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
15,Lecce,13,2,6,5,13,17,-4,12,0.92,12.0,12.6,-0.7,-0.05,14,4,3,7,11,15,-4,15,1.07,10.2,17.4,-7.2,-0.51
16,Salernitana,14,4,4,6,19,20,-1,16,1.14,15.1,23.3,-8.3,-0.59,13,2,5,6,12,27,-15,11,0.85,11.9,25.2,-13.3,-1.02
17,Spezia,14,3,7,4,15,20,-5,16,1.14,14.5,23.4,-8.9,-0.64,13,2,2,9,8,23,-15,8,0.62,12.8,22.7,-9.9,-0.76
18,Hellas Verona,14,4,2,8,15,22,-7,14,1.0,16.2,18.6,-2.4,-0.17,14,0,5,9,7,20,-13,5,0.36,11.5,17.3,-5.9,-0.42
19,Sampdoria,14,1,4,9,6,19,-13,7,0.5,11.6,20.2,-8.6,-0.62,13,2,2,9,10,25,-15,8,0.62,11.8,21.7,-9.8,-0.76
