Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Willi Orban,hu HUN,DF,30-136,24,2141.0,89.0,95.2,23.8,24,89.0,23,0,,1,1.88,47.0,28.0,19.0,0.8,0.8,43.3,25.4,17.9,0.75,0.64,Matches
Dominik Szoboszlai,hu HUN,"MF,FW",22-145,23,1803.0,78.0,80.1,20.0,21,82.0,12,2,39.0,0,1.83,39.0,24.0,15.0,0.75,-0.06,38.6,23.8,14.8,0.74,0.09,Matches
Joško Gvardiol,hr CRO,DF,21-055,23,1666.0,72.0,74.0,18.5,18,84.0,16,5,32.0,2,1.78,35.0,24.0,11.0,0.59,-0.64,33.6,21.4,12.2,0.66,-0.24,Matches
Janis Blaswich,de GER,GK,31-321,18,1620.0,90.0,72.0,18.0,18,90.0,18,0,,6,1.89,37.0,20.0,17.0,0.94,0.66,34.5,18.2,16.3,0.9,0.65,Matches
André Silva,pt POR,FW,27-133,25,1539.0,62.0,68.4,17.1,18,79.0,6,7,16.0,0,1.8,36.0,22.0,14.0,0.82,0.19,33.1,18.5,14.5,0.85,0.4,Matches
Benjamin Henrichs,de GER,"DF,MF",26-024,22,1613.0,73.0,71.7,17.9,17,85.0,12,5,34.0,2,1.73,31.0,27.0,4.0,0.22,-1.9,29.9,21.9,8.0,0.45,-0.97,Matches
Xaver Schlager,at AUT,MF,25-172,19,1466.0,77.0,65.2,16.3,16,87.0,12,3,25.0,4,2.11,36.0,17.0,19.0,1.17,1.17,32.3,15.7,16.6,1.02,0.84,Matches
David Raum,de GER,"DF,FW",24-331,23,1385.0,60.0,61.6,15.4,16,82.0,9,7,11.0,2,1.78,30.0,17.0,13.0,0.84,0.22,28.7,18.2,10.5,0.68,-0.11,Matches
Christopher Nkunku,fr FRA,"FW,MF",25-125,18,1418.0,79.0,63.0,15.8,15,89.0,12,3,28.0,0,1.89,33.0,22.0,11.0,0.7,-0.17,30.7,16.9,13.8,0.87,0.41,Matches
Timo Werner,de GER,"FW,MF",27-013,19,1304.0,69.0,58.0,14.5,15,80.0,5,4,26.0,0,1.63,25.0,14.0,11.0,0.76,0.0,22.6,15.5,7.1,0.49,-0.55,Matches
Marcel Halstenberg,de GER,DF,31-173,22,1225.0,56.0,54.4,13.6,13,80.0,3,9,20.0,1,1.86,26.0,16.0,10.0,0.73,-0.06,23.2,12.4,10.9,0.8,0.17,Matches
Mohamed Simakan,fr FRA,DF,22-320,16,918.0,57.0,40.8,10.2,12,74.0,4,4,9.0,5,1.69,20.0,12.0,8.0,0.78,0.04,17.9,9.2,8.7,0.86,0.22,Matches
Emil Forsberg,se SWE,"MF,FW",31-147,22,1096.0,50.0,48.7,12.2,11,73.0,1,11,26.0,3,1.73,22.0,19.0,3.0,0.25,-1.0,19.7,16.5,3.2,0.26,-0.9,Matches
Konrad Laimer,at AUT,MF,25-296,13,947.0,73.0,42.1,10.5,11,83.0,5,2,19.0,0,1.77,18.0,11.0,7.0,0.67,-0.16,16.6,10.9,5.7,0.54,-0.31,Matches
Kevin Kampl,si SVN,MF,32-161,21,899.0,43.0,40.0,10.0,11,68.0,3,10,15.0,3,1.9,16.0,16.0,0.0,0.0,-1.27,17.1,11.5,5.6,0.56,-0.28,Matches
Dani Olmo,es ESP,"MF,FW",24-316,15,772.0,51.0,34.3,8.6,10,70.0,2,5,15.0,0,1.87,21.0,8.0,13.0,1.52,1.15,17.3,5.9,11.4,1.33,0.92,Matches
Amadou Haidara,ml MLI,MF,25-047,23,903.0,39.0,40.1,10.0,8,77.0,2,15,19.0,2,1.78,24.0,10.0,14.0,1.4,1.06,21.3,11.1,10.1,1.01,0.48,Matches
Péter Gulácsi,hu HUN,GK,32-317,6,540.0,90.0,24.0,6.0,6,90.0,6,0,,0,1.33,10.0,10.0,0.0,0.0,-1.0,9.6,8.8,0.8,0.13,-0.78,Matches
Abdou Diallo,sn SEN,"DF,MF",26-319,5,436.0,87.0,19.4,4.8,5,87.0,4,0,,6,2.6,11.0,4.0,7.0,1.44,0.85,7.9,4.6,3.3,0.68,-0.06,Matches
Lukas Klostermann,de GER,DF,26-289,6,379.0,63.0,16.8,4.2,4,90.0,4,2,10.0,6,1.5,5.0,3.0,2.0,0.47,-0.34,6.7,3.7,3.0,0.7,-0.03,Matches
Yussuf Poulsen,dk DEN,FW,28-277,16,353.0,22.0,15.7,3.9,3,61.0,0,13,13.0,2,1.88,9.0,3.0,6.0,1.53,0.91,7.5,5.1,2.4,0.61,-0.13,Matches
Hugo Novoa,es ESP,"DF,FW",20-077,7,184.0,26.0,8.2,2.0,2,63.0,0,5,12.0,8,1.71,5.0,2.0,3.0,1.47,0.77,3.8,3.0,0.7,0.36,-0.4,Matches
Ørjan Nyland,no NOR,GK,32-190,1,90.0,90.0,4.0,1.0,1,90.0,1,0,,15,3.0,2.0,0.0,2.0,2.0,1.29,1.2,0.1,1.0,1.01,0.3,Matches
Alexander Sørloth,no NOR,FW,27-104,1,6.0,6.0,0.3,0.1,0,,0,1,6.0,1,1.0,0.0,0.0,0.0,0.0,-0.76,0.2,0.0,0.2,2.77,2.05,Matches
Sanoussy Ba,de GER,DF,19-073,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,13,3.0,0.0,0.0,0.0,0.0,-0.76,0.0,0.0,0.0,0.0,-0.72,Matches
Caden Clark,us USA,MF,19-296,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Jonas Nickisch,de GER,GK,18-302,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Squad Total,,,26.9,25,2250.0,90.0,100.0,25.0,275,82.0,160,114,19.0,90,1.8,49.0,30.0,19.0,0.76,,45.2,27.2,18.1,0.72,,
Opponent Total,,,27.2,25,2250.0,90.0,100.0,25.0,275,82.0,160,114,19.0,109,0.96,30.0,49.0,-19.0,-0.76,,27.2,45.2,-18.1,-0.72,,
