Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Willi Orban,hu HUN,DF,30-136,23.8,2114,238,1073,984,69,42,2114,11,5,45.5,5,45.5,1420,6419,3201,13,11,1,6,6,1515,7,Matches
Dominik Szoboszlai,hu HUN,"MF,FW",22-145,20.0,1381,24,190,691,522,38,1381,73,38,52.1,29,39.7,821,4256,2049,56,45,8,39,27,935,99,Matches
Joško Gvardiol,hr CRO,DF,21-055,18.5,1806,192,861,903,50,16,1806,14,13,92.9,1,7.1,1304,6268,3399,24,7,3,7,5,1361,2,Matches
Janis Blaswich,de GER,GK,31-321,18.0,799,573,780,19,0,0,799,1,1,100.0,0,0.0,538,1834,935,0,0,0,0,0,515,0,Matches
André Silva,pt POR,FW,27-133,17.1,652,7,34,257,371,110,652,53,17,32.1,28,52.8,428,2061,819,29,17,18,54,38,504,130,Matches
Benjamin Henrichs,de GER,"DF,MF",26-024,17.9,1356,46,387,632,347,37,1356,28,14,50.0,10,35.7,758,3364,1505,36,23,4,23,13,824,119,Matches
Xaver Schlager,at AUT,MF,25-172,16.3,1061,35,270,657,155,3,1061,22,12,54.5,7,31.8,661,3245,1765,21,21,1,20,12,718,11,Matches
David Raum,de GER,"DF,FW",24-331,15.4,1107,33,290,435,394,25,1107,30,7,23.3,18,60.0,584,2478,1362,38,19,9,13,8,668,109,Matches
Christopher Nkunku,fr FRA,"FW,MF",25-125,15.8,646,12,49,279,325,85,643,49,21,42.9,20,40.8,448,2166,867,31,20,14,33,30,504,117,Matches
Timo Werner,de GER,"FW,MF",27-013,14.5,618,6,45,250,330,90,618,51,21,41.2,25,49.0,399,2257,954,44,11,28,31,15,496,150,Matches
Marcel Halstenberg,de GER,DF,31-173,13.6,1057,29,326,540,203,14,1057,14,8,57.1,6,42.9,582,2440,1148,12,12,1,16,7,668,46,Matches
Mohamed Simakan,fr FRA,DF,22-320,10.2,888,63,317,456,121,15,888,19,4,21.1,13,68.4,533,2531,1451,17,15,1,12,2,617,42,Matches
Emil Forsberg,se SWE,"MF,FW",31-147,12.2,516,2,35,266,219,26,514,24,13,54.2,10,41.7,332,1525,681,19,17,2,18,7,379,60,Matches
Konrad Laimer,at AUT,MF,25-296,10.5,620,13,138,340,150,24,620,34,20,58.8,12,35.3,382,1983,1203,33,17,6,24,15,398,37,Matches
Kevin Kampl,si SVN,MF,32-161,10.0,695,16,143,461,97,0,695,5,4,80.0,1,20.0,467,2413,1223,13,14,0,9,8,495,6,Matches
Dani Olmo,es ESP,"MF,FW",24-316,8.6,489,3,47,215,233,37,489,36,19,52.8,15,41.7,288,1439,692,17,15,9,28,20,357,50,Matches
Amadou Haidara,ml MLI,MF,25-047,10.0,657,20,131,407,121,5,657,6,4,66.7,1,16.7,386,1541,787,6,8,0,10,8,444,7,Matches
Péter Gulácsi,hu HUN,GK,32-317,6.0,225,180,225,0,0,0,225,0,0,,0,,142,625,303,0,0,0,0,0,119,0,Matches
Abdou Diallo,sn SEN,"DF,MF",26-319,4.8,394,44,172,201,23,8,394,3,3,100.0,0,0.0,260,1462,909,11,3,1,2,4,282,2,Matches
Lukas Klostermann,de GER,DF,26-289,4.2,340,11,165,148,29,4,340,2,1,50.0,1,50.0,209,845,366,1,2,0,2,3,258,6,Matches
Yussuf Poulsen,dk DEN,FW,28-277,3.9,154,6,14,81,60,22,154,8,5,62.5,3,37.5,104,498,217,6,3,2,24,9,130,28,Matches
Hugo Novoa,es ESP,"DF,FW",20-077,2.0,135,1,21,58,58,11,135,10,5,50.0,4,40.0,71,460,124,5,1,3,1,7,86,20,Matches
Ørjan Nyland,no NOR,GK,32-190,1.0,31,25,31,0,0,0,31,0,0,,0,,25,140,46,0,0,0,0,0,18,0,Matches
Alexander Sørloth,no NOR,FW,27-104,0.1,3,0,0,0,3,3,3,1,0,0.0,1,100.0,1,2,0,0,0,0,0,0,1,1,Matches
Sanoussy Ba,de GER,DF,19-073,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.9,25.0,17744,1579,5744,8280,3880,615,17739,494,235,47.6,210,42.5,11143,52252,26006,432,281,111,372,244,12292,1049,
Opponent Total,,,27.2,25.0,13834,1627,5173,6070,2710,390,13827,428,179,41.8,194,45.3,7430,36387,17590,304,205,75,379,212,8297,717,
