Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Willi Orban,hu HUN,DF,30-136,23.8,1638,1852,88.4,33014,11591,457,497,92.0,982,1044,94.1,192,276,69.6,0,0.2,0.4,-0.2,3,105,0,0,101,Matches
Dominik Szoboszlai,hu HUN,"MF,FW",22-145,20.0,930,1151,80.8,15765,4283,494,560,88.2,295,354,83.3,106,151,70.2,8,6.7,7.2,1.3,52,81,36,5,114,Matches
Joško Gvardiol,hr CRO,DF,21-055,18.5,1464,1636,89.5,29656,10570,442,473,93.4,837,883,94.8,176,253,69.6,0,0.5,0.7,-0.5,10,106,7,1,98,Matches
Janis Blaswich,de GER,GK,31-321,18.0,683,768,88.9,14616,7583,184,184,100.0,400,402,99.5,96,177,54.2,0,0.0,0.0,0.0,0,8,0,0,1,Matches
André Silva,pt POR,FW,27-133,17.1,324,439,73.8,3952,799,227,273,83.2,67,92,72.8,8,12,66.7,3,2.7,2.8,0.3,25,16,11,0,33,Matches
Benjamin Henrichs,de GER,"DF,MF",26-024,17.9,843,1116,75.5,13909,4294,436,503,86.7,337,414,81.4,58,131,44.3,1,1.1,2.8,-0.1,15,67,22,7,78,Matches
Xaver Schlager,at AUT,MF,25-172,16.3,752,905,83.1,13097,3909,365,404,90.3,313,357,87.7,72,104,69.2,1,0.6,1.4,0.4,7,82,9,1,72,Matches
David Raum,de GER,"DF,FW",24-331,15.4,719,960,74.9,11975,3848,373,414,90.1,262,330,79.4,67,154,43.5,2,4.5,4.8,-2.5,33,34,23,15,54,Matches
Christopher Nkunku,fr FRA,"FW,MF",25-125,15.8,381,478,79.7,5819,1474,220,255,86.3,103,122,84.4,37,56,66.1,1,2.5,2.6,-1.5,30,27,24,2,58,Matches
Timo Werner,de GER,"FW,MF",27-013,14.5,350,473,74.0,5061,1037,203,238,85.3,118,162,72.8,16,26,61.5,2,2.2,2.0,-0.2,9,30,12,0,36,Matches
Marcel Halstenberg,de GER,DF,31-173,13.6,753,934,80.6,12794,4217,351,387,90.7,347,411,84.4,47,91,51.6,1,0.8,1.0,0.2,10,43,10,3,48,Matches
Mohamed Simakan,fr FRA,DF,22-320,10.2,646,770,83.9,11055,3974,306,330,92.7,274,310,88.4,55,97,56.7,1,0.4,0.6,0.6,5,55,10,2,62,Matches
Emil Forsberg,se SWE,"MF,FW",31-147,12.2,326,401,81.3,4605,1236,199,228,87.3,97,115,84.3,15,24,62.5,3,1.8,1.7,1.2,12,40,14,1,49,Matches
Konrad Laimer,at AUT,MF,25-296,10.5,373,475,78.5,5942,1956,185,215,86.0,150,175,85.7,23,42,54.8,0,1.5,1.0,-1.5,10,39,11,2,63,Matches
Kevin Kampl,si SVN,MF,32-161,10.0,560,625,89.6,9381,2366,263,288,91.3,242,260,93.1,41,49,83.7,1,0.5,0.8,0.5,4,54,8,1,54,Matches
Dani Olmo,es ESP,"MF,FW",24-316,8.6,269,359,74.9,3958,1226,141,167,84.4,89,114,78.1,18,33,54.5,4,2.8,3.6,1.2,22,23,19,1,42,Matches
Amadou Haidara,ml MLI,MF,25-047,10.0,457,555,82.3,7528,2340,219,260,84.2,189,215,87.9,38,58,65.5,1,0.8,0.9,0.2,6,56,9,0,52,Matches
Péter Gulácsi,hu HUN,GK,32-317,6.0,189,215,87.9,4257,2285,44,44,100.0,112,112,100.0,33,59,55.9,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Abdou Diallo,sn SEN,"DF,MF",26-319,4.8,296,345,85.8,5556,2367,117,126,92.9,146,161,90.7,31,52,59.6,0,0.1,0.3,-0.1,1,22,4,0,22,Matches
Lukas Klostermann,de GER,DF,26-289,4.2,261,303,86.1,4929,1450,91,102,89.2,147,158,93.0,21,36,58.3,0,0.0,0.1,0.0,0,11,2,0,14,Matches
Yussuf Poulsen,dk DEN,FW,28-277,3.9,54,98,55.1,591,111,31,47,66.0,11,30,36.7,2,5,40.0,1,1.5,1.5,-0.5,6,4,1,0,4,Matches
Hugo Novoa,es ESP,"DF,FW",20-077,2.0,77,108,71.3,1064,275,48,53,90.6,23,33,69.7,2,7,28.6,0,0.0,0.1,0.0,2,1,0,0,4,Matches
Ørjan Nyland,no NOR,GK,32-190,1.0,27,30,90.0,779,469,6,6,100.0,11,11,100.0,10,13,76.9,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Alexander Sørloth,no NOR,FW,27-104,0.1,2,2,100.0,21,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Sanoussy Ba,de GER,DF,19-073,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,26.9,25.0,12374,14998,82.5,219324,73660,5404,6056,89.2,5552,6265,88.6,1164,1906,61.1,30,31.0,36.1,-1.0,262,909,232,41,1059,
Opponent Total,,,27.2,25.0,8373,11002,76.1,156860,60096,3398,4024,84.4,3719,4391,84.7,1044,1928,54.1,17,16.7,18.0,0.3,156,564,151,39,731,
