Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Janis Blaswich,de GER,GK,31-321,18,18,1620,18.0,20,1.11,52,31,71.2,10,4,4,4,22.2,6,5,1,0,16.7,Matches
Péter Gulácsi,hu HUN,GK,32-317,6,6,540,6.0,10,1.67,26,17,65.4,2,2,2,2,33.3,1,1,0,0,0.0,Matches
Ørjan Nyland,no NOR,GK,32-190,1,1,90,1.0,0,0.0,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,26.9,25,25,2250,25.0,30,1.2,79,49,69.6,13,6,6,7,28.0,7,6,1,0,14.3,
Opponent Total,,,27.2,25,25,2250,25.0,49,1.96,136,87,66.9,6,6,13,4,16.0,5,4,0,1,0.0,
