Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Sebastiano Luperto,it ITA,DF,26-212,25.0,4,2,1,17,16,0,1,28,12,0,0,0,125,44,48,47.8,Matches
Fabiano Parisi,it ITA,DF,22-148,23.5,6,1,0,23,57,0,44,28,26,1,1,0,184,18,8,69.2,Matches
Guglielmo Vicario,it ITA,GK,26-181,24.0,3,0,0,0,6,0,0,0,0,0,0,0,23,6,2,75.0,Matches
Filippo Bandinelli,it ITA,MF,28-008,20.2,7,0,0,41,35,0,74,10,29,0,0,0,101,7,16,30.4,Matches
Răzvan Marin,ro ROU,MF,26-318,21.5,7,0,0,28,13,0,94,12,20,0,1,0,121,10,9,52.6,Matches
Martin Satriano,uy URU,FW,22-045,18.1,3,0,0,15,27,5,21,3,8,0,0,0,50,41,54,43.2,Matches
Ardian Ismajli,al ALB,DF,26-188,19.6,3,0,0,18,12,0,0,24,29,0,0,1,81,43,27,61.4,Matches
Tommaso Baldanzi,it ITA,MF,20-014,13.7,1,0,0,11,22,0,15,2,9,0,0,0,47,3,7,30.0,Matches
Petar Stojanović,si SVN,DF,27-181,15.3,3,0,0,11,14,0,30,11,20,0,0,0,80,2,6,25.0,Matches
Tyronne Ebuehi,ng NGA,DF,27-111,12.9,0,0,0,7,11,1,19,6,8,0,0,0,56,9,22,29.0,Matches
Francesco Caputo,it ITA,FW,35-243,11.6,1,0,0,11,19,12,4,1,2,0,0,0,26,8,17,32.0,Matches
Jean-Daniel Akpa-Akpro,ci CIV,MF,30-177,10.7,8,2,1,22,13,0,9,12,28,0,0,0,54,11,9,55.0,Matches
Nicolas Haas,ch SUI,MF,27-073,10.8,2,0,0,18,9,1,10,7,11,0,0,0,52,6,15,28.6,Matches
Koni De Winter,be BEL,DF,20-298,9.9,3,0,0,12,2,0,0,6,8,0,0,0,47,14,8,63.6,Matches
Sam Lammers,nl NED,FW,25-341,9.8,0,0,0,6,8,1,4,3,10,0,0,0,27,18,16,52.9,Matches
Liam Henderson,sct SCO,MF,26-346,8.7,8,0,0,30,7,2,19,8,8,0,0,0,42,4,7,36.4,Matches
Nedim Bajrami,al ALB,"MF,FW",24-037,10.4,1,0,0,6,6,3,35,7,4,0,0,0,49,2,7,22.2,Matches
Alberto Grassi,it ITA,MF,28-030,6.4,2,0,0,12,6,0,0,17,16,0,0,0,42,13,7,65.0,Matches
Mattia Destro,it ITA,FW,32-017,5.1,2,0,0,9,3,7,1,1,1,0,1,0,6,6,16,27.3,Matches
Marko Pjaca,hr CRO,"MF,FW",27-335,5.1,0,0,0,0,7,1,24,1,1,0,0,0,25,4,6,40.0,Matches
Nicolò Cambiaghi,it ITA,"FW,MF",22-099,6.6,1,0,0,10,26,1,17,4,11,0,0,0,31,3,10,23.1,Matches
Samuele Perisan,it ITA,GK,25-228,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,50.0,Matches
Jacopo Fazzini,it ITA,MF,20-021,4.6,4,0,0,15,7,0,3,6,12,0,0,0,31,6,20,23.1,Matches
Liberato Cacace,nz NZL,DF,22-191,4.3,1,0,0,6,3,0,18,4,7,0,1,0,26,4,17,19.0,Matches
Roberto Piccoli,it ITA,"FW,MF",22-069,2.3,0,0,0,2,2,1,1,0,0,0,0,0,2,9,10,47.4,Matches
Sebastian Walukiewicz,pl POL,DF,23-001,1.8,0,0,0,0,0,0,0,1,1,0,0,0,5,1,2,33.3,Matches
Emanuel Vignato,it ITA,"FW,MF",22-225,0.3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0,Matches
Emmanuel Ekong,se SWE,"FW,MF",20-285,0.2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.0,Matches
Duccio Degl'Innocenti,it ITA,MF,19-343,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Matches
Herculano Nabian,pt POR,MF,19-071,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,25.9,28.0,70,6,2,331,332,36,444,203,281,1,4,1,1337,294,369,44.3,
Opponent Total,,,27.3,28.0,65,4,2,349,320,55,723,252,278,2,1,0,1458,369,294,55.7,
