Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Sebastiano Luperto,it ITA,DF,26-212,25.0,1029,1200,85.8,19870,6971,335,357,93.8,562,616,91.2,112,195,57.4,0,0.6,0.3,-0.6,3,43,2,1,57,Matches
Fabiano Parisi,it ITA,DF,22-148,23.5,953,1255,75.9,15318,7347,507,573,88.5,352,460,76.5,73,145,50.3,0,1.3,1.2,-1.3,17,75,32,10,118,Matches
Guglielmo Vicario,it ITA,GK,26-181,24.0,751,1009,74.4,20335,14141,135,136,99.3,385,392,98.2,230,479,48.0,0,0.0,0.0,0.0,0,16,0,0,0,Matches
Filippo Bandinelli,it ITA,MF,28-008,20.2,613,831,73.8,9973,3151,306,354,86.4,236,294,80.3,47,104,45.2,0,2.3,2.1,-2.3,26,49,30,19,81,Matches
Răzvan Marin,ro ROU,MF,26-318,21.5,949,1190,79.7,16998,5968,413,436,94.7,380,453,83.9,119,219,54.3,2,2.2,2.8,-0.2,40,75,20,4,84,Matches
Martin Satriano,uy URU,FW,22-045,18.1,240,369,65.0,3158,582,139,188,73.9,68,103,66.0,11,22,50.0,1,1.2,1.4,-0.2,13,16,9,1,21,Matches
Ardian Ismajli,al ALB,DF,26-188,19.6,726,855,84.9,14322,4714,218,235,92.8,433,480,90.2,70,113,61.9,0,0.3,0.4,-0.3,5,22,2,0,35,Matches
Tommaso Baldanzi,it ITA,MF,20-014,13.7,401,487,82.3,5637,1411,223,245,91.0,133,151,88.1,17,35,48.6,0,0.9,1.0,-0.9,16,32,15,1,55,Matches
Petar Stojanović,si SVN,DF,27-181,15.3,718,906,79.2,12314,4617,368,420,87.6,266,324,82.1,74,123,60.2,1,0.9,1.0,0.1,16,52,18,5,81,Matches
Tyronne Ebuehi,ng NGA,DF,27-111,12.9,410,537,76.4,6923,2450,189,219,86.3,173,216,80.1,37,69,53.6,1,0.4,0.3,0.6,5,16,6,4,15,Matches
Francesco Caputo,it ITA,FW,35-243,11.6,156,214,72.9,1819,370,110,141,78.0,34,42,81.0,0,2,0.0,4,1.4,1.0,2.6,15,6,2,0,13,Matches
Jean-Daniel Akpa-Akpro,ci CIV,MF,30-177,10.7,242,317,76.3,3396,1332,132,158,83.5,80,96,83.3,11,21,52.4,0,0.7,0.6,-0.7,5,19,7,2,32,Matches
Nicolas Haas,ch SUI,MF,27-073,10.8,241,330,73.0,3939,1102,118,144,81.9,99,129,76.7,18,29,62.1,0,0.6,0.3,-0.6,6,26,5,0,30,Matches
Koni De Winter,be BEL,DF,20-298,9.9,371,431,86.1,6991,2398,136,148,91.9,208,226,92.0,27,52,51.9,0,0.2,0.1,-0.2,2,15,1,0,20,Matches
Sam Lammers,nl NED,FW,25-341,9.8,143,230,62.2,1814,451,94,129,72.9,41,60,68.3,1,5,20.0,1,0.7,0.3,0.3,10,13,4,0,19,Matches
Liam Henderson,sct SCO,MF,26-346,8.7,322,395,81.5,5283,1524,137,157,87.3,150,167,89.8,22,47,46.8,1,1.1,0.8,-0.1,14,21,9,8,28,Matches
Nedim Bajrami,al ALB,"MF,FW",24-037,10.4,260,348,74.7,3968,1323,149,182,81.9,79,96,82.3,20,43,46.5,1,1.2,0.7,-0.2,15,19,6,0,29,Matches
Alberto Grassi,it ITA,MF,28-030,6.4,212,266,79.7,3033,1041,124,142,87.3,63,79,79.7,12,27,44.4,0,0.1,0.1,-0.1,3,16,3,0,27,Matches
Mattia Destro,it ITA,FW,32-017,5.1,33,59,55.9,387,85,23,32,71.9,5,15,33.3,2,4,50.0,0,0.4,0.2,-0.4,4,1,1,0,2,Matches
Marko Pjaca,hr CRO,"MF,FW",27-335,5.1,181,229,79.0,3036,717,92,111,82.9,60,77,77.9,21,30,70.0,0,0.4,0.5,-0.4,11,15,8,3,18,Matches
Nicolò Cambiaghi,it ITA,"FW,MF",22-099,6.6,166,219,75.8,2321,568,104,118,88.1,42,57,73.7,10,14,71.4,1,0.4,0.8,0.6,6,12,7,1,27,Matches
Samuele Perisan,it ITA,GK,25-228,4.0,95,129,73.6,2251,1601,34,34,100.0,37,37,100.0,24,56,42.9,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jacopo Fazzini,it ITA,MF,20-021,4.6,151,179,84.4,1932,495,104,113,92.0,35,41,85.4,5,13,38.5,0,0.7,0.6,-0.7,5,7,3,1,11,Matches
Liberato Cacace,nz NZL,DF,22-191,4.3,217,273,79.5,3409,1077,107,118,90.7,97,120,80.8,9,22,40.9,0,0.2,0.1,-0.2,4,18,1,1,32,Matches
Roberto Piccoli,it ITA,"FW,MF",22-069,2.3,29,44,65.9,354,110,20,27,74.1,7,11,63.6,0,1,0.0,0,0.1,0.0,-0.1,2,1,0,0,3,Matches
Sebastian Walukiewicz,pl POL,DF,23-001,1.8,71,83,85.5,1570,599,17,18,94.4,42,46,91.3,11,16,68.8,0,0.0,0.0,0.0,0,3,0,0,4,Matches
Emanuel Vignato,it ITA,"FW,MF",22-225,0.3,17,22,77.3,269,37,9,12,75.0,6,7,85.7,1,1,100.0,0,0.1,0.2,-0.1,1,0,1,0,4,Matches
Emmanuel Ekong,se SWE,"FW,MF",20-285,0.2,3,4,75.0,54,0,2,3,66.7,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Duccio Degl'Innocenti,it ITA,MF,19-343,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Herculano Nabian,pt POR,MF,19-071,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,25.9,28.0,9700,12411,78.2,170674,66182,4345,4950,87.8,4073,4795,84.9,985,1888,52.2,13,18.1,17.0,-5.1,244,588,192,61,846,
Opponent Total,,,27.3,28.0,10881,13676,79.6,203634,72467,4718,5355,88.1,4366,5172,84.4,1514,2390,63.3,23,30.4,28.7,-7.4,336,865,287,99,1243,
