Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Sebastiano Luperto,it ITA,DF,26-209,24.0,11,0.46,9,1,0,1,0,0,2,0.08,2,0,0,0,0,0,Matches
Guglielmo Vicario,it ITA,GK,26-178,24.0,6,0.25,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fabiano Parisi,it ITA,DF,22-145,22.5,47,2.09,34,2,3,2,5,1,6,0.27,6,0,0,0,0,0,Matches
Filippo Bandinelli,it ITA,MF,28-005,19.3,50,2.59,42,1,0,2,3,2,2,0.1,2,0,0,0,0,0,Matches
Răzvan Marin,ro ROU,MF,26-315,20.5,69,3.37,43,23,1,1,1,0,2,0.1,0,2,0,0,0,0,Matches
Martin Satriano,uy URU,FW,22-042,18.0,31,1.72,19,0,3,5,4,0,3,0.17,2,0,0,1,0,0,Matches
Ardian Ismajli,al ALB,DF,26-185,18.6,8,0.43,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Tommaso Baldanzi,it ITA,MF,20-011,12.9,40,3.1,29,2,3,3,3,0,4,0.31,4,0,0,0,0,0,Matches
Petar Stojanović,si SVN,DF,27-178,15.3,40,2.61,28,6,1,2,2,1,3,0.2,3,0,0,0,0,0,Matches
Tyronne Ebuehi,ng NGA,DF,27-108,11.9,14,1.18,12,2,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Francesco Caputo,it ITA,FW,35-240,10.7,18,1.69,15,0,0,2,1,0,3,0.28,3,0,0,0,0,0,Matches
Jean-Daniel Akpa-Akpro,ci CIV,MF,30-174,10.2,19,1.85,12,0,2,1,1,3,1,0.1,1,0,0,0,0,0,Matches
Nicolas Haas,ch SUI,MF,27-070,10.6,17,1.6,15,1,1,0,0,0,1,0.09,0,1,0,0,0,0,Matches
Koni De Winter,be BEL,DF,20-295,9.9,4,0.4,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sam Lammers,nl NED,FW,25-338,9.8,25,2.55,18,1,3,1,2,0,1,0.1,1,0,0,0,0,0,Matches
Liam Henderson,sct SCO,MF,26-343,8.7,27,3.1,24,1,0,1,0,1,1,0.11,1,0,0,0,0,0,Matches
Nedim Bajrami,al ALB,"MF,FW",24-034,10.4,39,3.74,27,8,2,1,1,0,4,0.38,2,0,1,0,1,0,Matches
Alberto Grassi,it ITA,MF,28-027,6.3,6,0.95,5,0,0,0,1,0,1,0.16,1,0,0,0,0,0,Matches
Mattia Destro,it ITA,FW,32-014,5.1,9,1.77,4,0,3,1,1,0,1,0.2,1,0,0,0,0,0,Matches
Marko Pjaca,hr CRO,"MF,FW",27-332,5.1,26,5.08,16,4,3,2,1,0,1,0.2,1,0,0,0,0,0,Matches
Nicolò Cambiaghi,it ITA,"FW,MF",22-096,6.4,26,4.06,14,1,1,4,4,2,4,0.62,1,1,1,1,0,0,Matches
Liberato Cacace,nz NZL,DF,22-188,4.3,13,3.03,10,0,1,2,0,0,1,0.23,0,0,0,1,0,0,Matches
Jacopo Fazzini,it ITA,MF,20-018,4.1,10,2.47,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Samuele Perisan,it ITA,GK,25-225,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sebastian Walukiewicz,pl POL,DF,22-363,1.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Roberto Piccoli,it ITA,"FW,MF",22-066,1.5,1,0.67,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Emanuel Vignato,it ITA,"FW,MF",22-222,0.3,3,11.25,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Emmanuel Ekong,se SWE,"FW,MF",20-282,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Duccio Degl'Innocenti,it ITA,MF,19-340,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Herculano Nabian,pt POR,MF,19-068,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,25.9,27.0,559,20.7,405,53,27,34,30,10,42,1.56,32,4,2,3,1,0,
Opponent Total,,,27.3,27.0,786,29.11,580,80,26,50,35,15,61,2.26,43,8,2,7,1,0,
