Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Sebastiano Luperto,it ITA,DF,26-194,24.0,1161,1031,129,55,1,4,1,2,0,0,0,0,1001,1,6,Matches
Guglielmo Vicario,it ITA,GK,26-163,24.0,1009,786,222,83,0,0,0,0,0,0,0,0,751,1,0,Matches
Fabiano Parisi,it ITA,DF,22-130,22.5,1199,962,232,25,1,5,44,206,1,1,0,0,910,5,33,Matches
Filippo Bandinelli,it ITA,MF,27-355,19.3,785,727,52,8,1,5,71,33,9,3,5,0,578,6,31,Matches
Răzvan Marin,ro ROU,MF,26-300,20.5,1150,998,145,79,2,11,90,2,64,24,27,0,921,7,23,Matches
Martin Satriano,uy URU,FW,22-027,18.0,366,357,8,0,2,1,21,6,0,0,0,0,238,1,15,Matches
Ardian Ismajli,al ALB,DF,26-170,18.6,790,752,37,20,0,4,0,2,0,0,0,0,671,1,13,Matches
Tommaso Baldanzi,it ITA,MF,19-361,12.9,469,432,35,4,2,3,14,1,4,1,0,0,385,2,15,Matches
Petar Stojanović,si SVN,DF,27-163,15.3,906,723,182,18,3,23,30,163,1,0,1,0,718,1,22,Matches
Tyronne Ebuehi,ng NGA,DF,27-093,11.9,485,373,110,4,0,0,17,106,0,0,0,0,371,2,17,Matches
Francesco Caputo,it ITA,FW,35-225,10.7,194,189,5,1,1,0,4,0,0,0,0,0,144,0,7,Matches
Jean-Daniel Akpa-Akpro,ci CIV,MF,30-159,10.2,311,305,6,5,1,1,7,1,0,0,0,0,240,0,14,Matches
Nicolas Haas,ch SUI,MF,27-055,10.6,320,311,9,4,0,1,10,2,0,0,0,0,237,0,14,Matches
Koni De Winter,be BEL,DF,20-280,9.9,431,412,19,11,0,0,0,1,0,0,0,0,371,0,2,Matches
Sam Lammers,nl NED,FW,25-323,9.8,230,226,3,0,0,0,4,0,0,0,0,0,143,1,8,Matches
Liam Henderson,sct SCO,MF,26-328,8.7,395,373,18,8,3,3,19,2,2,1,0,0,322,4,6,Matches
Nedim Bajrami,al ALB,"MF,FW",24-019,10.5,348,305,43,9,0,4,35,8,18,10,5,0,260,0,8,Matches
Alberto Grassi,it ITA,MF,28-012,6.3,258,248,10,10,0,1,0,0,0,0,0,0,209,0,3,Matches
Mattia Destro,it ITA,FW,31-364,5.1,59,57,2,0,0,0,1,0,0,0,0,0,33,0,4,Matches
Marko Pjaca,hr CRO,"MF,FW",27-317,5.1,229,201,28,4,0,0,24,2,17,8,6,0,181,0,3,Matches
Nicolò Cambiaghi,it ITA,"FW,MF",22-081,6.4,210,203,6,1,0,0,17,3,1,0,0,0,159,1,13,Matches
Liberato Cacace,nz NZL,DF,22-173,4.3,273,220,53,4,0,1,18,49,0,0,0,0,217,0,6,Matches
Jacopo Fazzini,it ITA,MF,20-003,4.1,158,150,8,5,0,0,3,2,1,0,1,0,135,0,2,Matches
Samuele Perisan,it ITA,GK,25-210,3.0,89,49,39,10,0,0,0,0,0,0,0,0,71,1,0,Matches
Sebastian Walukiewicz,pl POL,DF,22-348,1.8,83,79,2,2,0,2,0,0,0,0,0,0,71,2,0,Matches
Roberto Piccoli,it ITA,"FW,MF",22-051,1.5,23,23,0,0,0,0,0,0,0,0,0,0,16,0,1,Matches
Emanuel Vignato,it ITA,"FW,MF",22-207,0.3,22,22,0,0,0,0,1,0,0,0,0,0,17,0,1,Matches
Emmanuel Ekong,se SWE,"FW,MF",20-267,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Duccio Degli Innocenti,it ITA,MF,19-325,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Herculano Nabian,pt POR,MF,19-053,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,25.9,27.0,11957,10518,1403,370,17,69,431,591,118,48,45,0,9373,36,267,
Opponent Total,,,27.3,27.0,13275,11840,1382,332,21,233,700,626,179,57,77,2,10616,53,249,
