Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Sebastiano Luperto,it ITA,DF,26-194,25,25,2164.0,24.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.7,0.7,0.6,1.3,11.0,56.0,3.0,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,Matches
Guglielmo Vicario,it ITA,GK,26-163,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabiano Parisi,it ITA,DF,22-130,24,24,2027.0,22.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,1.6,1.6,1.3,2.8,70.0,114.0,46.0,0.09,0.0,0.09,0.09,0.09,0.07,0.06,0.12,0.07,0.12,Matches
Filippo Bandinelli,it ITA,MF,27-355,26,21,1739.0,19.3,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.4,1.4,2.3,3.7,30.0,77.0,75.0,0.1,0.0,0.1,0.1,0.1,0.07,0.12,0.19,0.07,0.19,Matches
Răzvan Marin,ro ROU,MF,26-300,25,20,1844.0,20.5,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,2.1,3.1,27.0,81.0,18.0,0.1,0.1,0.2,0.1,0.2,0.05,0.1,0.15,0.05,0.15,Matches
Martin Satriano,uy URU,FW,22-027,25,20,1617.0,18.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,3.6,3.6,1.2,4.8,28.0,21.0,120.0,0.11,0.06,0.17,0.11,0.17,0.2,0.07,0.26,0.2,0.26,Matches
Ardian Ismajli,al ALB,DF,26-170,20,18,1675.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.8,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches
Tommaso Baldanzi,it ITA,MF,19-361,18,16,1158.0,12.9,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.4,1.4,0.9,2.3,39.0,54.0,59.0,0.31,0.0,0.31,0.31,0.31,0.11,0.07,0.18,0.11,0.18,Matches
Petar Stojanović,si SVN,DF,27-163,21,15,1377.0,15.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.9,1.2,42.0,81.0,42.0,0.0,0.07,0.07,0.0,0.07,0.02,0.06,0.08,0.02,0.08,Matches
Tyronne Ebuehi,ng NGA,DF,27-093,16,12,1070.0,11.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.1,2.1,0.3,2.4,11.0,13.0,27.0,0.17,0.08,0.25,0.17,0.25,0.18,0.02,0.21,0.18,0.21,Matches
Francesco Caputo,it ITA,FW,35-225,12,11,963.0,10.7,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,2.9,2.9,1.3,4.2,9.0,12.0,77.0,0.09,0.37,0.47,0.09,0.47,0.27,0.13,0.4,0.27,0.4,Matches
Jean-Daniel Akpa-Akpro,ci CIV,MF,30-159,16,11,922.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.3,0.3,0.7,1.0,14.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.03,0.1,Matches
Nicolas Haas,ch SUI,MF,27-055,18,10,956.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.6,1.7,9.0,29.0,19.0,0.09,0.0,0.09,0.09,0.09,0.11,0.05,0.16,0.11,0.16,Matches
Koni De Winter,be BEL,DF,20-280,12,10,895.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Sam Lammers,nl NED,FW,25-323,14,10,883.0,9.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,0.7,2.9,9.0,19.0,67.0,0.1,0.1,0.2,0.1,0.2,0.23,0.07,0.3,0.23,0.3,Matches
Liam Henderson,sct SCO,MF,26-328,18,9,783.0,8.7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.3,0.3,1.1,1.5,9.0,28.0,23.0,0.0,0.11,0.11,0.0,0.11,0.04,0.13,0.17,0.04,0.17,Matches
Nedim Bajrami,al ALB,"MF,FW",24-019,19,8,941.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.2,2.4,22.0,29.0,47.0,0.1,0.1,0.19,0.1,0.19,0.12,0.11,0.23,0.12,0.23,Matches
Alberto Grassi,it ITA,MF,28-012,15,7,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,2.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.07,0.06,0.07,Matches
Mattia Destro,it ITA,FW,31-364,10,6,456.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.4,1.6,4.0,2.0,13.0,0.2,0.0,0.2,0.2,0.2,0.24,0.07,0.31,0.24,0.31,Matches
Marko Pjaca,hr CRO,"MF,FW",27-317,13,5,461.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,1.1,19.0,18.0,32.0,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.21,0.12,0.21,Matches
Nicolò Cambiaghi,it ITA,"FW,MF",22-081,17,4,578.0,6.4,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.1,2.1,0.4,2.6,31.0,25.0,47.0,0.47,0.16,0.62,0.47,0.62,0.33,0.07,0.4,0.33,0.4,Matches
Liberato Cacace,nz NZL,DF,22-173,8,3,387.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,20.0,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches
