Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Jeffrey Gouweleeuw,nl NED,DF,31-252,23.3,1365,180,787,512,79,17,1365,17,12,70.6,5,29.4,675,3651,2008,14,10,0,18,6,689,5,Matches
Ermedin Demirović,ba BIH,"FW,MF",24-359,20.6,709,34,94,266,356,96,708,38,10,26.3,23,60.5,325,1539,621,20,17,8,47,29,422,104,Matches
Rafał Gikiewicz,pl POL,GK,35-144,21.0,1105,860,1098,9,0,0,1105,0,0,,0,,658,3769,2193,0,0,0,2,0,490,0,Matches
Elvis Rexhbeçaj,de GER,MF,25-138,20.0,841,54,253,449,149,5,841,15,4,26.7,7,46.7,388,1994,1116,12,10,0,31,11,413,16,Matches
Robert Gumny,pl POL,DF,24-288,18.7,880,71,328,367,195,20,880,18,6,33.3,9,50.0,321,1464,763,21,16,1,17,11,339,48,Matches
Mergim Berisha,de GER,FW,24-312,16.8,505,20,47,163,305,78,501,30,5,16.7,19,63.3,246,1155,409,18,14,10,41,25,293,90,Matches
Arne Maier,de GER,MF,24-070,15.0,612,11,116,272,228,27,612,23,9,39.1,12,52.2,307,1731,749,22,13,10,27,21,360,55,Matches
Iago,br BRA,"DF,MF",25-361,14.7,787,61,256,322,215,24,787,27,10,37.0,15,55.6,294,1764,845,20,7,4,24,9,316,40,Matches
Maximilian Bauer,de GER,DF,23-038,13.7,658,101,396,238,28,11,658,3,1,33.3,1,33.3,304,1423,763,8,7,0,5,3,318,2,Matches
Mads Pedersen,dk DEN,"DF,MF",26-199,13.6,634,50,224,250,172,9,634,17,5,29.4,11,64.7,236,1436,645,21,17,5,25,10,238,35,Matches
Carlos Gruezo,ec ECU,MF,27-334,10.7,360,27,132,196,37,1,360,7,5,71.4,2,28.6,154,808,319,2,6,0,7,3,144,5,Matches
Ohis Felix Uduokhai,de GER,DF,25-191,10.8,636,69,341,280,19,8,636,8,2,25.0,4,50.0,315,1628,758,9,1,0,7,4,314,4,Matches
Florian Niederlechner,de GER,"FW,MF",32-146,10.1,332,13,40,143,150,39,332,19,4,21.1,12,63.2,142,487,175,1,5,1,16,11,189,51,Matches
Arne Engels,be BEL,MF,19-192,9.2,438,14,96,235,110,3,438,6,3,50.0,2,33.3,180,797,436,6,3,0,5,7,224,11,Matches
Ruben Vargas,ch SUI,"MF,FW",24-226,8.1,324,18,62,123,145,22,324,24,12,50.0,10,41.7,170,1243,503,18,13,3,21,6,187,42,Matches
Fredrik Jensen,fi FIN,"FW,MF",25-191,8.8,354,21,62,146,146,22,354,9,1,11.1,8,88.9,169,649,222,2,7,1,14,15,199,44,Matches
Dion Drena Beljo,hr CRO,"FW,MF",21-018,5.3,179,8,20,90,71,12,179,5,2,40.0,3,60.0,87,385,100,4,3,3,10,14,125,23,Matches
André Hahn,de GER,"FW,MF",32-218,4.3,156,14,38,63,58,7,156,6,1,16.7,4,66.7,57,256,115,3,5,0,13,1,70,10,Matches
Tomáš Koubek,cz CZE,GK,30-205,4.0,180,137,178,2,0,0,180,0,0,,0,,97,707,485,0,0,0,0,0,72,0,Matches
Renato Veiga,pt POR,DF,19-233,3.5,216,23,114,85,20,4,216,6,2,33.3,3,50.0,112,547,263,5,2,1,2,3,111,3,Matches
Julian Baumgartlinger,at AUT,MF,35-076,5.1,247,19,87,127,34,3,247,2,1,50.0,1,50.0,121,404,173,1,1,0,4,1,118,0,Matches
Daniel Caligiuri,it ITA,"DF,MF",35-063,2.9,169,11,56,71,47,5,169,11,5,45.5,4,36.4,73,417,221,7,5,1,5,4,74,7,Matches
Kelvin Yeboah,it ITA,"FW,MF",22-317,2.8,106,2,14,36,61,19,106,21,12,57.1,8,38.1,59,421,226,12,4,6,9,6,63,20,Matches
Niklas Dorsch,de GER,MF,25-063,2.1,123,7,46,69,11,0,123,4,2,50.0,2,50.0,48,269,140,2,1,0,0,4,56,0,Matches
Raphael Framberger,de GER,"DF,FW",27-194,2.0,88,8,32,37,21,0,88,1,0,0.0,1,100.0,26,114,54,0,0,0,3,3,32,3,Matches
Ricardo Pepi,us USA,FW,20-069,1.1,40,1,6,21,14,2,40,5,3,60.0,2,40.0,19,144,57,2,2,1,4,0,22,4,Matches
Reece Oxford,eng ENG,DF,24-093,1.0,67,10,47,19,2,0,67,0,0,,0,,24,140,70,0,0,0,1,0,26,0,Matches
Frederik Winther,dk DEN,DF,22-074,1.0,49,11,31,16,2,0,49,0,0,,0,,15,94,50,0,0,0,0,0,18,0,Matches
Lukas Petkov,de GER,"MF,FW",22-138,1.6,62,3,16,28,18,7,62,4,1,25.0,3,75.0,20,97,16,1,0,0,6,3,26,2,Matches
Irvin Cardona,fr FRA,MF,25-223,1.3,47,4,9,18,20,3,47,2,0,0.0,2,100.0,23,166,104,4,3,0,6,1,22,2,Matches
David Čolina,hr CRO,"DF,MF",22-243,0.7,54,0,10,29,16,1,54,10,3,30.0,5,50.0,24,97,33,0,1,0,3,2,14,4,Matches
Nathanael Mbuku,fr FRA,FW,21-003,0.2,3,0,1,2,0,0,3,0,0,,0,,2,13,0,0,0,0,1,1,0,0,Matches
Noah Joel Sarenren Bazee,ng NGA,FW,26-210,0.1,4,0,1,2,2,0,4,0,0,,0,,2,32,5,0,0,0,1,0,2,0,Matches
Aaron Zehnter,de GER,DF,18-139,0.0,3,0,1,2,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.9,25.0,12333,1862,5039,4688,2731,445,12328,338,121,35.8,178,52.7,5693,29841,14637,235,173,55,375,214,5986,630,
Opponent Total,,,27.0,25.0,15674,1669,5089,6818,3910,695,15671,420,172,41.0,190,45.2,8450,43720,21218,415,312,137,452,231,9339,1044,
