Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Rafał Gikiewicz,pl POL,GK,35-144,21,21,1890,21.0,36,1.71,125,87,72.0,8,2,11,5,23.8,3,1,2,0,66.7,Matches
Tomáš Koubek,cz CZE,GK,30-205,4,4,360,4.0,9,2.25,25,16,64.0,0,2,2,0,0.0,0,0,0,0,,Matches
Squad Total,,,26.9,25,25,2250,25.0,45,1.8,150,103,70.7,8,4,13,5,20.0,3,1,2,0,66.7,
Opponent Total,,,27.0,25,25,2250,25.0,32,1.28,88,56,68.2,13,4,8,5,20.0,5,4,0,1,0.0,
