Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Jeffrey Gouweleeuw,nl NED,DF,31-252,24,2096.0,87.0,93.2,23.3,24,87.0,23,0,,0,1.17,30.0,41.0,-11.0,-0.47,0.7,26.1,39.6,-13.5,-0.58,-0.2,Matches
Ermedin Demirović,ba BIH,"FW,MF",24-359,24,1854.0,77.0,82.4,20.6,24,77.0,12,0,,0,1.04,27.0,39.0,-12.0,-0.58,-0.36,22.6,32.3,-9.7,-0.47,0.53,Matches
Rafał Gikiewicz,pl POL,GK,35-144,21,1890.0,90.0,84.0,21.0,21,90.0,21,0,,0,1.24,25.0,36.0,-11.0,-0.52,-0.02,22.9,33.7,-10.8,-0.52,0.3,Matches
Elvis Rexhbeçaj,de GER,MF,25-138,22,1796.0,82.0,79.8,20.0,21,83.0,11,1,45.0,0,1.14,25.0,31.0,-6.0,-0.3,1.09,21.6,32.7,-11.1,-0.56,0.05,Matches
Robert Gumny,pl POL,DF,24-288,21,1686.0,80.0,74.9,18.7,19,87.0,16,2,20.0,1,1.29,24.0,31.0,-7.0,-0.37,0.58,20.7,30.0,-9.3,-0.5,0.28,Matches
Mergim Berisha,de GER,FW,24-312,19,1508.0,79.0,67.0,16.8,18,83.0,9,1,23.0,0,1.26,21.0,27.0,-6.0,-0.36,0.49,20.5,22.6,-2.1,-0.12,1.34,Matches
Arne Maier,de GER,MF,24-070,21,1348.0,64.0,59.9,15.0,16,78.0,4,5,21.0,3,1.0,15.0,28.0,-13.0,-0.87,-0.87,13.5,24.7,-11.2,-0.75,-0.46,Matches
Iago,br BRA,"DF,MF",25-361,18,1323.0,74.0,58.8,14.7,15,83.0,9,3,28.0,0,1.22,20.0,22.0,-2.0,-0.14,0.93,17.4,21.8,-4.4,-0.3,0.65,Matches
Maximilian Bauer,de GER,DF,23-038,19,1233.0,65.0,54.8,13.7,14,83.0,12,5,15.0,5,1.32,17.0,26.0,-9.0,-0.66,-0.3,15.5,24.4,-8.9,-0.65,-0.19,Matches
Mads Pedersen,dk DEN,"DF,MF",26-199,20,1222.0,61.0,54.3,13.6,13,84.0,7,7,18.0,1,1.05,19.0,25.0,-6.0,-0.44,0.17,14.6,24.4,-9.7,-0.72,-0.33,Matches
Carlos Gruezo,ec ECU,MF,27-334,13,961.0,74.0,42.7,10.7,12,79.0,7,1,11.0,1,1.08,15.0,17.0,-2.0,-0.19,0.58,11.7,20.0,-8.3,-0.77,-0.37,Matches
Ohis Felix Uduokhai,de GER,DF,25-191,13,976.0,75.0,43.4,10.8,10,90.0,10,3,25.0,0,1.0,12.0,19.0,-7.0,-0.65,-0.22,12.7,17.2,-4.6,-0.42,0.26,Matches
Florian Niederlechner,de GER,"FW,MF",32-146,14,910.0,65.0,40.4,10.1,10,80.0,4,4,28.0,1,1.07,15.0,15.0,0.0,0.0,0.87,13.4,16.0,-2.7,-0.26,0.5,Matches
Arne Engels,be BEL,MF,19-192,10,826.0,83.0,36.7,9.2,10,83.0,8,0,,0,1.3,12.0,18.0,-6.0,-0.65,-0.21,9.7,14.6,-4.9,-0.54,0.04,Matches
Ruben Vargas,ch SUI,"MF,FW",24-226,16,731.0,46.0,32.5,8.1,8,55.0,1,8,36.0,3,0.63,13.0,16.0,-3.0,-0.37,0.22,9.6,14.0,-4.5,-0.55,0.02,Matches
Fredrik Jensen,fi FIN,"FW,MF",25-191,17,789.0,46.0,35.1,8.8,7,77.0,1,10,25.0,3,1.35,11.0,13.0,-2.0,-0.23,0.45,10.4,15.1,-4.7,-0.54,0.05,Matches
Dion Drena Beljo,hr CRO,"FW,MF",21-018,9,477.0,53.0,21.2,5.3,7,64.0,0,2,16.0,1,1.44,9.0,13.0,-4.0,-0.75,-0.3,6.4,9.8,-3.4,-0.64,-0.09,Matches
André Hahn,de GER,"FW,MF",32-218,7,391.0,56.0,17.4,4.3,4,82.0,3,3,21.0,0,1.71,6.0,6.0,0.0,0.0,0.63,4.7,8.2,-3.5,-0.8,-0.29,Matches
Tomáš Koubek,cz CZE,GK,30-205,4,360.0,90.0,16.0,4.0,4,90.0,4,0,,13,0.5,7.0,9.0,-2.0,-0.5,0.02,5.0,8.3,-3.3,-0.82,-0.3,Matches
Renato Veiga,pt POR,DF,19-233,5,314.0,63.0,14.0,3.5,4,67.0,1,1,45.0,1,1.4,3.0,7.0,-4.0,-1.15,-0.73,2.3,6.4,-4.1,-1.17,-0.7,Matches
Julian Baumgartlinger,at AUT,MF,35-076,12,463.0,39.0,20.6,5.1,3,90.0,3,9,21.0,10,0.67,9.0,15.0,-6.0,-1.17,-0.81,7.5,8.9,-1.4,-0.28,0.36,Matches
