Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Rafał Gikiewicz,pl POL,GK,35-162,22.0,38,1,1,4,0,38.7,0.28,0.7,0.03,184,443,41.5,861,123,34.5,33.5,232,62.9,49.0,348,21,6.0,42,1.91,16.4,Matches
Tomáš Koubek,cz CZE,GK,30-223,4.0,9,0,1,0,0,10.1,0.42,1.1,0.27,40,97,41.2,126,17,50.0,42.6,40,85.0,60.0,80,6,7.5,2,0.5,12.2,Matches
Squad Total,,,26.9,26.0,47,1,2,4,0,48.8,0.3,1.8,0.07,224,540,41.5,987,140,36.5,34.6,272,66.2,50.6,428,27,6.3,44,1.69,16.0,
Opponent Total,,,27.0,26.0,34,4,0,5,1,29.3,0.28,-3.7,-0.14,212,493,43.0,978,148,41.2,36.2,162,55.6,43.8,323,29,9.0,41,1.58,16.4,
