Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Jeffrey Gouweleeuw,nl NED,DF,31-252,24,24,2096.0,23.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.4,1.4,1.9,3.3,14.0,64.0,5.0,0.0,0.04,0.04,0.0,0.04,0.06,0.08,0.14,0.06,0.14,Matches
Ermedin Demirović,ba BIH,"FW,MF",24-359,24,24,1854.0,20.6,7.0,4.0,11.0,6.0,1.0,1.0,5.0,1.0,6.0,5.2,3.1,8.3,20.0,39.0,104.0,0.34,0.19,0.53,0.29,0.49,0.29,0.15,0.44,0.25,0.4,Matches
Rafał Gikiewicz,pl POL,GK,35-144,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Elvis Rexhbeçaj,de GER,MF,25-138,22,21,1796.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.6,0.9,12.0,70.0,16.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
Robert Gumny,pl POL,DF,24-288,21,19,1686.0,18.7,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.6,1.1,21.0,47.0,48.0,0.05,0.11,0.16,0.05,0.16,0.03,0.03,0.06,0.03,0.06,Matches
Mergim Berisha,de GER,FW,24-312,19,18,1508.0,16.8,8.0,4.0,12.0,5.0,3.0,4.0,9.0,1.0,7.7,4.5,2.7,7.2,18.0,25.0,90.0,0.48,0.24,0.72,0.3,0.54,0.46,0.16,0.62,0.27,0.43,Matches
Arne Maier,de GER,MF,24-070,21,16,1348.0,15.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.1,1.1,1.0,2.1,22.0,51.0,55.0,0.2,0.0,0.2,0.2,0.2,0.07,0.07,0.14,0.07,0.14,Matches
Iago,br BRA,"DF,MF",25-361,18,15,1323.0,14.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.4,0.4,0.9,1.3,20.0,46.0,40.0,0.0,0.07,0.07,0.0,0.07,0.03,0.06,0.09,0.03,0.09,Matches
Maximilian Bauer,de GER,DF,23-038,19,14,1233.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.6,1.6,0.3,1.9,8.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Matches
Mads Pedersen,dk DEN,"DF,MF",26-199,20,13,1222.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.4,0.5,21.0,29.0,35.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Matches
