Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Jeffrey Gouweleeuw,nl NED,DF,31-267,24.1,746,1109,67.3,16639,6970,217,284,76.4,392,470,83.4,128,310,41.3,1,2.0,1.3,-1.0,11,78,13,1,66,Matches
Ermedin Demirović,ba BIH,"FW,MF",25-009,20.6,209,429,48.7,2934,1042,123,205,60.0,65,123,52.8,8,29,27.6,4,3.1,2.5,0.9,25,24,16,5,39,Matches
Rafał Gikiewicz,pl POL,GK,35-159,22.0,798,1093,73.0,23869,17192,123,125,98.4,380,387,98.2,293,577,50.8,0,0.0,0.1,0.0,0,23,1,0,0,Matches
Elvis Rexhbeçaj,de GER,MF,25-153,21.0,441,666,66.2,7921,2820,179,242,74.0,203,277,73.3,45,98,45.9,0,0.7,0.6,-0.7,10,59,10,1,72,Matches
Robert Gumny,pl POL,DF,24-303,19.7,473,723,65.4,8185,3417,219,277,79.1,194,286,67.8,47,116,40.5,2,0.6,0.8,1.4,8,29,7,4,48,Matches
Mergim Berisha,de GER,FW,24-327,17.5,154,328,47.0,2651,1017,68,113,60.2,64,120,53.3,17,55,30.9,4,2.7,2.8,1.3,20,19,9,3,26,Matches
Arne Maier,de GER,MF,24-085,16.0,336,494,68.0,5714,1868,164,208,78.8,124,164,75.6,36,73,49.3,0,1.0,1.3,-1.0,18,36,13,0,53,Matches
Iago,br BRA,"DF,MF",26-011,15.7,382,629,60.7,6914,3674,155,196,79.1,173,279,62.0,44,106,41.5,1,0.9,1.5,0.1,8,32,11,4,47,Matches
Maximilian Bauer,de GER,DF,23-053,14.7,378,528,71.6,7794,3218,124,146,84.9,200,236,84.7,49,128,38.3,0,0.3,0.1,-0.3,2,24,2,0,26,Matches
Mads Pedersen,dk DEN,"DF,MF",26-214,14.1,322,473,68.1,5327,1922,155,187,82.9,133,203,65.5,24,50,48.0,0,0.4,0.4,-0.4,7,19,8,4,30,Matches
Carlos Gruezo,ec ECU,MF,27-349,10.7,199,276,72.1,4090,1319,63,80,78.8,88,110,80.0,40,70,57.1,0,0.3,0.4,-0.3,6,25,6,0,29,Matches
Arne Engels,be BEL,MF,19-207,10.2,254,390,65.1,5002,1981,109,137,79.6,94,132,71.2,46,92,50.0,3,1.9,1.7,1.1,18,37,9,3,41,Matches
Ohis Felix Uduokhai,de GER,DF,25-206,10.8,362,496,73.0,7043,2305,121,147,82.3,202,243,83.1,35,84,41.7,1,0.2,0.3,0.8,2,24,2,0,36,Matches
Florian Niederlechner,de GER,"FW,MF",32-161,10.1,118,200,59.0,1833,417,57,89,64.0,47,67,70.1,5,16,31.3,1,0.4,0.7,0.6,5,13,6,0,18,Matches
Ruben Vargas,ch SUI,"MF,FW",24-241,8.6,137,248,55.2,2274,776,65,90,72.2,57,105,54.3,9,29,31.0,2,1.8,1.4,0.2,12,22,10,3,32,Matches
Dion Drena Beljo,hr CRO,"FW,MF",21-033,6.3,99,157,63.1,1320,311,50,80,62.5,35,51,68.6,2,5,40.0,0,0.5,0.3,-0.5,6,8,4,1,12,Matches
