Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Joseph Aidoo,gh GHA,DF,27-189,26.8,1111,1300,85.5,22864,7081,281,327,85.9,702,756,92.9,123,191,64.4,0,0.0,0.2,0.0,1,60,4,0,72,Matches
Javi Galán,es ESP,DF,28-138,26.1,1146,1509,75.9,19333,6206,552,633,87.2,476,584,81.5,97,206,47.1,2,3.6,3.2,-1.6,42,53,38,19,87,Matches
Iago Aspas,es ESP,FW,35-248,25.4,738,963,76.6,11318,2514,424,509,83.3,211,275,76.7,66,92,71.7,3,4.8,4.5,-1.8,67,61,35,2,115,Matches
Unai Núñez,es ESP,DF,26-066,25.0,1181,1366,86.5,24545,8972,339,372,91.1,688,748,92.0,149,230,64.8,0,0.1,0.2,-0.1,3,80,0,0,98,Matches
Fran Beltrán,es ESP,MF,24-062,24.3,1226,1384,88.6,22282,4986,496,541,91.7,573,619,92.6,129,170,75.9,1,1.3,1.9,-0.3,18,94,10,2,105,Matches
Agustín Marchesín,ar ARG,GK,35-021,19.0,449,635,70.7,12898,9202,81,81,100.0,206,212,97.2,161,337,47.8,0,0.0,0.0,0.0,0,6,0,0,1,Matches
Gabriel Veiga,es ESP,MF,20-314,17.6,420,548,76.6,6740,2224,216,262,82.4,150,193,77.7,38,56,67.9,4,2.3,2.7,1.7,22,56,19,2,78,Matches
Hugo Mallo,es ESP,DF,31-288,17.4,749,972,77.1,12037,5006,374,410,91.2,304,388,78.4,49,107,45.8,0,1.7,1.7,-1.7,13,51,19,10,51,Matches
Carles Pérez,es ESP,"MF,FW",25-049,15.9,370,445,83.1,5544,1070,203,232,87.5,132,154,85.7,19,33,57.6,4,1.4,1.1,2.6,18,25,10,1,38,Matches
Franco Cervi,ar ARG,MF,28-315,15.9,414,587,70.5,6064,1848,244,290,84.1,132,178,74.2,24,66,36.4,3,2.0,2.0,1.0,17,31,13,4,44,Matches
Jørgen Strand Larsen,no NOR,FW,23-059,14.2,176,260,67.7,2188,314,106,151,70.2,40,61,65.6,7,12,58.3,3,1.9,1.0,1.1,8,10,2,0,10,Matches
Óscar Rodríguez Arnaiz,es ESP,MF,24-282,14.3,628,797,78.8,10310,3007,338,377,89.7,205,255,80.4,65,122,53.3,0,1.5,1.4,-1.5,16,84,8,1,88,Matches
Óscar Mingueza,es ESP,DF,23-328,12.7,637,797,79.9,10888,4523,323,354,91.2,254,298,85.2,53,114,46.5,0,1.1,1.0,-1.1,10,62,11,4,59,Matches
Luca de la Torre,us USA,MF,24-318,9.2,267,322,82.9,3828,658,157,169,92.9,88,100,88.0,11,24,45.8,2,1.2,0.6,0.8,11,27,5,1,32,Matches
Renato Tapia,pe PER,"MF,DF",27-252,9.4,429,501,85.6,8066,1981,174,191,91.1,189,205,92.2,60,90,66.7,0,0.7,0.4,-0.7,8,43,3,0,39,Matches
Iván Villar,es ESP,GK,25-271,8.0,160,245,65.3,5082,3803,21,22,95.5,83,87,95.4,56,134,41.8,0,0.0,0.0,0.0,1,4,0,0,0,Matches
Gonçalo Paciência,pt POR,FW,28-248,4.6,56,97,57.7,879,216,31,46,67.4,18,27,66.7,5,11,45.5,0,0.5,0.3,-0.5,4,6,3,2,6,Matches
Haris Seferović,ch SUI,FW,31-043,4.4,59,97,60.8,816,168,34,49,69.4,13,23,56.5,5,10,50.0,0,0.2,0.4,-0.2,2,5,1,0,6,Matches
Augusto Solari,ar ARG,"MF,FW",31-093,2.4,84,110,76.4,1222,338,47,53,88.7,29,36,80.6,5,10,50.0,1,0.2,0.3,0.8,3,7,2,0,11,Matches
Kevin Vázquez,es ESP,"DF,MF",30-014,2.0,70,90,77.8,1156,529,38,43,88.4,22,28,78.6,7,15,46.7,0,0.1,0.1,-0.1,2,10,3,2,8,Matches
Pablo Durán,es ESP,"MF,DF",22-071,0.4,14,21,66.7,201,13,10,14,71.4,3,4,75.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Williot Swedberg,se SWE,MF,19-064,0.4,11,12,91.7,148,37,7,8,87.5,3,3,100.0,0,0,,0,0.0,0.1,0.0,0,1,1,0,3,Matches
Carlos Dominguez,es ESP,DF,22-054,0.2,11,12,91.7,176,75,7,7,100.0,2,2,100.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Hugo Sotelo,es ESP,MF,19-108,0.2,20,23,87.0,265,86,11,12,91.7,9,9,100.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Squad Total,,,27.7,27.0,10426,13093,79.6,188850,64857,4514,5153,87.6,4532,5245,86.4,1132,2037,55.6,23,24.5,23.1,-1.5,266,779,187,50,954,
Opponent Total,,,28.4,27.0,10569,13320,79.3,193707,68179,4605,5216,88.3,4343,5084,85.4,1323,2261,58.5,22,19.1,18.3,2.9,188,831,153,64,932,
