Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Joseph Aidoo,gh GHA,DF,27-189,26.8,2,11,2,18.2,0.41,0.07,0.18,1.0,14.2,0,0,0,0.8,0.8,0.08,1.2,1.2,Matches
Javi Galán,es ESP,DF,28-138,26.1,0,8,0,0.0,0.31,0.0,0.0,,23.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Iago Aspas,es ESP,FW,35-248,25.4,12,64,23,35.9,2.52,0.91,0.16,0.43,19.8,6,2,3,10.0,7.7,0.12,2.0,2.3,Matches
Unai Núñez,es ESP,DF,26-066,25.0,0,10,3,30.0,0.4,0.12,0.0,0.0,13.4,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
Fran Beltrán,es ESP,MF,24-062,24.3,0,22,2,9.1,0.9,0.08,0.0,0.0,27.1,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Agustín Marchesín,ar ARG,GK,35-021,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gabriel Veiga,es ESP,MF,20-314,17.6,9,48,22,45.8,2.72,1.25,0.19,0.41,19.0,0,0,0,5.5,5.5,0.11,3.5,3.5,Matches
Hugo Mallo,es ESP,DF,31-288,17.4,0,15,4,26.7,0.86,0.23,0.0,0.0,13.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Carles Pérez,es ESP,"MF,FW",25-049,15.9,2,36,12,33.3,2.26,0.75,0.06,0.17,21.4,0,0,0,2.1,2.1,0.06,-0.1,-0.1,Matches
Franco Cervi,ar ARG,MF,28-315,15.9,0,19,4,21.1,1.2,0.25,0.0,0.0,19.4,0,0,0,2.1,2.1,0.11,-2.1,-2.1,Matches
Jørgen Strand Larsen,no NOR,FW,23-059,14.2,2,30,9,30.0,2.12,0.64,0.07,0.22,12.8,0,0,0,3.8,3.8,0.13,-1.8,-1.8,Matches
Óscar Rodríguez Arnaiz,es ESP,MF,24-282,14.3,2,33,14,42.4,2.3,0.98,0.06,0.14,24.3,5,0,0,3.1,3.1,0.09,-1.1,-1.1,Matches
Óscar Mingueza,es ESP,DF,23-328,12.7,0,5,0,0.0,0.39,0.0,0.0,,12.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Luca de la Torre,us USA,MF,24-318,9.2,0,9,2,22.2,0.98,0.22,0.0,0.0,18.0,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
Renato Tapia,pe PER,"MF,DF",27-252,9.4,0,7,2,28.6,0.74,0.21,0.0,0.0,19.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Iván Villar,es ESP,GK,25-271,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonçalo Paciência,pt POR,FW,28-248,4.6,1,18,4,22.2,3.9,0.87,0.06,0.25,18.0,0,0,0,0.9,0.9,0.05,0.1,0.1,Matches
Haris Seferović,ch SUI,FW,31-043,4.4,2,8,4,50.0,1.8,0.9,0.25,0.5,9.4,0,0,0,1.5,1.5,0.18,0.5,0.5,Matches
Augusto Solari,ar ARG,"MF,FW",31-093,2.4,0,2,0,0.0,0.83,0.0,0.0,,14.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
Kevin Vázquez,es ESP,"DF,MF",30-014,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pablo Durán,es ESP,"MF,DF",22-071,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Williot Swedberg,se SWE,MF,19-064,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Carlos Dominguez,es ESP,DF,22-054,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Hugo Sotelo,es ESP,MF,19-108,0.2,0,1,0,0.0,5.29,0.0,0.0,,20.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Squad Total,,,27.7,27.0,32,346,107,30.9,12.81,3.96,0.09,0.28,19.0,11,2,3,34.4,32.1,0.09,-2.4,-2.1,
Opponent Total,,,28.4,27.0,36,260,96,36.9,9.63,3.56,0.13,0.34,17.6,11,3,5,30.0,26.1,0.1,6.0,6.9,
