Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Joseph Aidoo,gh GHA,DF,27-189,26.8,1300,1266,31,29,0,4,0,2,0,0,0,0,1111,3,12,Matches
Javi Galán,es ESP,DF,28-138,26.1,1509,1179,322,39,2,15,117,262,21,12,7,0,1146,8,39,Matches
Iago Aspas,es ESP,FW,35-248,25.4,963,909,49,16,11,9,30,9,9,2,2,0,738,5,25,Matches
Unai Núñez,es ESP,DF,26-066,25.0,1366,1331,34,33,0,25,1,1,0,0,0,0,1181,1,5,Matches
Fran Beltrán,es ESP,MF,24-062,24.3,1384,1272,110,68,0,9,32,5,24,11,10,1,1226,2,16,Matches
Agustín Marchesín,ar ARG,GK,35-021,19.0,635,447,184,53,0,1,0,0,0,0,0,0,449,4,0,Matches
Gabriel Veiga,es ESP,MF,20-314,17.6,548,521,24,10,6,3,21,4,1,1,0,0,420,3,7,Matches
Hugo Mallo,es ESP,DF,31-288,17.4,972,812,156,19,1,3,48,137,0,0,0,0,749,4,23,Matches
Carles Pérez,es ESP,"MF,FW",25-049,15.9,445,438,5,1,2,5,18,1,2,2,0,0,370,2,4,Matches
Franco Cervi,ar ARG,MF,28-315,15.9,587,530,54,8,0,1,68,12,34,6,22,0,414,3,17,Matches
Jørgen Strand Larsen,no NOR,FW,23-059,14.2,260,242,16,1,0,2,0,0,0,0,0,0,176,2,1,Matches
Óscar Rodríguez Arnaiz,es ESP,MF,24-282,14.3,797,726,69,37,2,10,62,0,31,8,21,0,628,2,7,Matches
Óscar Mingueza,es ESP,DF,23-328,12.7,797,657,138,23,2,2,27,115,0,0,0,0,637,2,13,Matches
Luca de la Torre,us USA,MF,24-318,9.2,322,317,2,2,2,0,7,0,0,0,0,0,267,3,7,Matches
Renato Tapia,pe PER,"MF,DF",27-252,9.4,501,473,26,22,0,8,6,2,1,1,0,0,429,2,4,Matches
Iván Villar,es ESP,GK,25-271,8.0,245,153,90,26,0,0,0,0,0,0,0,0,160,2,0,Matches
Gonçalo Paciência,pt POR,FW,28-248,4.6,97,94,2,0,1,2,4,1,0,0,0,0,56,1,7,Matches
Haris Seferović,ch SUI,FW,31-043,4.4,97,89,8,0,1,1,8,0,0,0,0,0,59,0,5,Matches
Augusto Solari,ar ARG,"MF,FW",31-093,2.4,110,107,1,0,0,0,2,1,0,0,0,0,84,2,3,Matches
Kevin Vázquez,es ESP,"DF,MF",30-014,2.0,90,79,11,1,0,0,3,10,0,0,0,0,70,0,1,Matches
Pablo Durán,es ESP,"MF,DF",22-071,0.4,21,21,0,0,0,0,1,0,0,0,0,0,14,0,0,Matches
Williot Swedberg,se SWE,MF,19-064,0.4,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0,Matches
Carlos Dominguez,es ESP,DF,22-054,0.2,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Hugo Sotelo,es ESP,MF,19-108,0.2,23,23,0,0,0,0,0,0,0,0,0,0,20,0,0,Matches
Squad Total,,,27.7,27.0,13093,11709,1333,389,30,100,455,562,123,43,62,1,10426,51,196,
Opponent Total,,,28.4,27.0,13320,11901,1372,378,30,164,459,616,111,43,53,1,10569,47,246,
