Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Emil Audero,it ITA,GK,26-075,25.0,919.0,628.0,286.0,86.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,617.0,5.0,2.0,Matches
Tommaso Augello,it ITA,DF,28-216,23.0,1210.0,953.0,256.0,31.0,0.0,5.0,99,223.0,2.0,0.0,2.0,0.0,868.0,1.0,54.0,Matches
Mehdi Léris,dz ALG,"MF,DF",24-315,20.0,677.0,639.0,32.0,2.0,4.0,5.0,44,30.0,0.0,0.0,0.0,0.0,447.0,6.0,32.0,Matches
Filip Đuričić,rs SRB,"MF,FW",31-063,18.1,554.0,515.0,38.0,12.0,1.0,3.0,31,7.0,15.0,1.0,12.0,0.0,423.0,1.0,27.0,Matches
Tomás Rincón,ve VEN,MF,35-080,18.3,822.0,787.0,32.0,20.0,2.0,14.0,16,4.0,1.0,0.0,1.0,0.0,667.0,3.0,6.0,Matches
Manolo Gabbiadini,it ITA,"FW,MF",31-128,16.1,398.0,368.0,27.0,4.0,2.0,1.0,22,3.0,12.0,2.0,8.0,0.0,258.0,3.0,12.0,Matches
Bruno Amione,ar ARG,DF,21-090,14.8,698.0,630.0,66.0,26.0,0.0,0.0,5,40.0,0.0,0.0,0.0,0.0,540.0,2.0,18.0,Matches
Omar Colley,gm GAM,DF,30-161,15.4,714.0,681.0,32.0,22.0,0.0,4.0,0,3.0,0.0,0.0,0.0,0.0,615.0,1.0,1.0,Matches
Bartosz Bereszyński,pl POL,DF,30-265,13.3,644.0,480.0,161.0,28.0,0.0,1.0,31,133.0,0.0,0.0,0.0,0.0,471.0,3.0,19.0,Matches
Francesco Caputo,it ITA,FW,35-240,12.2,237.0,208.0,28.0,0.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,168.0,1.0,9.0,Matches
Abdelhamid Sabiri,ma MAR,MF,26-126,11.2,438.0,372.0,64.0,31.0,3.0,7.0,52,2.0,30.0,7.0,19.0,0.0,293.0,2.0,11.0,Matches
Bram Nuytinck,nl NED,DF,32-334,10.9,402.0,379.0,21.0,19.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,340.0,2.0,3.0,Matches
Alex Ferrari,it ITA,DF,28-276,9.6,456.0,433.0,23.0,21.0,0.0,3.0,4,2.0,0.0,0.0,0.0,0.0,384.0,0.0,8.0,Matches
Jeison Murillo,co COL,DF,30-311,9.2,443.0,398.0,43.0,23.0,1.0,5.0,1,20.0,0.0,0.0,0.0,0.0,358.0,2.0,6.0,Matches
Harry Winks,eng ENG,MF,27-060,9.3,507.0,457.0,50.0,29.0,0.0,5.0,33,0.0,15.0,6.0,5.0,0.0,406.0,0.0,10.0,Matches
Sam Lammers,nl NED,FW,25-338,7.8,165.0,161.0,4.0,0.0,1.0,0.0,2,1.0,0.0,0.0,0.0,0.0,110.0,0.0,6.0,Matches
Ronaldo Vieira,gw GNB,MF,24-258,9.1,,,,,,,1,,,,,,,,,Matches
Gonzalo Villar,es ESP,MF,25-011,7.7,381.0,345.0,35.0,31.0,0.0,0.0,7,0.0,3.0,1.0,2.0,0.0,317.0,1.0,1.0,Matches
Valerio Verre,it ITA,MF,29-082,7.5,398.0,361.0,33.0,16.0,3.0,2.0,33,4.0,9.0,2.0,6.0,0.0,282.0,4.0,15.0,Matches
Mickaël Cuisance,fr FRA,MF,23-230,4.2,143.0,129.0,14.0,6.0,1.0,2.0,8,2.0,4.0,1.0,3.0,0.0,112.0,0.0,6.0,Matches
Alessandro Zanoli,it ITA,DF,22-182,6.8,293.0,251.0,41.0,5.0,0.0,0.0,20,36.0,0.0,0.0,0.0,0.0,207.0,1.0,14.0,Matches
Nicola Murru,it ITA,DF,28-108,5.7,206.0,175.0,30.0,2.0,0.0,0.0,7,28.0,0.0,0.0,0.0,0.0,148.0,1.0,3.0,Matches
Daniele Montevago,it ITA,FW,20-016,2.6,40.0,37.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,Matches
Fabio Quagliarella,it ITA,FW,40-062,4.4,114.0,107.0,7.0,1.0,1.0,3.0,7,2.0,0.0,0.0,0.0,0.0,76.0,0.0,7.0,Matches
Koray Günter,de GER,"DF,MF",28-230,2.6,135.0,127.0,8.0,2.0,1.0,0.0,1,6.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,Matches
Gerard Yepes,es ESP,MF,20-221,2.2,105.0,99.0,6.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,Matches
Martin Turk,si SVN,GK,19-225,2.0,68.0,40.0,28.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,Matches
Ignacio Pussetto,ar ARG,"MF,DF",27-103,1.7,56.0,55.0,1.0,1.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,34.0,0.0,4.0,Matches
