Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Emil Audero,it ITA,GK,26-075,25,2250.0,90.0,92.6,25.0,25,90.0,25,0,,0,0.48,11.0,39.0,-28.0,-1.12,-1.12,21.4,37.7,-16.3,-0.65,0.44,Matches
Tommaso Augello,it ITA,DF,28-216,26,2074.0,80.0,85.3,23.0,24,83.0,18,2,45.0,1,0.58,15.0,38.0,-23.0,-1.0,0.27,20.3,35.3,-15.1,-0.65,0.21,Matches
Mehdi Léris,dz ALG,"MF,DF",24-315,24,1798.0,75.0,74.0,20.0,21,81.0,13,3,34.0,1,0.58,13.0,31.0,-18.0,-0.9,0.52,18.6,29.9,-11.3,-0.56,0.46,Matches
Filip Đuričić,rs SRB,"MF,FW",31-063,24,1630.0,68.0,67.1,18.1,21,73.0,4,3,36.0,0,0.46,12.0,30.0,-18.0,-0.99,0.13,15.5,26.0,-10.5,-0.58,0.31,Matches
Tomás Rincón,ve VEN,MF,35-080,23,1649.0,72.0,67.9,18.3,19,80.0,12,4,31.0,2,0.52,11.0,32.0,-21.0,-1.15,-0.34,15.3,28.5,-13.2,-0.72,-0.12,Matches
Manolo Gabbiadini,it ITA,"FW,MF",31-128,24,1451.0,60.0,59.7,16.1,16,76.0,6,8,29.0,2,0.54,11.0,26.0,-15.0,-0.93,0.26,15.7,25.9,-10.3,-0.64,0.12,Matches
Bruno Amione,ar ARG,DF,21-090,16,1330.0,83.0,54.7,14.8,16,83.0,12,0,,6,0.75,11.0,23.0,-12.0,-0.81,0.5,13.8,22.9,-9.1,-0.62,0.15,Matches
Omar Colley,gm GAM,DF,30-161,16,1384.0,87.0,57.0,15.4,15,89.0,14,1,45.0,0,0.44,6.0,25.0,-19.0,-1.24,-0.46,13.4,22.8,-9.4,-0.61,0.16,Matches
Bartosz Bereszyński,pl POL,DF,30-265,15,1198.0,80.0,49.3,13.3,15,80.0,10,0,,1,0.6,8.0,20.0,-12.0,-0.9,0.27,9.2,18.8,-9.6,-0.72,-0.07,Matches
Francesco Caputo,it ITA,FW,35-240,15,1094.0,73.0,45.0,12.2,13,78.0,6,2,40.0,0,0.4,6.0,20.0,-14.0,-1.15,-0.21,9.0,17.4,-8.4,-0.69,-0.01,Matches
Abdelhamid Sabiri,ma MAR,MF,26-126,16,1006.0,63.0,41.4,11.2,12,75.0,6,4,26.0,4,0.5,5.0,18.0,-13.0,-1.16,-0.21,10.3,16.5,-6.2,-0.55,0.22,Matches
Bram Nuytinck,nl NED,DF,32-334,12,980.0,82.0,40.3,10.9,12,82.0,8,0,,0,0.75,9.0,15.0,-6.0,-0.55,0.81,10.9,17.8,-6.9,-0.63,0.09,Matches
Alex Ferrari,it ITA,DF,28-276,12,868.0,72.0,35.7,9.6,10,83.0,7,2,20.0,3,0.17,4.0,18.0,-14.0,-1.45,-0.64,8.0,14.4,-6.3,-0.66,0.04,Matches
Jeison Murillo,co COL,DF,30-311,14,827.0,59.0,34.0,9.2,10,76.0,5,4,17.0,9,0.64,4.0,17.0,-13.0,-1.41,-0.57,5.6,12.3,-6.7,-0.73,-0.07,Matches
Harry Winks,eng ENG,MF,27-060,10,839.0,84.0,34.5,9.3,9,90.0,9,1,29.0,1,0.6,8.0,13.0,-5.0,-0.54,0.76,9.8,14.6,-4.8,-0.52,0.26,Matches
Sam Lammers,nl NED,FW,25-338,9,700.0,78.0,28.8,7.8,9,78.0,2,0,,0,0.56,4.0,9.0,-5.0,-0.64,0.55,7.2,13.4,-6.2,-0.8,-0.16,Matches
Ronaldo Vieira,gw GNB,MF,24-258,16,815.0,51.0,33.5,9.1,8,75.0,2,8,27.0,4,0.38,3.0,16.0,-13.0,-1.44,-0.6,,,,,,Matches
Gonzalo Villar,es ESP,MF,25-011,15,696.0,46.0,28.6,7.7,8,64.0,1,7,26.0,2,0.4,5.0,14.0,-9.0,-1.16,-0.18,6.5,12.1,-5.6,-0.73,-0.06,Matches
Valerio Verre,it ITA,MF,29-082,18,677.0,38.0,27.9,7.5,6,61.0,0,12,26.0,0,0.5,3.0,12.0,-9.0,-1.2,-0.22,6.7,13.1,-6.3,-0.84,-0.22,Matches
Mickaël Cuisance,fr FRA,MF,23-230,6,378.0,63.0,15.6,4.2,6,63.0,0,0,,0,1.0,3.0,2.0,1.0,0.24,1.51,3.2,4.7,-1.5,-0.36,0.39,Matches
Alessandro Zanoli,it ITA,DF,22-182,11,611.0,56.0,25.1,6.8,5,89.0,4,6,28.0,0,0.55,6.0,10.0,-4.0,-0.59,0.6,6.3,11.9,-5.6,-0.82,-0.18,Matches
Nicola Murru,it ITA,DF,28-108,14,511.0,37.0,21.0,5.7,3,75.0,2,11,26.0,10,0.93,3.0,8.0,-5.0,-0.88,0.2,5.3,12.0,-6.7,-1.18,-0.63,Matches
Daniele Montevago,it ITA,FW,20-016,6,231.0,39.0,9.5,2.6,3,63.0,1,3,14.0,3,0.5,0.0,4.0,-4.0,-1.56,-0.58,1.7,2.1,-0.5,-0.19,0.54,Matches
Fabio Quagliarella,it ITA,FW,40-062,17,396.0,23.0,16.3,4.4,2,63.0,0,15,18.0,5,0.35,2.0,10.0,-8.0,-1.82,-0.93,3.7,7.8,-4.1,-0.91,-0.28,Matches
Koray Günter,de GER,"DF,MF",28-230,3,236.0,79.0,9.7,2.6,2,90.0,2,1,56.0,0,1.33,5.0,5.0,0.0,0.0,1.15,2.1,4.6,-2.5,-0.96,-0.3,Matches
Gerard Yepes,es ESP,MF,20-221,5,198.0,40.0,8.1,2.2,2,56.0,0,3,29.0,21,0.6,1.0,5.0,-4.0,-1.82,-0.85,2.2,1.7,0.6,0.27,1.04,Matches
Martin Turk,si SVN,GK,19-225,2,180.0,90.0,7.4,2.0,2,90.0,2,0,,7,1.5,5.0,5.0,0.0,0.0,1.12,2.0,4.2,-2.2,-1.09,-0.44,Matches
Ignacio Pussetto,ar ARG,"MF,DF",27-103,5,152.0,30.0,6.3,1.7,1,53.0,0,4,25.0,3,0.6,0.0,2.0,-2.0,-1.18,-0.16,0.7,3.5,-2.8,-1.64,-1.02,Matches
Fabio Depaoli,it ITA,"DF,MF",25-344,3,136.0,45.0,5.6,1.5,1,90.0,1,2,23.0,1,0.33,0.0,5.0,-5.0,-3.31,-2.41,2.6,2.5,0.1,0.08,0.81,Matches
Jesé,es ESP,FW,30-036,5,116.0,23.0,4.8,1.3,1,60.0,0,4,14.0,1,0.8,1.0,4.0,-3.0,-2.33,-1.36,1.0,2.5,-1.6,-1.23,-0.57,Matches
Flavio Paoletti,it ITA,MF,20-077,6,103.0,17.0,4.2,1.1,0,,0,6,17.0,6,0.33,0.0,2.0,-2.0,-1.75,-0.74,0.9,2.7,-1.9,-1.62,-0.98,Matches
