Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Benjamin Leroy,fr FRA,GK,33-346,23.1,42,5,1,9,0,34.4,0.31,-7.6,-0.33,153,379,40.4,476,52,53.8,38.8,147,83.7,52.2,269,14,5.2,39,1.69,16.9,Matches
François-Joseph Sollacaro,fr FRA,GK,28-363,3.0,6,0,0,1,0,4.1,0.59,-1.9,-0.63,8,33,24.2,49,7,51.0,38.1,14,57.1,41.4,21,1,4.8,5,1.67,16.4,Matches
Ghjuvanni Quilichini,fr FRA,GK,20-199,0.9,0,0,0,0,0,0.8,0.24,0.8,0.93,6,24,25.0,26,2,61.5,43.8,8,100.0,61.0,25,2,8.0,0,0.0,7.5,Matches
Squad Total,,,30.0,27.0,48,5,1,10,0,39.3,0.32,-8.7,-0.32,167,436,38.3,551,61,53.9,39.0,169,82.2,51.7,315,17,5.4,44,1.63,16.5,
Opponent Total,,,26.7,27.0,20,6,0,2,1,26.0,0.24,7.0,0.26,111,313,35.5,672,108,31.3,32.4,183,56.3,43.3,397,19,4.8,24,0.89,14.2,
