Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Benjamin Leroy,fr FRA,GK,33-346,23.1,683,534,682,1,0,0,683,0,0,,0,,387,2372,1130,0,0,0,2,0,229,0,Matches
Mounaim El Idrissy,fr FRA,FW,24-037,20.7,702,19,46,347,314,86,702,22,7,31.8,12,54.5,446,2452,641,19,17,3,66,28,486,138,Matches
Vincent Marchetti,fr FRA,MF,25-258,20.4,1073,32,164,687,247,23,1073,63,37,58.7,20,31.7,795,5196,2589,49,42,7,39,32,709,47,Matches
Mohamed Youssouf,km COM,DF,34-358,20.4,1275,59,359,647,275,3,1275,21,5,23.8,12,57.1,729,4334,1912,42,30,0,17,12,633,70,Matches
Oumar Gonzalez,cm CMR,DF,25-022,19.6,975,92,465,477,41,18,975,11,3,27.3,4,36.4,642,3746,1824,9,4,1,15,8,542,3,Matches
Cyrille Bayala,bf BFA,MF,26-299,17.7,777,18,112,357,323,41,777,52,18,34.6,30,57.7,513,3360,1393,40,28,12,46,33,451,93,Matches
Ismael Diallo,ci CIV,DF,26-049,19.0,1045,70,404,522,134,1,1045,23,8,34.8,11,47.8,675,3989,1800,31,29,0,27,7,546,22,Matches
Cédric Avinel,gp GLP,DF,36-189,16.2,732,86,414,321,3,1,732,1,0,0.0,0,0.0,486,2716,1279,3,1,0,2,0,430,0,Matches
Mathieu Coutadeur,fr FRA,MF,36-364,13.9,906,24,152,635,127,3,906,10,5,50.0,2,20.0,666,3356,1444,17,12,2,15,5,602,16,Matches
Youcef Belaïli,dz ALG,"MF,FW",31-005,11.4,567,4,59,277,240,48,561,58,26,44.8,22,37.9,425,2801,1146,28,21,18,39,22,387,61,Matches
Riad Nouri,fr FRA,MF,37-285,14.0,614,12,69,293,258,24,613,27,9,33.3,16,59.3,443,2559,927,26,23,6,26,15,405,114,Matches
Clément Vidal,fr FRA,"DF,MF",22-274,12.1,622,58,263,337,27,11,622,1,1,100.0,0,0.0,407,2226,1195,3,3,0,4,4,369,3,Matches
