Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Benjamin Leroy,fr FRA,GK,33-346,23.1,377,628,60.0,13064,11195,40,40,100.0,158,162,97.5,179,421,42.5,0,0.0,0.0,0.0,0,17,0,0,1,Matches
Mounaim El Idrissy,fr FRA,FW,24-037,20.7,311,464,67.0,3948,813,197,272,72.4,71,107,66.4,11,21,52.4,0,0.9,0.8,-0.9,11,29,9,1,33,Matches
Vincent Marchetti,fr FRA,MF,25-258,20.4,672,840,80.0,11681,3439,294,347,84.7,262,306,85.6,75,115,65.2,1,1.1,1.4,-0.1,11,93,16,0,114,Matches
Mohamed Youssouf,km COM,DF,34-358,20.4,775,1048,74.0,12314,5679,402,468,85.9,287,384,74.7,60,135,44.4,0,1.0,1.3,-1.0,13,68,21,15,77,Matches
Oumar Gonzalez,cm CMR,DF,25-022,19.6,649,793,81.8,12697,3477,185,229,80.8,382,418,91.4,69,124,55.6,0,0.0,0.2,0.0,1,23,1,0,43,Matches
Cyrille Bayala,bf BFA,MF,26-299,17.7,328,537,61.1,4909,1755,182,247,73.7,110,176,62.5,18,56,32.1,1,1.8,1.4,-0.8,15,36,10,3,57,Matches
Ismael Diallo,ci CIV,DF,26-049,19.0,656,873,75.1,12186,4938,273,330,82.7,274,340,80.6,88,159,55.3,0,0.4,0.5,-0.4,7,65,7,3,61,Matches
Cédric Avinel,gp GLP,DF,36-189,16.2,518,610,84.9,10186,3611,148,165,89.7,295,330,89.4,61,93,65.6,0,0.0,0.1,0.0,0,12,0,0,30,Matches
Mathieu Coutadeur,fr FRA,MF,36-364,13.9,693,819,84.6,11927,3183,309,346,89.3,261,310,84.2,85,112,75.9,0,0.6,0.8,-0.6,8,79,5,1,83,Matches
Youcef Belaïli,dz ALG,"MF,FW",31-005,11.4,294,409,71.9,5109,1966,142,178,79.8,90,123,73.2,42,68,61.8,3,3.0,3.1,0.0,20,32,20,6,47,Matches
Riad Nouri,fr FRA,MF,37-285,14.0,326,494,66.0,5135,1817,178,231,77.1,106,151,70.2,27,72,37.5,1,2.1,2.2,-1.1,24,25,14,12,28,Matches
Clément Vidal,fr FRA,"DF,MF",22-274,12.1,396,521,76.0,8432,3709,107,138,77.5,201,245,82.0,78,120,65.0,0,0.2,0.5,-0.2,1,42,1,1,52,Matches
Mickaël Alphonse,gp GLP,DF,33-250,11.6,363,557,65.2,6219,2717,165,197,83.8,147,218,67.4,36,102,35.3,0,0.4,0.7,-0.4,8,31,8,4,37,Matches
Romain Hamouma,fr FRA,"FW,MF",35-355,9.5,206,290,71.0,3171,1005,89,112,79.5,78,105,74.3,14,31,45.2,2,2.3,1.0,-0.3,13,27,5,1,38,Matches
Thomas Mangani,fr FRA,MF,35-324,9.9,446,658,67.8,9000,3340,162,209,77.5,187,256,73.0,82,164,50.0,1,1.6,1.5,-0.6,22,64,10,4,72,Matches
Bevic Moussiti-Oko,cg CGO,FW,28-050,7.8,90,163,55.2,1205,235,52,82,63.4,23,50,46.0,5,10,50.0,0,0.8,0.4,-0.8,5,10,2,0,10,Matches
Youssouf Koné,ml MLI,DF,27-257,5.8,168,221,76.0,3062,1277,81,85,95.3,61,73,83.6,23,56,41.1,0,0.0,0.1,0.0,0,17,2,1,13,Matches
Mickaël Barreto,fr FRA,MF,32-060,6.9,233,337,69.1,4377,1568,103,121,85.1,88,120,73.3,36,79,45.6,1,1.4,1.3,-0.4,14,32,10,4,43,Matches
Fernand Mayembo,cg CGO,DF,27-069,6.0,216,248,87.1,4327,1020,67,76,88.2,116,129,89.9,30,38,78.9,0,0.0,0.0,0.0,1,2,0,0,4,Matches
Kevin Spadanuda,ch SUI,"MF,FW",26-062,5.6,103,128,80.5,1502,237,59,72,81.9,35,43,81.4,3,6,50.0,0,0.2,0.2,-0.2,5,9,0,0,10,Matches
Yoann Touzghar,tn TUN,FW,36-111,4.3,70,99,70.7,838,145,54,66,81.8,11,18,61.1,1,2,50.0,0,0.0,0.1,0.0,1,4,0,0,6,Matches
Florian Chabrolle,fr FRA,MF,24-346,3.6,116,133,87.2,1772,337,57,62,91.9,48,55,87.3,4,9,44.4,0,0.0,0.1,0.0,0,7,2,0,14,Matches
Yanis Cimignani,fr FRA,"MF,DF",21-056,3.1,75,113,66.4,1245,267,41,51,80.4,25,40,62.5,8,14,57.1,0,0.1,0.1,-0.1,3,1,2,2,0,Matches
