Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Benjamin Leroy,fr FRA,GK,33-346,23.1,0,0,0,0,3,0,0,1,0,0,0,0,35,1,0,100.0,Matches
Mounaim El Idrissy,fr FRA,FW,24-037,20.7,8,0,0,61,63,17,17,9,17,2,0,0,49,80,149,34.9,Matches
Vincent Marchetti,fr FRA,MF,25-258,20.4,5,0,0,23,28,0,4,15,22,1,0,0,134,3,11,21.4,Matches
Mohamed Youssouf,km COM,DF,34-358,20.4,5,0,0,37,32,0,75,51,34,0,0,0,110,38,29,56.7,Matches
Oumar Gonzalez,cm CMR,DF,25-022,19.6,8,0,0,25,33,3,2,33,17,0,1,0,112,43,35,55.1,Matches
Cyrille Bayala,bf BFA,MF,26-299,17.7,3,0,0,23,19,5,34,21,34,0,0,0,118,32,42,43.2,Matches
Ismael Diallo,ci CIV,DF,26-049,19.0,5,1,0,32,20,1,29,22,23,0,2,0,141,20,16,55.6,Matches
Cédric Avinel,gp GLP,DF,36-189,16.2,1,1,0,9,1,0,0,12,5,0,2,0,80,29,14,67.4,Matches
Mathieu Coutadeur,fr FRA,MF,36-364,13.9,0,0,0,3,10,0,4,13,9,0,0,0,107,7,9,43.8,Matches
Youcef Belaïli,dz ALG,"MF,FW",31-005,11.4,1,0,0,23,22,4,39,5,9,2,0,0,62,7,9,43.8,Matches
Riad Nouri,fr FRA,MF,37-285,14.0,3,0,0,13,12,3,78,13,10,0,0,0,69,11,11,50.0,Matches
Clément Vidal,fr FRA,"DF,MF",22-274,12.1,3,1,0,12,11,1,3,13,8,0,0,0,54,35,18,66.0,Matches
Mickaël Alphonse,gp GLP,DF,33-250,11.6,1,0,0,14,10,0,23,26,18,0,0,0,68,24,18,57.1,Matches
Romain Hamouma,fr FRA,"FW,MF",35-355,9.5,5,2,2,15,14,2,49,2,2,2,0,0,29,7,13,35.0,Matches
Thomas Mangani,fr FRA,MF,35-324,9.9,3,0,0,20,7,0,61,21,12,0,0,0,74,20,13,60.6,Matches
Bevic Moussiti-Oko,cg CGO,FW,28-050,7.8,1,0,0,18,22,2,4,2,1,0,0,0,27,53,47,53.0,Matches
Youssouf Koné,ml MLI,DF,27-257,5.8,3,0,0,7,10,0,13,8,13,0,0,0,40,0,6,0.0,Matches
Mickaël Barreto,fr FRA,MF,32-060,6.9,1,0,0,7,3,0,41,10,12,0,0,0,43,6,5,54.5,Matches
Fernand Mayembo,cg CGO,DF,27-069,6.0,1,0,0,7,7,0,0,6,2,1,0,0,36,12,2,85.7,Matches
Kevin Spadanuda,ch SUI,"MF,FW",26-062,5.6,2,0,0,13,10,1,3,5,8,0,0,0,36,1,12,7.7,Matches
Yoann Touzghar,tn TUN,FW,36-111,4.3,0,0,0,4,4,1,2,0,2,0,0,0,9,7,19,26.9,Matches
Florian Chabrolle,fr FRA,MF,24-346,3.6,1,0,0,2,1,0,0,6,4,0,0,0,22,1,3,25.0,Matches
Yanis Cimignani,fr FRA,"MF,DF",21-056,3.1,0,0,0,5,2,0,10,2,5,0,0,0,12,0,12,0.0,Matches
François-Joseph Sollacaro,fr FRA,GK,28-363,3.0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
Kouamé Botué,bf BFA,"FW,MF",20-224,2.5,0,0,0,5,6,0,0,0,2,0,0,0,13,10,17,37.0,Matches
Qazim Laçi,al ALB,MF,27-059,2.4,0,0,0,2,2,1,8,2,3,0,1,0,20,4,5,44.4,Matches
Moussa Soumano,fr FRA,"FW,MF",17-253,1.5,0,0,0,1,2,1,1,0,1,0,0,0,1,2,7,22.2,Matches
Moussa Djitte,sn SEN,FW,23-166,1.3,0,0,0,3,2,0,0,0,0,0,0,0,4,5,5,50.0,Matches
Ghjuvanni Quilichini,fr FRA,GK,20-199,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Paolo Lebas,pt POR,MF,19-333,0.6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,,Matches
Ruan Levine,br BRA,MF,24-059,0.3,0,0,0,1,1,0,0,2,1,0,0,0,4,0,0,,Matches
Mehdi Puch Herrantz,fr FRA,MF,19-058,0.3,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,,Matches
Anthony Khelifa,fr FRA,DF,17-180,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Squad Total,,,30.0,27.0,61,5,2,388,357,42,500,301,275,8,6,0,1525,458,527,46.5,
Opponent Total,,,26.7,27.0,53,7,2,379,366,53,392,259,268,3,9,1,1491,527,458,53.5,
