Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Benoît Costil,fr FRA,GK,35-277,19.0,41,3,0,3,0,34.0,0.33,-7.0,-0.37,132,292,45.2,454,72,41.9,36.8,137,74.5,51.7,285,3,1.1,11,0.58,13.1,Matches
Ionuț Radu,ro ROU,GK,25-313,10.0,10,0,0,0,1,11.6,0.24,2.6,0.26,62,201,30.8,289,37,50.2,39.7,64,87.5,55.8,140,7,5.0,7,0.7,13.3,Matches
Squad Total,,,28.2,29.0,51,3,0,3,1,45.6,0.31,-4.4,-0.15,194,493,39.4,743,109,45.1,37.9,201,78.6,53.0,425,10,2.4,18,0.62,13.2,
Opponent Total,,,26.8,29.0,24,5,1,5,2,22.9,0.2,0.9,0.03,130,309,42.1,658,126,31.0,30.3,217,48.4,38.5,390,24,6.2,25,0.86,13.6,
