Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Birama Touré,ml MLI,MF,30-301,28.8,1497,72,409,926,169,13,1496,18,8,44.4,7,38.9,1000,4843,1720,9,17,1,28,12,895,22,Matches
Jubal,br BRA,DF,29-217,26.7,1356,232,760,565,37,22,1356,6,1,16.7,2,33.3,858,4637,2236,6,9,0,17,2,757,0,Matches
Gideon Mensah,gh GHA,DF,24-259,19.1,1324,68,428,638,283,7,1324,45,20,44.4,20,44.4,853,5538,2488,42,47,1,34,9,706,81,Matches
Benoît Costil,fr FRA,GK,35-274,19.0,638,531,635,3,0,0,638,1,1,100.0,0,0.0,377,1899,975,0,0,0,0,0,254,0,Matches
Rayan Raveloson,mg MAD,"DF,MF",26-077,18.2,931,76,308,455,177,31,931,19,6,31.6,8,42.1,590,3633,1843,28,26,5,30,12,511,42,Matches
Hamza Sakhi,ma MAR,MF,26-300,17.7,1054,18,158,588,321,27,1054,26,14,53.8,6,23.1,790,4718,1963,41,34,3,20,13,738,71,Matches
Mathias Autret,fr FRA,"MF,FW",32-033,14.0,703,22,120,358,231,21,702,25,10,40.0,14,56.0,500,2717,911,19,12,3,18,4,459,56,Matches
Julian Jeanvier,gn GUI,DF,31-003,14.5,771,128,443,308,21,12,771,2,1,50.0,1,50.0,539,2888,1501,4,4,0,5,1,490,5,Matches
Nuno da Costa,cv CPV,"FW,MF",32-052,15.2,517,13,62,236,230,59,517,75,33,44.0,30,40.0,337,2255,732,19,10,8,66,30,341,89,Matches
Lassine Sinayoko,ml MLI,"MF,FW",23-116,14.4,663,26,110,279,292,59,663,53,22,41.5,24,45.3,486,3387,1534,42,31,16,37,27,434,128,Matches
Gauthier Hein,fr FRA,"MF,FW",26-239,13.4,634,9,94,298,249,41,634,28,12,42.9,14,50.0,479,3177,1351,41,24,16,22,18,447,93,Matches
M'Baye Niang,sn SEN,FW,28-105,13.3,439,26,42,229,171,49,437,29,7,24.1,19,65.5,271,1529,461,15,14,9,61,16,321,71,Matches
Gaëtan Perrin,fr FRA,"MF,FW",26-300,12.7,518,16,87,243,201,31,517,75,44,58.7,28,37.3,402,3175,1580,43,29,11,39,36,353,68,Matches
Akim Zedadka,dz ALG,DF,27-308,11.2,617,50,208,265,151,16,617,24,8,33.3,12,50.0,348,2114,882,16,12,4,15,9,305,43,Matches
Souleymane Touré,fr FRA,DF,20-006,10.8,589,91,308,258,28,10,589,15,7,46.7,5,33.3,390,2403,1233,9,4,0,4,2,350,3,Matches
Ionuț Radu,ro ROU,GK,25-310,10.0,371,310,369,2,0,0,371,0,0,,0,,267,1329,867,0,0,0,1,0,170,0,Matches
Paul Joly,fr FRA,DF,22-300,9.6,783,54,283,328,179,4,783,28,13,46.4,8,28.6,519,3094,1511,19,27,1,9,12,445,48,Matches
Han-Noah Massengo,fr FRA,MF,21-270,7.9,341,5,78,195,75,11,341,20,6,30.0,8,40.0,235,1448,685,15,16,3,15,5,214,19,Matches
Matthis Abline,fr FRA,FW,20-006,7.2,168,3,10,86,76,27,166,18,11,61.1,7,38.9,114,770,265,11,5,7,37,16,122,35,Matches
Quentin Bernard,fr FRA,DF,33-270,7.0,473,32,152,242,82,2,473,4,1,25.0,1,25.0,324,1567,722,4,15,0,2,1,290,14,Matches
Youssouf M'Changama,km COM,MF,32-217,7.2,422,9,100,204,119,12,422,18,7,38.9,9,50.0,299,1541,568,15,8,1,13,6,277,26,Matches
Alexandre Coeff,fr FRA,DF,31-042,6.5,428,62,224,176,31,1,428,2,0,0.0,2,100.0,309,1699,762,3,4,0,3,3,290,9,Matches
Siriki Dembélé,ci CIV,MF,26-208,3.2,108,0,19,41,52,8,108,21,12,57.1,8,38.1,90,652,276,8,6,4,10,13,82,23,Matches
Gaëtan Charbonnier,fr FRA,"FW,MF",34-097,2.8,120,5,11,67,43,14,120,4,2,50.0,1,25.0,91,433,139,2,3,0,8,6,92,18,Matches
Brayann Pereira,fr FRA,DF,19-317,2.0,112,10,40,39,34,1,112,13,6,46.2,5,38.5,73,344,136,4,2,1,6,0,66,8,Matches
Dénys Bain,fr FRA,DF,29-275,1.4,70,15,42,28,0,0,70,1,1,100.0,0,0.0,48,294,137,0,0,0,0,0,44,0,Matches
Kenji-Van Boto,mg MAD,DF,27-027,1.0,36,2,11,17,8,1,36,0,0,,0,,25,154,90,2,2,0,1,0,25,7,Matches
Kays Ruiz,ma MAR,MF,20-220,0.7,41,0,19,19,4,1,41,1,1,100.0,0,0.0,31,160,68,1,0,1,2,1,23,2,Matches
Rémy Dugimont,fr FRA,"FW,MF",36-276,1.2,79,5,14,27,39,4,79,1,0,0.0,1,100.0,59,329,130,2,2,0,2,1,58,12,Matches
Ousmane Camara,gn GUI,"FW,MF",21-151,0.3,11,0,0,3,8,1,11,1,0,0.0,0,0.0,7,71,35,2,2,0,0,0,5,1,Matches
Squad Total,,,28.2,29.0,15814,1890,5544,7123,3311,485,15807,573,254,44.3,240,41.9,10711,62798,27801,422,365,95,505,255,9564,994,
Opponent Total,,,26.8,29.0,18857,1593,5091,9526,4374,650,18852,587,267,45.5,255,43.4,13791,78456,38233,488,426,151,436,282,12699,1334,
