Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Benoît Costil,fr FRA,GK,35-274,19,19,1710,19.0,41,2.16,96,55,60.4,3,4,12,2,10.5,3,3,0,0,0.0,Matches
Ionuț Radu,ro ROU,GK,25-310,10,10,900,10.0,10,1.0,40,29,75.0,3,4,3,4,40.0,2,0,2,0,100.0,Matches
Squad Total,,,28.2,29,29,2610,29.0,51,1.76,136,84,64.7,6,8,15,6,20.7,5,3,2,0,40.0,
Opponent Total,,,26.8,29,29,2610,29.0,24,0.83,88,65,78.4,15,8,6,10,34.5,7,5,1,1,16.7,
