Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Koen Casteels,be BEL,GK,30-285,26.0,34,4,0,4,2,31.3,0.25,-0.7,-0.03,198,438,45.2,987,139,32.9,33.8,211,53.6,46.3,369,20,5.4,38,1.46,16.7,Matches
Squad Total,,,25.5,26.0,34,4,0,4,2,31.3,0.25,-0.7,-0.03,198,438,45.2,987,139,32.9,33.8,211,53.6,46.3,369,20,5.4,38,1.46,16.7,
Opponent Total,,,27.2,26.0,46,4,1,5,2,36.0,0.29,-8.0,-0.31,170,408,41.7,864,103,34.7,33.7,190,56.8,46.5,360,16,4.4,26,1.0,16.3,
