Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Koen Casteels,be BEL,GK,30-285,26.0,1249,901,1235,15,0,0,1249,0,0,,0,,789,3779,2044,0,1,1,0,0,659,0,Matches
Mickey van de Ven,nl NED,DF,21-352,26.0,1619,156,832,709,88,17,1619,13,8,61.5,4,30.8,975,5058,2887,27,24,3,8,7,1059,13,Matches
Maximilian Arnold,de GER,MF,28-314,24.2,1550,91,381,885,298,10,1545,16,7,43.8,5,31.3,792,3807,1905,23,22,1,15,18,845,16,Matches
Ridle Baku,de GER,DF,24-363,23.1,1545,66,435,740,378,33,1545,48,17,35.4,22,45.8,877,4193,2022,42,17,5,45,15,948,118,Matches
Paulo Otávio,br BRA,DF,28-134,21.1,1396,78,477,626,306,24,1396,40,19,47.5,18,45.0,696,3751,2137,37,23,2,26,6,744,71,Matches
Yannick Gerhardt,de GER,MF,29-024,16.4,665,28,131,352,185,44,665,13,3,23.1,10,76.9,368,1654,696,11,8,2,18,9,431,60,Matches
Jakub Kamiński,pl POL,"FW,MF",20-305,15.7,589,10,71,223,300,50,589,47,19,40.4,25,53.2,366,1900,953,29,19,10,37,21,398,120,Matches
Patrick Wimmer,at AUT,"FW,MF",21-311,13.5,633,15,87,245,312,47,633,44,16,36.4,25,56.8,340,2033,893,31,13,8,36,21,362,93,Matches
Sebastiaan Bornauw,be BEL,DF,24-015,14.9,972,130,506,440,32,8,972,2,0,0.0,2,100.0,578,2548,1305,3,2,0,3,1,625,5,Matches
Maxence Lacroix,fr FRA,DF,23-000,15.5,1137,139,630,488,25,8,1137,5,5,100.0,0,0.0,682,3340,1846,9,6,0,9,6,736,4,Matches
Mattias Svanberg,se SWE,MF,24-091,14.8,556,22,101,271,196,35,556,28,11,39.3,13,46.4,296,1403,647,16,11,4,30,12,324,53,Matches
Omar Marmoush,eg EGY,FW,24-058,13.8,617,9,70,244,318,77,617,87,35,40.2,44,50.6,404,2356,922,30,24,19,65,38,470,133,Matches
Felix Nmecha,de GER,MF,22-178,12.9,597,25,108,334,160,30,597,19,8,42.1,5,26.3,331,1390,686,11,14,1,26,6,381,38,Matches
Lukas Nmecha,de GER,FW,24-113,10.0,317,6,19,131,169,34,317,26,10,38.5,8,30.8,189,1050,304,15,7,5,38,11,251,70,Matches
Jonas Wind,dk DEN,FW,24-058,8.1,317,11,23,163,134,38,317,14,5,35.7,9,64.3,182,626,207,5,9,1,26,13,243,58,Matches
Josuha Guilavogui,fr FRA,"MF,DF",32-199,7.0,421,33,112,265,45,6,421,3,2,66.7,0,0.0,179,661,282,2,3,0,6,5,223,5,Matches
Luca Waldschmidt,de GER,FW,26-322,4.2,136,1,17,82,37,10,135,2,1,50.0,1,50.0,65,281,114,4,1,0,10,2,98,16,Matches
Kilian Fischer,de GER,DF,22-176,4.2,253,9,97,107,50,5,253,4,2,50.0,2,50.0,130,607,310,3,2,1,3,1,135,9,Matches
Josip Brekalo,hr CRO,"MF,FW",24-287,3.0,168,0,21,103,48,3,168,8,5,62.5,2,25.0,106,752,296,9,7,2,3,6,134,17,Matches
Bartol Franjić,hr CRO,MF,23-082,2.5,114,8,35,64,17,3,114,2,1,50.0,1,50.0,51,222,88,3,2,0,6,0,62,1,Matches
Max Kruse,de GER,"MF,FW",35-018,3.0,144,2,11,62,72,18,144,4,2,50.0,2,50.0,68,317,146,4,3,1,4,3,105,30,Matches
Kevin Paredes,us USA,"FW,MF",19-334,4.4,194,5,30,76,90,11,194,8,1,12.5,4,50.0,123,760,473,17,4,4,7,3,125,27,Matches
Maximilian Philipp,de GER,FW,29-036,1.3,51,0,3,19,29,4,51,2,0,0.0,2,100.0,31,113,31,3,0,2,1,1,34,6,Matches
Jérôme Roussillon,fr FRA,"MF,DF",30-090,0.2,11,0,0,4,7,0,11,1,0,0.0,1,100.0,7,21,5,0,0,0,2,2,7,2,Matches
Lukáš Ambros,cz CZE,MF,18-305,0.2,9,1,3,5,1,0,9,1,0,0.0,1,100.0,4,28,7,0,0,0,0,0,4,0,Matches
Nicolas Cozza,fr FRA,DF,24-088,0.2,9,0,2,5,3,0,9,1,0,0.0,0,0.0,7,72,4,0,0,0,1,2,8,0,Matches
Aster Vranckx,be BEL,MF,20-184,0.1,4,2,2,1,1,0,4,0,0,,0,,2,5,3,0,0,0,0,0,0,0,Matches
Squad Total,,,25.5,26.0,15273,1748,5439,6659,3301,515,15267,438,177,40.4,206,47.0,8638,42727,21213,334,222,72,425,209,9411,965,
Opponent Total,,,27.2,26.0,14851,1648,5334,6165,3506,570,14845,430,187,43.5,196,45.6,7907,39194,19156,353,246,88,374,208,9039,899,
