Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Koen Casteels,be BEL,GK,30-267,25,2250.0,90.0,100.0,25.0,25,90.0,25,0,,0,1.52,44.0,32.0,12.0,0.48,,33.4,34.9,-1.5,-0.06,,Matches
Mickey van de Ven,nl NED,DF,21-334,25,2250.0,90.0,100.0,25.0,25,90.0,25,0,,0,1.52,44.0,32.0,12.0,0.48,,33.4,34.9,-1.5,-0.06,,Matches
Maximilian Arnold,de GER,MF,28-296,24,2088.0,87.0,92.8,23.2,24,87.0,18,0,,0,1.54,40.0,29.0,11.0,0.47,-0.08,30.4,31.4,-1.0,-0.04,0.22,Matches
Ridle Baku,de GER,"DF,FW",24-345,25,2016.0,81.0,89.6,22.4,22,88.0,19,3,29.0,0,1.52,41.0,31.0,10.0,0.45,-0.32,30.2,31.7,-1.4,-0.06,-0.04,Matches
Paulo Otávio,br BRA,DF,28-116,22,1808.0,82.0,80.4,20.1,22,82.0,13,0,,2,1.55,31.0,22.0,9.0,0.45,-0.16,26.1,27.5,-1.4,-0.07,-0.06,Matches
Yannick Gerhardt,de GER,MF,29-006,20,1413.0,71.0,62.8,15.7,17,81.0,11,3,14.0,0,1.8,34.0,15.0,19.0,1.21,1.96,23.7,20.2,3.5,0.22,0.75,Matches
Sebastiaan Bornauw,be BEL,DF,23-362,19,1343.0,71.0,59.7,14.9,16,82.0,12,3,11.0,5,1.58,32.0,20.0,12.0,0.8,0.8,21.5,21.0,0.5,0.03,0.23,Matches
Jakub Kamiński,pl POL,"FW,MF",20-287,22,1322.0,60.0,58.8,14.7,16,73.0,2,6,25.0,2,1.59,34.0,14.0,20.0,1.36,2.14,22.2,19.1,3.1,0.21,0.67,Matches
Patrick Wimmer,at AUT,"FW,MF",21-293,18,1139.0,63.0,50.6,12.7,16,69.0,0,2,21.0,0,1.67,26.0,17.0,9.0,0.71,0.47,18.0,14.7,3.3,0.26,0.65,Matches
Maxence Lacroix,fr FRA,DF,22-347,19,1301.0,68.0,57.8,14.5,14,84.0,10,5,25.0,6,1.32,21.0,21.0,0.0,0.0,-1.14,18.5,19.8,-1.4,-0.09,-0.08,Matches
Mattias Svanberg,se SWE,MF,24-073,23,1283.0,56.0,57.0,14.3,14,75.0,5,9,26.0,1,1.48,27.0,24.0,3.0,0.21,-0.63,21.1,18.3,2.8,0.2,0.6,Matches
Omar Marmoush,eg EGY,FW,24-040,24,1177.0,49.0,52.3,13.1,12,70.0,1,12,29.0,1,1.54,22.0,18.0,4.0,0.31,-0.37,17.4,18.7,-1.3,-0.1,-0.09,Matches
Felix Nmecha,de GER,MF,22-160,21,1117.0,53.0,49.6,12.4,11,81.0,4,10,23.0,1,1.57,21.0,13.0,8.0,0.64,0.33,17.1,18.9,-1.8,-0.15,-0.17,Matches
Lukas Nmecha,de GER,FW,24-095,16,899.0,56.0,40.0,10.0,10,79.0,5,6,19.0,2,1.13,13.0,16.0,-3.0,-0.3,-1.3,10.2,14.7,-4.4,-0.44,-0.63,Matches
Jonas Wind,dk DEN,FW,24-040,15,694.0,46.0,30.8,7.7,8,73.0,1,7,16.0,1,1.73,14.0,8.0,6.0,0.78,0.43,11.7,10.6,1.1,0.14,0.29,Matches
