Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
Koen Casteels,be BEL,GK,30-267,25,25,2250.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,Matches
Mickey van de Ven,nl NED,DF,21-334,25,25,2250.0,25.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,0.5,1.6,26.0,72.0,13.0,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,Matches
Maximilian Arnold,de GER,MF,28-296,24,24,2088.0,23.2,5.0,2.0,7.0,2.0,3.0,4.0,5.0,0.0,4.0,0.8,3.3,4.1,14.0,108.0,16.0,0.22,0.09,0.3,0.09,0.17,0.17,0.14,0.31,0.04,0.18,Matches
Ridle Baku,de GER,"DF,FW",24-345,25,22,2016.0,22.4,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,2.5,2.5,2.9,5.5,41.0,106.0,113.0,0.22,0.04,0.27,0.22,0.27,0.11,0.13,0.24,0.11,0.24,Matches
Paulo Otávio,br BRA,DF,28-116,22,22,1808.0,20.1,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,2.2,2.8,36.0,86.0,69.0,0.0,0.25,0.25,0.0,0.25,0.03,0.11,0.14,0.03,0.14,Matches
Yannick Gerhardt,de GER,MF,29-006,20,17,1413.0,15.7,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,4.2,4.2,1.8,6.0,9.0,65.0,55.0,0.38,0.19,0.57,0.38,0.57,0.27,0.11,0.38,0.27,0.38,Matches
Sebastiaan Bornauw,be BEL,DF,23-362,19,16,1343.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.1,0.3,3.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches
Jakub Kamiński,pl POL,"FW,MF",20-287,22,16,1322.0,14.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.5,2.3,1.8,4.1,26.0,54.0,108.0,0.07,0.14,0.2,0.07,0.2,0.17,0.12,0.29,0.15,0.28,Matches
Patrick Wimmer,at AUT,"FW,MF",21-293,18,16,1139.0,12.7,3.0,6.0,9.0,3.0,0.0,0.0,4.0,0.0,1.8,1.8,3.6,5.4,29.0,47.0,82.0,0.24,0.47,0.71,0.24,0.71,0.14,0.29,0.43,0.14,0.43,Matches
Maxence Lacroix,fr FRA,DF,22-347,19,14,1301.0,14.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,5.0,52.0,0.0,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches
Mattias Svanberg,se SWE,MF,24-073,23,14,1283.0,14.3,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,1.9,1.9,3.0,4.9,15.0,53.0,51.0,0.14,0.28,0.42,0.14,0.42,0.13,0.21,0.34,0.13,0.34,Matches
Omar Marmoush,eg EGY,FW,24-040,24,12,1177.0,13.1,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,4.7,4.7,0.9,5.5,29.0,45.0,123.0,0.38,0.08,0.46,0.38,0.46,0.36,0.07,0.42,0.36,0.42,Matches
Felix Nmecha,de GER,MF,22-160,21,11,1117.0,12.4,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,1.6,3.6,8.0,42.0,38.0,0.16,0.24,0.4,0.16,0.4,0.16,0.13,0.29,0.16,0.29,Matches
Lukas Nmecha,de GER,FW,24-095,16,10,899.0,10.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,3.0,3.0,0.5,3.5,15.0,18.0,70.0,0.4,0.0,0.4,0.4,0.4,0.3,0.05,0.35,0.3,0.35,Matches
Jonas Wind,dk DEN,FW,24-040,15,8,694.0,7.7,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.7,2.7,5.0,18.0,48.0,0.52,0.0,0.52,0.52,0.52,0.26,0.1,0.36,0.26,0.36,Matches
Josuha Guilavogui,fr FRA,"MF,DF",32-181,15,5,630.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.7,2.0,31.0,5.0,0.14,0.0,0.14,0.14,0.14,0.03,0.06,0.1,0.03,0.1,Matches
Kilian Fischer,de GER,DF,22-158,6,4,375.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,3.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches
Luca Waldschmidt,de GER,FW,26-304,11,4,351.0,3.9,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.3,0.5,0.0,0.5,4.0,5.0,14.0,0.26,0.0,0.26,0.0,0.0,0.33,0.0,0.33,0.13,0.13,Matches
Josip Brekalo,hr CRO,"MF,FW",24-269,6,3,271.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,9.0,13.0,17.0,0.0,0.33,0.33,0.0,0.33,0.03,0.14,0.17,0.03,0.17,Matches
Bartol Franjić,hr CRO,MF,23-064,5,3,227.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,3.0,4.0,1.0,0.0,0.4,0.4,0.0,0.4,0.1,0.04,0.14,0.1,0.14,Matches
Max Kruse,de GER,"MF,FW",35-000,5,2,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.9,4.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.29,0.25,0.29,Matches
