Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Koen Casteels,be BEL,GK,30-282,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mickey van de Ven,nl NED,DF,21-349,26.0,1,13,1,7.7,0.5,0.04,0.08,1.0,16.0,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
Maximilian Arnold,de GER,MF,28-311,24.2,5,27,11,40.7,1.12,0.45,0.07,0.18,32.5,6,3,5,4.9,0.9,0.03,0.1,1.1,Matches
Ridle Baku,de GER,DF,24-360,23.1,5,24,10,41.7,1.04,0.43,0.21,0.5,19.9,0,0,0,2.5,2.5,0.1,2.5,2.5,Matches
Paulo Otávio,br BRA,DF,28-131,21.1,0,17,1,5.9,0.81,0.05,0.0,0.0,24.1,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Yannick Gerhardt,de GER,MF,29-021,16.4,6,24,13,54.2,1.47,0.79,0.25,0.46,12.2,0,0,0,4.6,4.6,0.19,1.4,1.4,Matches
Jakub Kamiński,pl POL,"FW,MF",20-302,15.7,1,26,8,30.8,1.66,0.51,0.04,0.13,16.1,0,0,0,3.0,2.8,0.11,-2.0,-1.8,Matches
Patrick Wimmer,at AUT,"FW,MF",21-308,13.5,3,20,7,35.0,1.48,0.52,0.15,0.43,12.7,0,0,0,2.1,2.1,0.11,0.9,0.9,Matches
Sebastiaan Bornauw,be BEL,DF,24-012,14.9,0,2,1,50.0,0.13,0.07,0.0,0.0,10.5,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
Maxence Lacroix,fr FRA,DF,22-362,15.5,1,4,1,25.0,0.26,0.06,0.25,1.0,7.6,0,0,0,0.6,0.6,0.16,0.4,0.4,Matches
Mattias Svanberg,se SWE,MF,24-088,14.8,2,19,6,31.6,1.29,0.41,0.11,0.33,18.0,4,0,0,1.9,1.9,0.1,0.1,0.1,Matches
Omar Marmoush,eg EGY,FW,24-055,13.8,5,39,14,35.9,2.83,1.01,0.13,0.36,14.8,1,0,0,4.9,4.9,0.12,0.1,0.1,Matches
Felix Nmecha,de GER,MF,22-175,12.9,3,24,9,37.5,1.86,0.7,0.13,0.33,15.4,0,0,0,2.2,2.2,0.09,0.8,0.8,Matches
Lukas Nmecha,de GER,FW,24-110,10.0,4,22,7,31.8,2.2,0.7,0.18,0.57,14.1,0,0,0,3.0,3.0,0.14,1.0,1.0,Matches
Jonas Wind,dk DEN,FW,24-055,8.1,4,20,6,30.0,2.48,0.74,0.2,0.67,13.6,0,0,0,2.1,2.1,0.11,1.9,1.9,Matches
Josuha Guilavogui,fr FRA,"MF,DF",32-196,7.0,1,3,1,33.3,0.43,0.14,0.33,1.0,14.5,0,0,0,0.2,0.2,0.08,0.8,0.8,Matches
Luca Waldschmidt,de GER,FW,26-319,4.2,2,6,2,33.3,1.44,0.48,0.17,0.5,14.2,0,1,1,1.9,1.1,0.18,0.1,-0.1,Matches
Kilian Fischer,de GER,DF,22-173,4.2,0,1,1,100.0,0.24,0.24,0.0,0.0,8.1,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
Josip Brekalo,hr CRO,"MF,FW",24-284,3.0,0,2,1,50.0,0.66,0.33,0.0,0.0,20.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Bartol Franjić,hr CRO,MF,23-079,2.5,0,2,2,100.0,0.79,0.79,0.0,0.0,11.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Max Kruse,de GER,"MF,FW",35-015,3.0,0,9,2,22.2,2.98,0.66,0.0,0.0,13.9,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Kevin Paredes,us USA,"FW,MF",19-331,4.4,1,3,2,66.7,0.69,0.46,0.33,0.5,21.2,0,0,0,0.1,0.1,0.05,0.9,0.9,Matches
Maximilian Philipp,de GER,FW,29-033,1.3,0,1,1,100.0,0.78,0.78,0.0,0.0,18.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Jérôme Roussillon,fr FRA,"MF,DF",30-087,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lukáš Ambros,cz CZE,MF,18-302,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nicolas Cozza,fr FRA,DF,24-085,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aster Vranckx,be BEL,MF,20-181,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.5,26.0,44,308,107,34.7,11.85,4.12,0.13,0.37,17.1,11,4,6,36.7,32.2,0.11,7.3,7.8,
Opponent Total,,,27.2,26.0,32,347,100,28.8,13.35,3.85,0.08,0.28,17.7,9,4,6,35.5,30.9,0.09,-3.5,-2.9,
