Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Keziah Veendorp,nl NED,"DF,MF",26-030,25.3,1272,1566,81.2,21933,7647,627,698,89.8,480,562,85.4,137,234,58.5,2,1.1,3.4,0.9,18,154,21,2,134,Matches
Mark Diemers,nl NED,"MF,FW",29-159,23.5,980,1300,75.4,16391,4167,502,558,90.0,337,421,80.0,100,235,42.6,4,4.5,5.0,-0.5,39,105,33,6,131,Matches
Miguel Araujo,pe PER,DF,28-146,22.7,1109,1362,81.4,23497,8497,313,350,89.4,605,678,89.2,173,295,58.6,0,0.1,0.8,-0.1,2,87,2,0,94,Matches
Richairo Živković,nl NED,FW,26-195,19.7,253,364,69.5,3094,559,155,204,76.0,66,86,76.7,6,17,35.3,0,0.6,0.7,-0.6,8,10,7,2,13,Matches
Lucas Bernadou,fr FRA,MF,22-176,19.6,799,941,84.9,13286,2845,391,428,91.4,320,359,89.1,67,88,76.1,3,1.6,1.7,1.4,16,89,9,1,92,Matches
Ole Romeny,nl NED,"FW,MF",22-272,20.5,482,625,77.1,6327,982,326,370,88.1,114,156,73.1,16,35,45.7,0,1.3,1.6,-1.3,16,21,5,1,34,Matches
Jeroen Veldmate,nl NED,DF,34-131,18.6,1009,1160,87.0,20811,7554,291,324,89.8,576,628,91.7,133,190,70.0,0,0.5,0.8,-0.5,6,75,3,2,76,Matches
Mickey van der Hart,nl NED,GK,28-279,17.0,404,580,69.7,11043,8277,102,102,100.0,175,177,98.9,127,300,42.3,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Jari Vlak,nl NED,MF,24-216,16.8,629,847,74.3,10092,3202,322,381,84.5,219,284,77.1,56,111,50.5,0,0.5,1.0,-0.5,8,70,9,0,67,Matches
Rui Mendes,de GER,"FW,MF",23-129,15.7,211,324,65.1,2759,742,115,152,75.7,72,108,66.7,5,18,27.8,3,4.3,5.0,-1.3,32,8,11,2,32,Matches
