Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Mickey van der Hart,nl NED,GK,28-279,17.0,24,1,1,2,0,21.3,0.29,-2.7,-0.16,90,252,35.7,441,70,39.7,33.9,138,55.8,42.9,283,12,4.2,10,0.59,12.3,Matches
Eric Oelschlägel,de GER,GK,27-180,9.0,21,0,0,5,1,12.9,0.33,-7.1,-0.78,36,131,27.5,306,35,35.6,34.6,64,34.4,34.3,130,4,3.1,13,1.44,16.7,Matches
Squad Total,,,26.4,26.0,45,1,1,7,1,34.3,0.31,-9.7,-0.37,126,383,32.9,747,105,38.0,34.2,202,49.0,40.2,413,16,3.9,23,0.88,14.0,
Opponent Total,,,25.4,26.0,23,1,1,2,2,24.2,0.25,3.2,0.12,160,459,34.9,793,123,42.5,36.8,190,64.2,47.5,389,27,6.9,24,0.92,14.1,
