Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Keziah Veendorp,nl NED,"DF,MF",26-045,26.3,1836,103,542,1059,251,7,1836,17,10,58.8,7,41.2,965,4413,1960,24,17,1,19,6,1144,44,Matches
Mark Diemers,nl NED,"MF,FW",29-174,24.5,1598,14,154,740,733,30,1598,72,27,37.5,27,37.5,1023,6211,2657,73,72,10,61,30,1118,115,Matches
Miguel Araujo,pe PER,DF,28-161,23.7,1681,222,876,755,60,24,1681,7,2,28.6,2,28.6,954,5139,3326,19,13,0,10,9,1093,7,Matches
Richairo Živković,cw CUW,FW,26-210,20.6,599,26,83,249,271,81,599,18,2,11.1,15,83.3,287,1291,497,19,13,12,52,15,377,94,Matches
Ole Romeny,nl NED,"FW,MF",22-287,21.4,934,27,117,427,404,63,934,66,14,21.2,36,54.5,592,3481,1613,58,50,15,69,36,711,141,Matches
Lucas Bernadou,fr FRA,MF,22-191,19.6,1141,36,233,671,252,17,1141,35,16,45.7,18,51.4,636,3379,1600,28,23,5,26,16,767,41,Matches
Jeroen Veldmate,nl NED,DF,34-146,19.6,1395,201,721,644,37,14,1394,1,1,100.0,0,0.0,769,3963,2326,8,8,0,4,0,899,1,Matches
Mickey van der Hart,nl NED,GK,28-294,18.0,655,567,654,2,0,0,655,1,1,100.0,0,0.0,373,1638,913,0,0,0,0,0,319,0,Matches
Jari Vlak,nl NED,MF,24-231,16.8,1037,60,298,563,183,17,1037,16,7,43.8,9,56.3,505,2431,1203,15,16,1,22,7,632,31,Matches
Rui Mendes,de GER,"FW,MF",23-144,15.7,473,5,66,157,259,76,473,47,11,23.4,34,72.3,263,1764,1120,45,25,20,34,15,304,89,Matches
Mohamed Bouchouari,be BEL,DF,22-139,16.4,1127,57,328,419,390,30,1127,38,16,42.1,18,47.4,574,3617,1841,54,38,12,34,16,594,120,Matches
Lorenzo Burnet,nl NED,DF,32-082,10.7,649,45,187,314,158,4,649,13,4,30.8,7,53.8,325,1477,720,21,16,3,23,6,357,40,Matches
Julius Dirksen,nl NED,DF,20-060,11.1,865,76,331,413,128,10,865,8,4,50.0,4,50.0,432,1768,825,8,5,1,10,4,460,18,Matches
Ahmed El Messaoudi,ma MAR,"MF,FW",27-243,10.9,587,17,97,303,199,32,587,41,22,53.7,15,36.6,381,2229,1063,25,18,2,30,18,439,44,Matches
Eric Oelschlägel,de GER,GK,27-195,9.0,389,342,388,1,0,0,389,0,0,,0,,228,1076,608,0,0,0,0,0,219,0,Matches
Mike te Wierik,nl NED,DF,30-299,6.8,440,51,184,203,54,10,440,1,1,100.0,0,0.0,215,950,447,6,5,1,2,0,247,11,Matches
Jeremy Antonisse,cw CUW,"FW,MF",21-005,4.2,205,5,35,89,84,12,205,22,14,63.6,7,31.8,141,1011,472,14,15,3,13,11,142,34,Matches
Jeff Hardeveld,nl NED,DF,28-035,3.9,264,22,95,102,69,7,264,2,1,50.0,1,50.0,101,517,280,7,6,1,1,2,156,19,Matches
Jasin Assehnoun,fi FIN,"FW,DF",24-098,6.4,363,9,67,130,171,15,363,23,10,43.5,12,52.2,201,1252,565,23,20,7,15,10,230,51,Matches
Dennis Vos,nl NED,DF,21-126,3.0,270,17,100,120,51,4,270,2,1,50.0,1,50.0,178,966,564,10,9,0,1,1,178,16,Matches
Michaël Heylen,be BEL,"DF,MF",29-090,2.7,197,31,104,82,11,2,197,0,0,,0,,101,568,341,2,1,0,2,3,114,3,Matches
Danny Hoesen,nl NED,FW,32-078,1.2,18,2,3,8,7,3,18,1,0,0.0,1,100.0,11,32,9,0,2,0,1,1,12,5,Matches
Maikel Kieftenbeld,nl NED,MF,32-281,1.0,57,2,16,39,2,1,57,1,0,0.0,1,100.0,21,99,53,2,0,0,3,2,34,2,Matches
Fernando Pacheco Rivas,pe PER,"FW,MF",23-281,0.9,53,3,10,17,26,8,53,3,2,66.7,1,33.3,22,123,56,3,1,1,5,1,31,5,Matches
Ben Scholte,nl NED,"MF,DF",21-236,0.8,31,2,11,7,13,2,31,1,1,100.0,0,0.0,17,56,18,0,0,0,2,1,17,5,Matches
Oussama Darfalou,dz ALG,FW,29-187,0.8,30,0,0,1,29,8,30,1,0,0.0,1,100.0,18,74,5,0,1,0,6,0,23,6,Matches
Azzeddine Toufiqui,fr FRA,"MF,FW",23-343,0.4,22,2,4,9,9,2,22,2,1,50.0,1,50.0,11,53,25,1,2,0,1,2,16,4,Matches
Metehan Güçlü,tr TUR,FW,24-001,0.1,6,0,0,2,4,1,6,1,0,0.0,0,0.0,4,7,5,0,0,0,1,0,5,2,Matches
Squad Total,,,26.5,27.0,16922,1944,5704,7526,3855,480,16921,440,168,38.2,218,49.5,9348,49585,25112,465,376,95,447,212,10638,948,
Opponent Total,,,25.5,27.0,16327,1760,5223,7183,4074,638,16326,512,231,45.1,234,45.7,9030,50567,25441,526,364,130,430,231,10026,1036,
