Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
13,Volendam,13,6,1,6,20,26,-6,19,1.46,17.4,21.0,-3.6,-0.28,14,1,5,8,11,30,-19,8,0.57,13.3,29.0,-15.7,-1.12
14,Vitesse,13,2,5,6,14,25,-11,11,0.85,13.6,15.4,-1.7,-0.13,14,3,4,7,16,22,-6,13,0.93,18.2,19.0,-0.7,-0.05
15,Emmen,14,3,8,3,15,17,-2,17,1.21,15.9,16.2,-0.3,-0.02,13,2,1,10,10,29,-19,7,0.54,12.9,20.4,-7.6,-0.58
16,Excelsior,14,6,2,6,17,23,-6,20,1.43,17.5,25.2,-7.8,-0.55,13,1,1,11,8,38,-30,4,0.31,8.7,28.9,-20.2,-1.55
17,Groningen,13,3,3,7,17,23,-6,12,0.92,15.4,19.7,-4.3,-0.33,14,1,2,11,9,32,-23,5,0.36,10.5,26.8,-16.3,-1.16
