Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
Keziah Veendorp,nl NED,"DF,MF",26-048,26.3,42,1.6,41,1,0,0,0,0,5,0.19,5,0,0,0,0,0,Matches
Mark Diemers,nl NED,"MF,FW",29-177,24.5,92,3.75,53,25,4,5,5,0,7,0.29,2,4,0,1,0,0,Matches
Miguel Araujo,pe PER,DF,28-164,23.7,5,0.21,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Richairo Živković,cw CUW,FW,26-213,20.6,28,1.36,17,0,1,5,5,0,1,0.05,0,0,0,1,0,0,Matches
Ole Romeny,nl NED,"FW,MF",22-290,21.4,44,2.06,30,1,2,2,8,1,3,0.14,1,0,0,0,2,0,Matches
Lucas Bernadou,fr FRA,MF,22-194,19.6,37,1.89,31,0,3,2,0,1,6,0.31,5,0,1,0,0,0,Matches
Jeroen Veldmate,nl NED,DF,34-149,19.6,19,0.97,17,0,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches
Mickey van der Hart,nl NED,GK,28-297,18.0,2,0.11,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jari Vlak,nl NED,MF,24-234,16.8,28,1.67,22,1,0,3,1,1,2,0.12,1,0,0,1,0,0,Matches
Rui Mendes,de GER,"FW,MF",23-147,15.7,56,3.57,46,0,5,2,1,2,3,0.19,3,0,0,0,0,0,Matches
Mohamed Bouchouari,be BEL,DF,22-142,16.4,39,2.38,27,1,0,3,6,2,6,0.37,4,0,0,0,2,0,Matches
Lorenzo Burnet,nl NED,DF,32-085,10.7,12,1.13,10,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Julius Dirksen,nl NED,DF,20-063,11.1,20,1.8,18,0,0,1,0,1,1,0.09,1,0,0,0,0,0,Matches
Ahmed El Messaoudi,ma MAR,"MF,FW",27-246,10.9,28,2.57,20,0,4,1,2,1,1,0.09,1,0,0,0,0,0,Matches
Eric Oelschlägel,de GER,GK,27-198,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mike te Wierik,nl NED,DF,30-302,6.8,5,0.74,4,0,0,1,0,0,1,0.15,1,0,0,0,0,0,Matches
Jeremy Antonisse,cw CUW,"FW,MF",21-008,4.2,11,2.61,7,0,3,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Jeff Hardeveld,nl NED,DF,28-038,3.9,8,2.03,3,1,1,2,0,1,2,0.51,1,0,0,1,0,0,Matches
Jasin Assehnoun,fi FIN,"FW,DF",24-101,6.4,21,3.26,17,2,0,1,1,0,1,0.16,0,0,0,0,1,0,Matches
Dennis Vos,nl NED,DF,21-129,3.0,3,0.99,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Michaël Heylen,be BEL,"DF,MF",29-093,2.7,3,1.11,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Danny Hoesen,nl NED,FW,32-081,1.2,1,0.85,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Maikel Kieftenbeld,nl NED,MF,32-284,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fernando Pacheco Rivas,pe PER,"FW,MF",23-284,0.9,6,6.51,4,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Ben Scholte,nl NED,"MF,DF",21-239,0.8,1,1.2,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Oussama Darfalou,dz ALG,FW,29-190,0.8,2,2.57,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Azzeddine Toufiqui,fr FRA,"MF,FW",23-346,0.4,1,2.57,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Metehan Güçlü,tr TUR,FW,24-004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.5,27.0,515,19.07,383,34,24,33,31,10,40,1.48,26,4,1,4,5,0,
Opponent Total,,,25.5,27.0,637,23.59,489,49,31,31,27,10,82,3.04,60,5,7,6,2,2,
