Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Keziah Veendorp,nl NED,"DF,MF",26-030,25.3,37,22,19,15,3,25,40,62.5,15,26,9,17,21,58,58,1,Matches
Mark Diemers,nl NED,"MF,FW",29-159,23.5,26,20,8,10,8,13,32,40.6,19,20,2,18,12,38,11,1,Matches
Miguel Araujo,pe PER,DF,28-146,22.7,39,17,24,14,1,15,20,75.0,5,31,21,10,27,66,100,0,Matches
Richairo Živković,nl NED,FW,26-195,19.7,33,23,12,9,12,12,28,42.9,16,11,2,9,9,42,20,0,Matches
Lucas Bernadou,fr FRA,MF,22-176,19.6,43,25,19,19,5,26,50,52.0,24,15,2,13,29,72,21,0,Matches
Ole Romeny,nl NED,"FW,MF",22-272,20.5,30,21,8,15,7,14,25,56.0,11,14,3,11,8,38,18,0,Matches
Jeroen Veldmate,nl NED,DF,34-131,18.6,24,15,14,10,0,11,13,84.6,2,13,8,5,22,46,94,0,Matches
Mickey van der Hart,nl NED,GK,28-279,17.0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,2,0,Matches
Jari Vlak,nl NED,MF,24-216,16.8,31,16,16,11,4,10,43,23.3,33,31,10,21,23,54,36,0,Matches
Rui Mendes,de GER,"FW,MF",23-129,15.7,14,9,5,7,2,7,16,43.8,9,4,1,3,8,22,4,0,Matches
Mohamed Bouchouari,be BEL,DF,22-124,16.3,44,22,23,14,7,21,42,50.0,21,31,4,27,14,58,39,0,Matches
Julius Dirksen,nl NED,DF,20-045,11.0,35,22,14,17,4,26,40,65.0,14,17,8,9,27,62,46,1,Matches
Lorenzo Burnet,nl NED,DF,32-067,9.8,25,17,17,8,0,12,17,70.6,5,15,3,12,6,31,23,0,Matches
Ahmed El Messaoudi,ma MAR,"MF,FW",27-228,9.9,14,7,7,5,2,3,13,23.1,10,16,5,11,3,17,9,0,Matches
Eric Oelschlägel,de GER,GK,27-180,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
Mike te Wierik,nl NED,DF,30-284,5.8,10,7,6,4,0,5,7,71.4,2,7,5,2,11,21,21,0,Matches
Jeff Hardeveld,nl NED,DF,28-020,3.9,15,13,7,5,3,7,12,58.3,5,2,1,1,12,27,10,0,Matches
Jeremy Antonisse,cw CUW,"FW,MF",20-355,3.4,5,2,3,2,0,5,17,29.4,12,6,0,6,3,8,7,0,Matches
Jasin Assehnoun,fi FIN,"FW,DF",24-083,6.4,17,10,6,8,3,9,21,42.9,12,13,1,12,4,21,6,0,Matches
Dennis Vos,nl NED,DF,21-111,3.0,5,0,2,1,2,2,3,66.7,1,4,1,3,2,7,7,0,Matches
Michaël Heylen,be BEL,"DF,MF",29-075,2.7,6,4,6,0,0,4,7,57.1,3,5,5,0,1,7,9,1,Matches
Danny Hoesen,nl NED,FW,32-063,1.2,0,0,0,0,0,0,0,,0,2,2,0,0,0,0,0,Matches
Maikel Kieftenbeld,nl NED,MF,32-266,1.0,1,0,1,0,0,1,1,100.0,0,1,0,1,2,3,2,0,Matches
Fernando Pacheco Rivas,pe PER,"FW,MF",23-266,0.9,2,2,0,1,1,2,7,28.6,5,1,1,0,0,2,4,0,Matches
Ben Scholte,nl NED,"MF,DF",21-221,0.8,0,0,0,0,0,0,1,0.0,1,3,1,2,1,1,2,0,Matches
Oussama Darfalou,dz ALG,FW,29-172,0.6,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Azzeddine Toufiqui,fr FRA,"MF,FW",23-328,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Metehan Güçlü,tr TUR,FW,23-351,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.4,26.0,457,275,218,175,64,230,457,50.3,227,288,95,193,246,703,554,4,
Opponent Total,,,25.4,26.0,404,253,194,158,52,209,368,56.8,159,302,80,222,254,658,494,3,
