Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Keziah Veendorp,nl NED,"DF,MF",26-045,26.3,1613,1480,131,36,4,9,12,95,0,0,0,0,1314,2,20,Matches
Mark Diemers,nl NED,"MF,FW",29-174,24.5,1353,1137,214,73,4,16,203,23,100,36,53,0,1020,2,25,Matches
Miguel Araujo,pe PER,DF,28-161,23.7,1412,1359,53,47,1,20,2,5,0,0,0,0,1143,0,14,Matches
Richairo Živković,cw CUW,FW,26-210,20.6,383,336,43,2,1,1,10,9,1,0,0,0,264,4,21,Matches
Ole Romeny,nl NED,"FW,MF",22-287,21.4,651,627,22,1,1,5,30,6,1,0,0,0,501,2,22,Matches
Lucas Bernadou,fr FRA,MF,22-191,19.6,941,925,15,9,1,4,14,6,0,0,0,0,799,1,21,Matches
Jeroen Veldmate,nl NED,DF,34-146,19.6,1203,1151,50,44,1,13,2,2,0,0,0,0,1043,2,6,Matches
Mickey van der Hart,nl NED,GK,28-294,18.0,620,439,179,31,0,1,0,0,0,0,0,0,421,2,0,Matches
Jari Vlak,nl NED,MF,24-231,16.8,847,833,7,5,1,8,14,2,0,0,0,0,629,7,19,Matches
Rui Mendes,de GER,"FW,MF",23-144,15.7,324,315,8,1,1,0,17,4,0,0,0,0,211,1,15,Matches
Mohamed Bouchouari,be BEL,DF,22-139,16.4,886,728,156,7,1,4,77,149,0,0,0,0,612,2,20,Matches
Lorenzo Burnet,nl NED,DF,32-082,10.7,527,429,98,8,0,0,21,90,0,0,0,0,413,0,12,Matches
Julius Dirksen,nl NED,DF,20-060,11.1,697,591,104,13,0,5,14,91,0,0,0,0,541,2,9,Matches
Ahmed El Messaoudi,ma MAR,"MF,FW",27-243,10.9,447,439,7,5,3,2,6,0,0,0,0,0,371,1,13,Matches
Eric Oelschlägel,de GER,GK,27-195,9.0,370,288,82,18,0,0,0,0,0,0,0,0,259,0,0,Matches
Mike te Wierik,nl NED,DF,30-299,6.8,374,331,43,9,1,2,5,31,0,0,0,0,295,0,6,Matches
Jeremy Antonisse,cw CUW,"FW,MF",21-005,4.2,127,121,5,0,0,0,10,5,0,0,0,0,102,1,2,Matches
Jeff Hardeveld,nl NED,DF,28-035,3.9,224,181,42,4,0,2,18,33,5,2,2,0,171,1,4,Matches
Jasin Assehnoun,fi FIN,"FW,DF",24-098,6.4,258,232,26,4,1,0,29,9,11,5,6,0,195,0,9,Matches
Dennis Vos,nl NED,DF,21-126,3.0,244,226,18,2,0,1,7,16,0,0,0,0,210,0,4,Matches
Michaël Heylen,be BEL,"DF,MF",29-090,2.7,170,161,9,3,0,5,2,6,0,0,0,0,121,0,0,Matches
Danny Hoesen,nl NED,FW,32-078,1.2,11,10,1,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Maikel Kieftenbeld,nl NED,MF,32-281,1.0,46,44,2,2,0,1,1,0,0,0,0,0,36,0,1,Matches
Fernando Pacheco Rivas,pe PER,"FW,MF",23-281,0.9,34,33,1,0,0,0,5,0,0,0,0,0,25,0,3,Matches
Ben Scholte,nl NED,"MF,DF",21-236,0.8,20,20,0,0,0,0,1,0,0,0,0,0,9,0,3,Matches
Oussama Darfalou,dz ALG,FW,29-187,0.8,13,13,0,0,0,0,0,0,0,0,0,0,8,0,1,Matches
Azzeddine Toufiqui,fr FRA,"MF,FW",23-343,0.4,15,15,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches
Metehan Güçlü,tr TUR,FW,24-001,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,26.5,27.0,13812,12466,1316,324,21,99,501,582,118,43,61,0,10730,30,250,
Opponent Total,,,25.5,27.0,13211,11906,1263,281,28,83,555,562,150,80,46,1,10138,42,236,
