Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Mickey van der Hart,nl NED,GK,28-279,17,17,1530,17.0,24,1.41,72,48,68.1,3,7,7,5,29.4,1,1,0,0,0.0,Matches
Eric Oelschlägel,de GER,GK,27-180,9,9,810,9.0,21,2.33,42,22,50.0,1,2,6,1,11.1,0,0,0,0,,Matches
Squad Total,,,26.4,26,26,2340,26.0,45,1.73,114,70,61.4,4,9,13,6,23.1,1,1,0,0,0.0,
Opponent Total,,,25.4,26,26,2340,26.0,23,0.88,97,76,77.3,13,9,4,10,38.5,1,1,0,0,0.0,
