Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Illan Meslier,fr FRA,GK,23-017,27.0,1,0,1,0,0,1,3,33.3,2,0,0,0,1,2,21,1,Matches
Robin Koch,de GER,DF,26-245,25.5,40,23,26,11,3,20,38,52.6,18,30,13,17,37,77,114,1,Matches
Tyler Adams,us USA,MF,24-033,24.0,89,46,44,35,10,50,77,64.9,27,48,8,40,35,124,29,0,Matches
Brenden Aaronson,us USA,"MF,FW",22-148,21.6,34,13,11,18,5,12,35,34.3,23,35,3,32,2,36,6,1,Matches
Jack Harrison,eng ENG,"FW,MF",26-119,20.4,32,14,2,15,15,10,33,30.3,23,29,1,28,11,43,12,0,Matches
Marc Roca,es ESP,MF,26-113,18.0,46,29,17,27,2,13,40,32.5,27,22,8,14,21,67,15,1,Matches
Pascal Struijk,nl NED,DF,23-220,18.7,64,45,32,24,8,35,56,62.5,21,25,7,18,26,90,49,0,Matches
Rodrigo,es ESP,"FW,MF",32-013,14.9,12,4,1,7,4,5,12,41.7,7,11,2,9,4,16,16,1,Matches
Luke Ayling,eng ENG,DF,31-206,13.8,44,22,32,7,5,26,46,56.5,20,23,7,16,14,58,32,1,Matches
Rasmus Nissen,dk DEN,DF,25-251,13.4,43,24,24,13,6,28,41,68.3,13,20,9,11,21,64,38,0,Matches
Liam Cooper,sct SCO,DF,31-201,12.3,27,19,20,6,1,14,21,66.7,7,8,3,5,25,52,42,2,Matches
Degnand Gnonto,it ITA,"FW,MF",19-134,11.8,21,14,5,12,4,8,22,36.4,14,16,0,16,4,25,7,0,Matches
Patrick Bamford,eng ENG,FW,29-195,10.6,8,5,0,6,2,3,15,20.0,12,6,2,4,4,12,8,0,Matches
Crysencio Summerville,nl NED,FW,21-140,11.3,22,16,10,11,1,8,17,47.1,9,14,1,13,8,30,8,0,Matches
Maximilian Wöber,at AUT,DF,25-043,8.8,16,13,6,10,0,11,17,64.7,6,16,10,6,17,33,39,1,Matches
Luis Sinisterra,co COL,FW,23-275,6.0,14,9,3,9,2,7,12,58.3,5,4,0,4,6,20,1,0,Matches
Junior Firpo,es ESP,DF,26-209,8.2,27,15,15,9,3,15,30,50.0,15,14,5,9,13,40,15,0,Matches
Diego Llorente,es ESP,DF,29-215,7.2,13,10,8,5,0,4,8,50.0,4,6,2,4,15,28,24,2,Matches
Weston McKennie,us USA,MF,24-203,6.4,9,5,2,5,2,2,10,20.0,8,12,1,11,9,18,15,0,Matches
Sam Greenwood,eng ENG,"MF,FW",21-052,3.8,11,7,7,4,0,5,15,33.3,10,9,2,7,1,12,1,0,Matches
Daniel James,wls WAL,FW,25-129,2.2,6,2,1,3,2,3,6,50.0,3,4,0,4,2,8,2,0,Matches
Adam Forshaw,eng ENG,MF,31-162,1.8,2,1,0,2,0,1,6,16.7,5,3,0,3,0,2,1,0,Matches
Joe Gelhardt,eng ENG,FW,20-319,2.4,6,2,1,3,2,3,5,60.0,2,5,0,5,0,6,4,0,Matches
Georginio Rutter,fr FRA,"FW,MF",20-333,2.1,8,7,4,3,1,5,7,71.4,2,3,0,3,3,11,3,0,Matches
Cody Drameh,eng ENG,DF,21-101,0.8,5,4,0,4,1,2,3,66.7,1,0,0,0,1,6,1,0,Matches
Mateusz Klich,pl POL,"MF,FW",32-279,3.1,12,8,3,4,5,7,13,53.8,6,4,0,4,0,12,1,0,Matches
Mateo Fernández,es ESP,"FW,MF",19-151,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
Darko Gyabi,eng ENG,FW,19-029,0.1,2,2,1,1,0,0,0,,0,2,0,2,0,2,0,0,Matches
Squad Total,,,25.7,27.0,614,359,276,254,84,298,588,50.7,290,370,84,286,280,894,505,11,
Opponent Total,,,27.3,27.0,544,314,273,209,62,246,439,56.0,193,371,102,269,298,842,497,7,
