Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Illan Meslier,fr FRA,GK,23-017,27,27,2430,27.0,44,1.63,123,80,65.9,6,8,13,5,18.5,2,2,0,0,0.0,Matches
Squad Total,,,25.7,27,27,2430,27.0,44,1.63,123,80,65.9,6,8,13,5,18.5,2,2,0,0,0.0,
Opponent Total,,,27.3,27,27,2430,27.0,35,1.3,100,67,66.0,13,8,6,10,37.0,2,1,0,1,0.0,
