Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Robert Sánchez,es ESP,GK,25-083,20.0,1,0,0,1,0,0,0,3,0,0,1,0,24,6,0,100.0,Matches
Lewis Dunk,eng ENG,DF,31-080,20.0,2,0,0,12,12,1,1,21,8,0,3,1,130,28,29,49.1,Matches
Pascal Groß,de GER,"MF,DF",31-239,19.2,2,0,0,16,10,7,128,9,17,0,1,0,69,3,23,11.5,Matches
Solly March,eng ENG,"FW,DF",28-204,19.1,2,0,0,31,27,9,87,18,14,0,0,0,76,23,28,45.1,Matches
Moisés Caicedo,ec ECU,MF,21-099,18.2,6,0,0,37,24,0,9,27,26,0,0,0,117,23,12,65.7,Matches
Alexis Mac Allister,ar ARG,MF,24-047,16.2,5,0,0,18,23,0,15,20,27,0,0,1,135,11,5,68.8,Matches
Leandro Trossard,be BEL,"FW,MF",28-067,14.6,1,0,0,10,13,4,35,6,6,1,0,0,65,6,11,35.3,Matches
Joël Veltman,nl NED,DF,31-025,14.3,2,0,0,17,21,0,10,13,22,0,1,0,74,12,15,44.4,Matches
Pervis Estupiñán,ec ECU,DF,25-019,13.0,3,0,0,20,11,3,36,20,16,1,0,0,68,20,18,52.6,Matches
Adam Webster,eng ENG,DF,28-036,13.0,1,0,0,5,4,0,2,13,7,0,0,1,89,33,17,66.0,Matches
Danny Welbeck,eng ENG,FW,32-075,12.7,0,0,0,18,8,3,0,3,5,1,0,0,16,24,22,52.2,Matches
Adam Lallana,eng ENG,"MF,FW",34-275,8.0,0,0,0,2,7,0,3,2,4,0,0,0,25,8,9,47.1,Matches
Kaoru Mitoma,jp JPN,"FW,DF",25-265,9.3,0,0,0,4,10,4,19,4,13,0,0,0,44,7,4,63.6,Matches
Levi Colwill,eng ENG,DF,19-348,5.1,0,0,0,1,3,0,0,6,1,0,0,0,34,15,5,75.0,Matches
Tariq Lamptey,gh GHA,DF,22-132,4.4,1,0,0,5,12,0,28,5,6,0,0,0,26,2,6,25.0,Matches
Enock Mwepu,zm ZAM,"FW,MF",25-039,2.4,0,0,0,2,1,2,3,1,5,0,0,0,9,0,7,0.0,Matches
Evan Ferguson,ie IRL,FW,18-113,2.2,1,0,0,2,2,0,0,1,0,0,0,0,6,4,4,50.0,Matches
Billy Gilmour,sct SCO,MF,21-243,1.8,1,0,0,1,0,0,0,1,0,0,0,0,8,1,3,25.0,Matches
Deniz Undav,de GER,"FW,MF",26-205,1.9,0,0,0,2,1,2,0,0,3,0,0,0,5,2,3,40.0,Matches
Jeremy Sarmiento,ec ECU,MF,20-238,1.8,1,0,0,4,4,0,3,1,3,0,0,0,3,0,4,0.0,Matches
Jan Paul van Hecke,nl NED,DF,22-246,0.9,0,0,0,0,0,0,0,4,1,0,0,0,4,1,2,33.3,Matches
Julio César Enciso,py PAR,"FW,MF",19-017,1.5,1,0,0,4,1,0,1,0,0,0,0,0,4,1,1,50.0,Matches
Facundo Buonanotte,ar ARG,"MF,FW",18-048,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Andrew Moran,ie IRL,FW,19-117,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.4,20.0,30,0,0,213,194,35,380,178,184,3,6,3,1032,230,228,50.2,
Opponent Total,,,27.2,20.0,45,1,0,205,206,24,252,212,187,5,3,4,974,228,230,49.8,
