Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Jordi Masip,es ESP,GK,34-075,17,17,1517,16.9,23,1.36,86,60,76.7,6,2,9,5,29.4,6,3,3,0,50.0,Matches
Sergio Asenjo,es ESP,GK,33-264,9,9,810,9.0,15,1.67,34,19,58.8,2,2,5,1,11.1,1,1,0,0,0.0,Matches
Álvaro Aceves,es ESP,GK,19-236,1,0,13,0.1,0,0.0,3,3,100.0,0,0,0,0,,0,0,0,0,,Matches
Squad Total,,,28.5,26,26,2340,26.0,38,1.46,123,82,72.4,8,4,14,6,23.1,7,4,3,0,42.9,
Opponent Total,,,28.0,26,26,2340,26.0,20,0.77,96,75,80.2,14,4,8,13,50.0,2,1,1,0,50.0,
