Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Javi Sánchez,es ESP,DF,26-023,19.7,1,8,1,12.5,0.41,0.05,0.13,1.0,18.1,1,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Óscar Plano,es ESP,"FW,MF",32-054,19.8,1,27,9,33.3,1.36,0.45,0.04,0.11,17.6,0,0,0,2.4,2.4,0.09,-1.4,-1.4,Matches
Kike Pérez,es ESP,MF,26-051,18.4,0,32,8,25.0,1.74,0.44,0.0,0.0,22.1,1,0,0,1.7,1.7,0.05,-1.7,-1.7,Matches
Joaquín Fernández,es ESP,DF,26-310,17.8,1,8,1,12.5,0.45,0.06,0.13,1.0,14.4,0,0,0,0.5,0.5,0.06,0.5,0.5,Matches
Jordi Masip,es ESP,GK,34-093,16.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Plata,ec ECU,"FW,MF",22-156,16.5,0,24,10,41.7,1.46,0.61,0.0,0.0,18.0,1,0,0,2.2,2.2,0.09,-2.2,-2.2,Matches
Monchu,es ESP,MF,23-205,15.4,1,25,5,20.0,1.62,0.32,0.04,0.2,26.1,4,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Roque Mesa,es ESP,MF,33-303,14.2,2,22,9,40.9,1.54,0.63,0.09,0.22,26.6,0,0,0,1.3,1.3,0.06,0.7,0.7,Matches
Álvaro Aguado,es ESP,MF,26-340,14.9,1,13,4,30.8,0.87,0.27,0.08,0.25,25.0,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Lucas Olaza,uy URU,DF,28-259,13.6,0,4,1,25.0,0.29,0.07,0.0,0.0,30.2,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Sergio León,es ESP,FW,34-090,12.6,5,20,13,65.0,1.58,1.03,0.2,0.31,17.3,0,1,2,3.3,1.8,0.09,1.7,2.2,Matches
Iván Sánchez,es ESP,"MF,FW",30-195,11.5,1,16,6,37.5,1.39,0.52,0.06,0.17,23.2,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Jawad El Yamiq,ma MAR,DF,31-036,11.7,0,10,1,10.0,0.85,0.09,0.0,0.0,18.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Sergio Escudero,es ESP,DF,33-216,10.6,0,14,4,28.6,1.32,0.38,0.0,0.0,23.9,2,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Iván Fresneda,es ESP,DF,18-190,12.2,0,1,0,0.0,0.08,0.0,0.0,,14.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
