Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Javi Sánchez,es ESP,DF,26-020,19.7,10,0,0,25,4,0,4,37,18,0,1,0,85,33,25,56.9,Matches
Óscar Plano,es ESP,"FW,MF",32-051,19.3,3,0,0,19,41,4,21,26,22,1,0,0,94,28,39,41.8,Matches
Kike Pérez,es ESP,MF,26-048,17.9,5,0,0,32,40,3,46,14,19,0,0,0,127,23,22,51.1,Matches
Jordi Masip,es ESP,GK,34-090,16.9,2,0,0,0,3,0,0,1,0,0,0,0,20,6,0,100.0,Matches
Joaquín Fernández,es ESP,DF,26-307,16.8,3,0,0,11,7,2,0,17,23,0,1,0,64,37,22,62.7,Matches
Gonzalo Plata,ec ECU,"FW,MF",22-153,15.7,0,0,0,8,26,2,29,7,23,1,0,0,80,11,34,24.4,Matches
Monchu,es ESP,MF,23-202,14.4,7,0,0,31,14,1,53,13,21,0,1,0,76,11,22,33.3,Matches
Roque Mesa,es ESP,MF,33-300,13.7,8,1,1,31,24,0,9,10,13,0,1,0,103,7,16,30.4,Matches
Álvaro Aguado,es ESP,MF,26-337,14.4,3,0,0,8,19,0,38,9,9,0,1,0,83,12,14,46.2,Matches
Lucas Olaza,uy URU,DF,28-256,13.6,3,0,0,10,16,2,65,13,13,0,0,0,55,21,27,43.8,Matches
Iván Sánchez,es ESP,"MF,FW",30-192,11.5,0,0,0,9,34,1,25,7,14,0,0,0,56,2,12,14.3,Matches
Sergio León,es ESP,FW,34-087,11.6,0,1,0,5,17,14,6,0,3,0,0,0,33,15,35,30.0,Matches
Sergio Escudero,es ESP,DF,33-213,10.6,3,0,0,10,12,1,32,14,17,0,0,0,55,14,16,46.7,Matches
Jawad El Yamiq,ma MAR,DF,31-033,10.7,0,1,0,6,4,0,0,22,7,0,0,0,73,30,13,69.8,Matches
Iván Fresneda,es ESP,DF,18-187,11.2,1,0,0,9,18,0,36,13,22,0,0,0,70,7,15,31.8,Matches
Luis Pérez,es ESP,DF,28-058,9.8,2,0,0,8,11,2,35,15,19,0,0,0,40,4,12,25.0,Matches
Sergio Asenjo,es ESP,GK,33-279,9.0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,0,,Matches
Sergi Guardiola,es ESP,FW,31-309,5.6,1,0,0,14,9,4,3,2,7,0,0,0,14,9,14,39.1,Matches
Lucas Oliveira Rosa,br BRA,DF,23-000,6.4,1,0,0,10,8,1,14,14,9,0,0,0,34,8,7,53.3,Matches
Shon Weissman,il ISR,FW,27-048,8.3,1,0,0,5,8,7,2,1,1,0,0,0,24,4,23,14.8,Matches
Cyle Larin,ca CAN,FW,27-351,5.7,3,0,0,12,10,14,1,0,1,0,0,0,13,18,23,43.9,Matches
Martin Hongla,cm CMR,"DF,MF",25-018,5.4,5,1,1,8,1,0,2,4,6,0,1,0,31,5,8,38.5,Matches
Zouhair Feddal,ma MAR,DF,34-092,4.2,1,0,0,4,2,0,1,5,2,0,1,0,19,6,7,46.2,Matches
Darwin Machís,ve VEN,FW,30-055,4.1,1,0,0,7,7,1,25,2,2,0,0,0,18,2,5,28.6,Matches
Anuar,ma MAR,"MF,FW",28-078,2.3,1,0,0,3,6,1,1,3,4,0,0,0,10,2,5,28.6,Matches
Juanjo Narváez,co COL,"MF,FW",28-050,1.6,0,0,0,1,9,1,1,0,1,0,0,0,5,3,6,33.3,Matches
David Torres,es ESP,DF,20-029,1.1,0,0,0,0,1,0,1,2,1,0,0,0,5,2,2,50.0,Matches
Toni Villa,es ESP,MF,28-086,1.0,0,0,0,0,1,1,5,0,3,0,0,0,6,0,0,,Matches
Kenedy,br BRA,"FW,MF",27-054,0.9,1,0,0,3,0,0,2,0,0,0,0,0,4,1,0,100.0,Matches
Mickael Malsa,mq MTQ,MF,27-173,0.8,0,0,0,2,0,0,0,2,2,0,0,0,5,1,1,50.0,Matches
Selim Amallah,ma MAR,MF,26-139,0.6,0,1,0,1,2,1,0,1,3,0,0,0,4,2,5,28.6,Matches
Sékou Gassama,sn SEN,FW,27-332,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,50.0,Matches
Manuel Pozo,es ESP,FW,21-112,0.2,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,,Matches
Roberto Arroyo,es ESP,MF,19-221,0.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,Matches
Álvaro Aceves,es ESP,GK,19-251,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,Matches
Squad Total,,,28.5,26.0,65,5,2,293,358,63,459,256,286,2,7,0,1334,327,433,43.0,
Opponent Total,,,28.1,26.0,50,2,0,379,271,37,530,199,256,3,2,0,1326,433,327,57.0,
