Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Javi Sánchez,es ESP,DF,26-005,19.7,33,18,21,11,1,11,17,64.7,6,24,17,7,37,70,94,0,Matches
Óscar Plano,es ESP,"FW,MF",32-036,19.3,37,22,9,14,14,11,31,35.5,20,22,1,21,26,63,21,0,Matches
Kike Pérez,es ESP,MF,26-033,17.9,43,19,20,20,3,13,44,29.5,31,19,5,14,14,57,17,0,Matches
Jordi Masip,es ESP,GK,34-075,16.9,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,Matches
Joaquín Fernández,es ESP,DF,26-292,16.8,24,23,16,7,1,12,16,75.0,4,21,15,6,17,41,75,1,Matches
Gonzalo Plata,ec ECU,"FW,MF",22-138,15.7,42,23,20,14,8,15,35,42.9,20,25,0,25,7,49,7,1,Matches
Monchu,es ESP,MF,23-187,14.4,39,21,15,19,5,13,27,48.1,14,19,10,9,13,52,14,1,Matches
Roque Mesa,es ESP,MF,33-285,13.7,24,13,15,9,0,10,32,31.3,22,13,2,11,10,34,15,0,Matches
Álvaro Aguado,es ESP,MF,26-322,14.4,18,9,10,6,2,11,18,61.1,7,12,3,9,9,27,9,0,Matches
Lucas Olaza,uy URU,DF,28-241,13.6,22,13,10,10,2,16,25,64.0,9,15,5,10,13,35,28,0,Matches
Iván Sánchez,es ESP,"MF,FW",30-177,11.5,18,14,7,7,4,9,22,40.9,13,12,1,11,7,25,4,0,Matches
Sergio León,es ESP,FW,34-072,11.6,4,3,0,3,1,2,3,66.7,1,4,0,4,0,4,3,0,Matches
Sergio Escudero,es ESP,DF,33-198,10.6,25,17,17,7,1,11,27,40.7,16,17,4,13,14,39,31,0,Matches
Jawad El Yamiq,ma MAR,DF,31-018,10.7,13,7,10,3,0,5,6,83.3,1,15,14,1,22,35,72,0,Matches
Iván Fresneda,es ESP,DF,18-172,11.2,32,22,20,10,2,21,30,70.0,9,19,3,16,13,45,36,0,Matches
Luis Pérez,es ESP,DF,28-043,9.8,35,19,19,11,5,21,29,72.4,8,9,3,6,15,50,21,0,Matches
Sergio Asenjo,es ESP,GK,33-264,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,2,Matches
Sergi Guardiola,es ESP,FW,31-294,5.6,12,7,6,5,1,2,4,50.0,2,6,0,6,2,14,7,0,Matches
Lucas Oliveira Rosa,br BRA,DF,22-350,6.4,27,9,16,7,4,9,14,64.3,5,7,2,5,14,41,16,0,Matches
Shon Weissman,il ISR,FW,27-033,8.3,2,1,1,1,0,0,4,0.0,4,8,0,8,1,3,7,0,Matches
Cyle Larin,ca CAN,FW,27-336,5.7,5,1,2,2,1,0,3,0.0,3,3,1,2,0,5,4,0,Matches
Martin Hongla,cm CMR,"DF,MF",25-003,5.4,8,6,4,4,0,5,10,50.0,5,7,6,1,4,12,18,1,Matches
Zouhair Feddal,ma MAR,DF,34-077,4.2,4,2,1,3,0,3,4,75.0,1,9,9,0,5,9,27,0,Matches
Darwin Machís,ve VEN,FW,30-040,4.1,3,2,0,2,1,1,7,14.3,6,2,0,2,2,5,4,0,Matches
Anuar,ma MAR,"MF,FW",28-063,2.3,4,4,0,1,3,0,0,,0,5,2,3,3,7,3,0,Matches
Juanjo Narváez,co COL,"MF,FW",28-035,1.6,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0,Matches
David Torres,es ESP,DF,20-014,1.1,1,1,0,1,0,1,1,100.0,0,2,1,1,2,3,3,0,Matches
Toni Villa,es ESP,MF,28-071,1.0,6,3,2,3,1,4,9,44.4,5,0,0,0,0,6,0,0,Matches
Kenedy,br BRA,"FW,MF",27-039,0.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Mickael Malsa,mq MTQ,MF,27-158,0.8,2,2,1,1,0,1,4,25.0,3,1,1,0,2,4,3,0,Matches
Selim Amallah,ma MAR,MF,26-124,0.6,4,3,2,2,0,1,2,50.0,1,0,0,0,1,5,0,0,Matches
Sékou Gassama,sn SEN,FW,27-317,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Manuel Pozo,es ESP,FW,21-097,0.2,0,0,0,0,0,0,0,,0,2,0,2,2,2,0,0,Matches
Roberto Arroyo,es ESP,MF,19-206,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Álvaro Aceves,es ESP,GK,19-236,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.5,26.0,489,286,245,184,60,210,427,49.2,217,300,105,195,256,745,552,6,
Opponent Total,,,28.0,26.0,432,256,198,167,67,208,411,50.6,203,285,63,222,199,631,438,2,
