Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP.1,W.1,D.1,L.1,GF.1,GA.1,GD.1,Pts.1,Pts/MP.1,xG.1,xGA.1,xGD.1,xGD/90.1
13,Sevilla,13,5,3,5,16,16,0,18,1.38,20.4,16.1,4.2,0.33,12,2,4,6,13,24,-11,10,0.83,10.4,23.7,-13.3,-1.11
14,Cádiz,13,4,6,3,14,17,-3,18,1.38,13.0,19.3,-6.3,-0.48,13,2,4,7,7,21,-14,10,0.77,10.2,23.3,-13.0,-1.0
15,Valladolid,13,6,2,5,12,13,-1,20,1.54,15.2,15.8,-0.6,-0.05,13,2,2,9,8,25,-17,8,0.62,8.6,27.0,-18.4,-1.42
16,Espanyol,13,3,4,6,17,23,-6,13,1.0,18.9,15.2,3.7,0.29,13,3,5,5,15,19,-4,14,1.08,12.0,18.6,-6.7,-0.51
17,Valencia,13,6,2,5,20,12,8,20,1.54,18.2,11.6,6.6,0.51,13,1,3,9,8,19,-11,6,0.46,14.9,21.7,-6.8,-0.52
