Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
Javi Sánchez,es ESP,DF,26-023,22,1775.0,81.0,73.0,19.7,21,83.0,15,1,29.0,1,1.14,15.0,30.0,-15.0,-0.76,0.48,17.5,33.1,-15.6,-0.79,0.19,Matches
Óscar Plano,es ESP,"FW,MF",32-054,27,1784.0,66.0,73.4,19.8,19,78.0,6,8,37.0,0,1.04,15.0,27.0,-12.0,-0.61,1.07,18.7,30.4,-11.7,-0.59,0.96,Matches
Kike Pérez,es ESP,MF,26-051,25,1652.0,66.0,68.0,18.4,19,77.0,8,6,31.0,1,0.88,9.0,34.0,-25.0,-1.36,-1.48,15.4,31.6,-16.2,-0.88,-0.12,Matches
Joaquín Fernández,es ESP,DF,26-310,20,1601.0,80.0,65.9,17.8,17,85.0,15,3,53.0,5,1.2,16.0,29.0,-13.0,-0.73,0.46,18.1,27.9,-9.8,-0.55,0.85,Matches
Jordi Masip,es ESP,GK,34-093,17,1517.0,89.0,62.4,16.9,17,89.0,16,0,,6,1.18,13.0,23.0,-10.0,-0.59,0.79,15.4,29.0,-13.5,-0.8,0.1,Matches
Gonzalo Plata,ec ECU,"FW,MF",22-156,23,1483.0,64.0,61.0,16.5,16,78.0,7,7,33.0,0,1.13,16.0,24.0,-8.0,-0.49,1.04,17.8,29.2,-11.4,-0.69,0.39,Matches
Monchu,es ESP,MF,23-205,23,1386.0,60.0,57.0,15.4,16,77.0,9,7,22.0,3,0.91,8.0,26.0,-18.0,-1.17,-0.65,13.4,26.9,-13.5,-0.88,-0.09,Matches
Roque Mesa,es ESP,MF,33-303,21,1282.0,61.0,52.8,14.2,16,69.0,2,5,34.0,4,1.05,11.0,18.0,-7.0,-0.49,0.84,13.2,22.5,-9.2,-0.65,0.41,Matches
Álvaro Aguado,es ESP,MF,26-340,25,1343.0,54.0,55.3,14.9,13,77.0,8,12,29.0,2,1.12,14.0,24.0,-10.0,-0.67,0.49,14.1,27.0,-12.8,-0.86,-0.04,Matches
Lucas Olaza,uy URU,DF,28-259,18,1222.0,68.0,50.3,13.6,13,84.0,9,5,27.0,7,1.0,11.0,24.0,-13.0,-0.96,-0.14,12.5,23.7,-11.2,-0.83,0.03,Matches
Sergio León,es ESP,FW,34-090,23,1137.0,49.0,46.8,12.6,13,72.0,3,10,21.0,2,1.17,12.0,22.0,-10.0,-0.79,0.18,12.2,23.8,-11.7,-0.92,-0.15,Matches
Iván Sánchez,es ESP,"MF,FW",30-195,21,1034.0,49.0,42.6,11.5,13,66.0,1,8,22.0,5,1.05,7.0,13.0,-6.0,-0.52,0.64,9.1,13.8,-4.7,-0.42,0.71,Matches
Jawad El Yamiq,ma MAR,DF,31-036,18,1057.0,59.0,43.5,11.7,12,78.0,9,6,19.0,4,1.11,7.0,23.0,-16.0,-1.36,-0.84,9.4,24.3,-14.9,-1.2,-0.66,Matches
Sergio Escudero,es ESP,DF,33-216,14,954.0,68.0,39.3,10.6,12,76.0,6,2,21.0,8,1.29,8.0,11.0,-3.0,-0.28,1.0,9.2,15.2,-6.0,-0.56,0.46,Matches
Iván Fresneda,es ESP,DF,18-190,14,1096.0,78.0,45.1,12.2,11,87.0,10,3,46.0,9,0.57,8.0,22.0,-14.0,-1.15,-0.47,10.5,24.0,-13.6,-1.08,-0.45,Matches
Luis Pérez,es ESP,DF,28-061,13,928.0,71.0,38.2,10.3,11,77.0,8,2,39.0,4,0.85,5.0,23.0,-18.0,-1.75,-1.39,9.6,20.5,-10.9,-1.06,-0.35,Matches
Sergio Asenjo,es ESP,GK,33-282,10,900.0,90.0,37.0,10.0,10,90.0,10,0,,9,0.8,7.0,21.0,-14.0,-1.4,-0.81,8.8,18.1,-9.3,-0.93,-0.14,Matches
Lucas Oliveira Rosa,br BRA,DF,23-003,11,637.0,58.0,26.2,7.1,8,75.0,5,3,12.0,10,1.36,7.0,10.0,-3.0,-0.42,0.63,7.1,12.1,-5.0,-0.7,0.19,Matches
Sergi Guardiola,es ESP,FW,31-312,14,502.0,36.0,20.7,5.6,8,54.0,0,6,12.0,2,0.79,1.0,6.0,-5.0,-0.9,-0.01,3.1,10.0,-6.9,-1.23,-0.49,Matches
Shon Weissman,il ISR,FW,27-051,15,747.0,50.0,30.7,8.3,6,74.0,1,9,34.0,1,1.07,5.0,13.0,-8.0,-0.96,-0.11,6.1,14.6,-8.5,-1.03,-0.27,Matches
Martin Hongla,cm CMR,"MF,DF",25-021,7,531.0,76.0,21.9,5.9,6,81.0,3,1,44.0,0,1.14,5.0,9.0,-4.0,-0.68,0.27,5.2,10.9,-5.7,-0.97,-0.16,Matches
Cyle Larin,ca CAN,FW,27-354,8,513.0,64.0,21.1,5.7,5,87.0,4,3,26.0,1,1.38,7.0,9.0,-2.0,-0.35,0.68,6.1,10.7,-4.6,-0.81,0.05,Matches
Zouhair Feddal,ma MAR,DF,34-095,8,375.0,47.0,15.4,4.2,4,68.0,2,4,26.0,5,1.25,5.0,7.0,-2.0,-0.48,0.48,3.4,9.2,-5.9,-1.41,-0.67,Matches
Darwin Machís,ve VEN,FW,30-058,6,366.0,61.0,15.1,4.1,4,78.0,2,2,27.0,0,1.83,3.0,3.0,0.0,0.0,1.05,5.1,5.9,-0.8,-0.21,0.75,Matches
Anuar,ma MAR,"MF,FW",28-081,3,210.0,70.0,8.6,2.3,3,70.0,1,0,,3,0.33,2.0,5.0,-3.0,-1.29,-0.43,1.6,4.4,-2.9,-1.22,-0.42,Matches
Juanjo Narváez,co COL,"MF,FW",28-053,5,148.0,30.0,6.1,1.6,1,61.0,0,4,22.0,10,0.8,1.0,4.0,-3.0,-1.82,-1.0,1.4,2.7,-1.3,-0.77,0.08,Matches
David Torres,es ESP,DF,20-032,3,131.0,44.0,5.4,1.5,1,90.0,1,2,21.0,17,1.0,1.0,5.0,-4.0,-2.75,-1.97,1.6,5.2,-3.7,-2.51,-1.77,Matches
Toni Villa,es ESP,MF,28-089,2,91.0,46.0,3.7,1.0,1,61.0,0,1,30.0,1,0.0,0.0,3.0,-3.0,-2.97,-2.16,0.9,2.5,-1.6,-1.57,-0.76,Matches
Kenedy,br BRA,"FW,MF",27-057,4,83.0,21.0,3.4,0.9,1,27.0,0,3,19.0,2,0.0,0.0,3.0,-3.0,-3.25,-2.45,0.5,2.1,-1.6,-1.75,-0.94,Matches
Selim Amallah,ma MAR,"MF,FW",26-142,3,75.0,25.0,3.1,0.8,0,,0,3,25.0,2,0.33,0.0,3.0,-3.0,-3.6,-2.8,0.3,2.3,-2.0,-2.4,-1.61,Matches
Mickael Malsa,mq MTQ,MF,27-176,5,69.0,14.0,2.8,0.8,0,,0,5,14.0,9,1.8,0.0,2.0,-2.0,-2.61,-1.77,0.7,2.1,-1.5,-1.89,-1.08,Matches
Sékou Gassama,sn SEN,FW,27-335,1,36.0,36.0,1.5,0.4,0,,0,1,36.0,2,0.0,0.0,2.0,-2.0,-5.0,-4.17,1.0,0.1,0.9,2.22,3.11,Matches
Manuel Pozo,es ESP,FW,21-115,1,19.0,19.0,0.8,0.2,0,,0,1,19.0,1,0.0,1.0,1.0,0.0,0.0,0.9,0.7,1.3,-0.6,-2.64,-1.82,Matches
Roberto Arroyo,es ESP,MF,19-224,1,15.0,15.0,0.6,0.2,0,,0,1,15.0,2,0.0,0.0,1.0,-1.0,-6.0,-5.14,0.0,0.8,-0.8,-4.79,-3.97,Matches
Álvaro Aceves,es ESP,GK,19-254,1,13.0,13.0,0.5,0.1,0,,0,1,13.0,13,0.0,0.0,0.0,0.0,0.0,0.89,0.3,0.2,0.1,0.73,1.58,Matches
Diego Moreno,es ESP,DF,21-078,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,28.5,27,2430.0,90.0,100.0,27.0,297,78.0,161,135,27.0,152,1.04,20.0,44.0,-24.0,-0.89,,24.6,47.3,-22.7,-0.84,,
Opponent Total,,,28.1,27,2430.0,90.0,100.0,27.0,297,78.0,161,135,27.0,168,1.81,44.0,20.0,24.0,0.89,,47.3,24.6,22.7,0.84,,
