Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
Max Kilman,eng ENG,DF,25-262,21.0,3,0,0,10,5,0,0,15,13,0,0,0,112,45,24,65.2,Matches
José Sá,pt POR,GK,30-023,21.0,0,0,0,0,4,0,0,0,0,0,0,0,24,5,1,83.3,Matches
Rúben Neves,pt POR,MF,25-333,20.0,7,0,0,17,8,0,20,29,24,0,1,0,140,15,16,48.4,Matches
Nathan Collins,ie IRL,DF,21-285,16.4,2,1,0,13,7,1,0,20,11,0,0,0,79,25,23,52.1,Matches
Matheus Nunes,pt POR,MF,24-166,14.9,1,0,0,23,22,0,21,8,22,0,1,0,78,12,11,52.2,Matches
Daniel Podence,pt POR,"FW,MF",27-111,14.6,4,0,0,22,19,2,31,4,14,0,0,0,67,6,9,40.0,Matches
João Moutinho,pt POR,MF,36-154,15.0,2,0,0,23,10,1,38,14,20,0,0,0,81,6,17,26.1,Matches
Nélson Semedo,pt POR,DF,29-085,13.2,4,1,0,20,11,0,20,15,25,0,0,0,76,12,13,48.0,Matches
Jonny Castro,es ESP,DF,28-343,11.3,3,0,0,9,16,1,18,13,10,0,0,0,77,12,12,50.0,Matches
Hugo Bueno,es ESP,DF,20-144,9.1,1,0,0,1,6,0,35,7,13,0,0,0,49,4,8,33.3,Matches
Hwang Hee-chan,kr KOR,FW,27-014,7.7,1,0,0,12,10,0,7,1,6,0,0,0,30,2,22,8.3,Matches
Rayan Aït Nouri,fr FRA,DF,21-248,9.6,2,0,0,10,7,3,20,7,15,0,1,1,48,9,11,45.0,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-072,7.9,1,0,0,11,24,5,27,1,6,0,0,0,34,7,11,38.9,Matches
Diego Costa,es ESP,FW,34-125,6.8,2,1,0,17,4,11,4,2,0,0,0,0,12,15,21,41.7,Matches
Pedro Neto,pt POR,"FW,MF",22-337,6.7,1,0,0,5,7,2,45,3,6,0,0,0,35,0,3,0.0,Matches
Adama Traoré,es ESP,"FW,MF",27-015,9.5,0,0,0,8,16,3,45,1,4,0,0,0,36,25,12,67.6,Matches
Boubacar Traoré,ml MLI,MF,21-173,4.3,2,0,0,10,2,0,1,7,4,0,0,0,25,7,8,46.7,Matches
Raúl Jiménez,mx MEX,FW,31-280,3.6,0,0,0,4,7,6,1,0,2,0,0,0,5,12,9,57.1,Matches
Toti Gomes,pt POR,DF,24-024,3.4,2,0,0,5,2,0,1,2,2,0,0,0,15,8,3,72.7,Matches
Leander Dendoncker,be BEL,MF,27-300,2.4,0,0,0,0,0,0,1,9,2,0,0,0,16,2,5,28.6,Matches
Matheus Cunha,br BRA,FW,23-258,2.1,0,0,0,4,4,1,2,2,0,0,0,0,12,2,11,15.4,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",23-013,2.0,1,0,0,3,3,0,8,1,1,0,0,0,14,2,5,28.6,Matches
Mario Lemina,ga GAB,MF,29-161,1.8,1,0,0,2,1,0,1,0,2,0,0,0,11,2,0,100.0,Matches
Joseph Hodge,ie IRL,MF,20-148,1.9,1,0,0,2,1,0,1,0,2,0,0,0,12,1,2,33.3,Matches
Pablo Sarabia,es ESP,FW,30-274,1.2,0,0,0,1,1,0,6,0,0,0,0,0,6,1,3,25.0,Matches
Craig Dawson,eng ENG,DF,32-279,1.0,1,0,0,1,0,0,0,0,0,0,0,0,8,2,3,40.0,Matches
Sasa Kalajdzic,at AUT,FW,25-217,0.5,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,,Matches
Chem Campbell,wls WAL,"FW,MF",20-041,0.8,0,0,0,0,1,0,4,1,1,0,0,0,4,2,1,66.7,Matches
Dexter Lembikisa,jm JAM,DF,19-097,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches
Connor Ronan,ie IRL,MF,24-340,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,26.8,21.0,42,3,0,233,199,36,359,163,205,0,3,1,1110,241,265,47.6,
Opponent Total,,,27.1,21.0,37,0,0,215,226,23,419,180,201,3,2,1,1099,265,241,52.4,
