Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Max Kilman,eng ENG,DF,25-262,21.0,1008,1216,82.9,19529,7262,354,380,93.2,545,593,91.9,98,217,45.2,0,0.0,0.2,0.0,1,79,4,0,76,Matches
José Sá,pt POR,GK,30-023,21.0,523,722,72.4,12821,8600,131,134,97.8,280,288,97.2,111,293,37.9,0,0.0,0.0,0.0,0,7,0,0,0,Matches
Rúben Neves,pt POR,MF,25-333,20.0,1008,1220,82.6,21589,5873,326,363,89.8,488,543,89.9,185,270,68.5,0,0.7,0.6,-0.7,17,118,9,1,120,Matches
Nathan Collins,ie IRL,DF,21-285,16.4,812,914,88.8,16635,5711,231,251,92.0,464,494,93.9,101,148,68.2,0,0.1,0.2,-0.1,2,58,2,0,52,Matches
Matheus Nunes,pt POR,MF,24-166,14.9,438,550,79.6,8023,1441,209,246,85.0,153,172,89.0,64,94,68.1,1,1.6,0.7,-0.6,16,42,9,1,48,Matches
Daniel Podence,pt POR,"FW,MF",27-111,14.6,339,498,68.1,5580,1665,175,230,76.1,110,159,69.2,35,62,56.5,0,1.9,1.4,-1.9,28,25,30,5,75,Matches
João Moutinho,pt POR,MF,36-154,15.0,667,815,81.8,12479,3301,235,266,88.3,344,393,87.5,73,108,67.6,2,2.1,1.5,-0.1,27,86,19,4,110,Matches
Nélson Semedo,pt POR,DF,29-085,13.2,482,602,80.1,7567,2439,270,300,90.0,174,215,80.9,31,60,51.7,1,0.4,0.5,0.6,7,38,8,3,45,Matches
Jonny Castro,es ESP,DF,28-343,11.3,607,718,84.5,9697,3180,331,361,91.7,226,261,86.6,40,57,70.2,0,0.4,0.5,-0.4,3,52,8,2,61,Matches
Hugo Bueno,es ESP,DF,20-144,9.1,324,403,80.4,4308,1254,210,229,91.7,93,118,78.8,9,27,33.3,1,0.6,0.5,0.4,10,13,7,4,23,Matches
Hwang Hee-chan,kr KOR,FW,27-014,7.7,127,167,76.0,1824,418,75,94,79.8,39,48,81.3,7,9,77.8,1,1.0,0.4,0.0,8,7,6,1,19,Matches
Rayan Aït Nouri,fr FRA,DF,21-248,9.6,375,461,81.3,5850,2045,209,235,88.9,140,168,83.3,19,29,65.5,0,1.0,0.8,-1.0,7,22,13,5,36,Matches
Gonçalo Guedes,pt POR,"FW,MF",26-072,7.9,138,201,68.7,2297,526,82,97,84.5,40,56,71.4,13,26,50.0,1,0.5,0.5,0.5,9,11,8,2,16,Matches
Diego Costa,es ESP,FW,34-125,6.8,63,85,74.1,718,99,37,41,90.2,15,21,71.4,1,1,100.0,0,0.3,0.3,-0.3,4,3,1,0,4,Matches
Pedro Neto,pt POR,"FW,MF",22-337,6.7,177,240,73.8,2905,727,103,116,88.8,49,73,67.1,20,37,54.1,0,1.2,1.2,-1.2,13,8,6,3,18,Matches
Adama Traoré,es ESP,"FW,MF",27-015,9.5,185,279,66.3,2716,680,117,157,74.5,46,69,66.7,13,24,54.2,1,2.2,1.6,-1.2,13,11,13,8,23,Matches
Boubacar Traoré,ml MLI,MF,21-173,4.3,97,125,77.6,1641,548,44,53,83.0,47,54,87.0,5,10,50.0,1,0.2,0.1,0.8,1,16,1,0,8,Matches
Raúl Jiménez,mx MEX,FW,31-280,3.6,44,63,69.8,534,114,31,37,83.8,10,16,62.5,1,4,25.0,0,0.5,0.3,-0.5,3,3,2,0,6,Matches
Toti Gomes,pt POR,DF,24-024,3.4,147,173,85.0,2671,966,62,64,96.9,74,83,89.2,11,25,44.0,0,0.1,0.0,-0.1,1,10,1,0,7,Matches
Leander Dendoncker,be BEL,MF,27-300,2.4,86,99,86.9,1466,282,45,50,90.0,32,32,100.0,8,8,100.0,0,0.0,0.0,0.0,2,4,1,1,6,Matches
