Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Paul Bernardoni,fr FRA,GK,25-353,21,21,1890,21.0,49,2.33,113,66,61.1,0,5,16,2,9.5,6,5,0,1,0.0,Matches
Yahia Fofana,fr FRA,GK,22-228,8,8,720,8.0,15,1.87,40,25,65.0,2,0,6,1,12.5,2,1,1,0,50.0,Matches
Squad Total,,,26.7,29,29,2610,29.0,64,2.21,153,91,62.1,2,5,22,3,10.3,8,6,1,1,14.3,
Opponent Total,,,27.3,29,29,2610,29.0,22,0.76,97,77,80.4,22,5,2,12,41.4,3,3,0,0,0.0,
