Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Ezri Konsa,eng ENG,DF,25-109,19.9,28,8,18,8,2,12,13,92.3,1,18,9,9,16,44,69,2,Matches
Tyrone Mings,eng ENG,DF,29-333,19.0,8,2,4,4,0,4,8,50.0,4,22,11,11,32,40,80,1,Matches
Emiliano Martínez,ar ARG,GK,30-160,18.4,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,9,1,Matches
Ollie Watkins,eng ENG,FW,27-041,18.1,10,6,1,7,2,4,12,33.3,8,14,0,14,6,16,16,0,Matches
Leon Bailey,jm JAM,"FW,MF",25-184,14.6,11,5,4,6,1,3,11,27.3,8,9,0,9,3,14,6,0,Matches
Douglas Luiz,br BRA,MF,24-276,15.9,37,20,17,13,7,13,25,52.0,12,22,3,19,22,59,10,1,Matches
Jacob Ramsey,eng ENG,MF,21-257,13.7,39,25,15,18,6,14,27,51.9,13,32,5,27,15,54,13,0,Matches
John McGinn,sct SCO,MF,28-114,13.6,38,24,17,17,4,20,33,60.6,13,25,4,21,12,50,7,0,Matches
Boubacar Kamara,fr FRA,MF,23-078,13.3,43,18,17,18,8,19,37,51.4,18,25,9,16,11,54,18,1,Matches
Lucas Digne,fr FRA,DF,29-204,12.3,22,8,15,7,0,16,23,69.6,7,11,5,6,13,35,32,0,Matches
Emi Buendía,ar ARG,"MF,FW",26-046,13.6,35,13,14,13,8,11,32,34.4,21,10,0,10,10,45,9,0,Matches
Ashley Young,eng ENG,DF,37-215,13.2,37,20,26,10,1,25,30,83.3,5,17,7,10,14,51,36,0,Matches
Matty Cash,pl POL,DF,25-186,13.2,30,18,20,6,4,14,21,66.7,7,14,3,11,20,50,21,0,Matches
Danny Ings,eng ENG,FW,30-201,9.2,10,5,1,6,3,1,6,16.7,5,12,1,11,1,11,11,0,Matches
Philippe Coutinho,br BRA,"MF,FW",30-242,7.9,13,9,6,4,3,5,9,55.6,4,7,1,6,3,16,1,0,Matches
Leander Dendoncker,be BEL,MF,27-300,3.8,11,4,8,2,1,7,12,58.3,5,10,2,8,6,17,6,0,Matches
Robin Olsen,se SWE,GK,33-032,2.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Diego Carlos,br BRA,DF,29-331,2.0,1,0,0,1,0,0,1,0.0,1,2,2,0,1,2,2,0,Matches
Álex Moreno,es ESP,DF,29-246,2.4,3,2,2,0,1,2,3,66.7,1,2,1,1,0,3,3,1,Matches
Calum Chambers,eng ENG,"DF,MF",28-020,1.2,2,2,2,0,0,1,2,50.0,1,3,3,0,3,5,1,0,Matches
Jan Bednarek,pl POL,DF,26-303,1.1,3,3,0,3,0,1,1,100.0,0,3,1,2,2,5,5,0,Matches
Ludwig Augustinsson,se SWE,DF,28-294,0.9,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
Cameron Archer,eng ENG,"FW,MF",21-203,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Morgan Sanson,fr FRA,MF,28-175,0.1,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
Jhon Durán,co COL,FW,19-058,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,27.7,21.0,384,194,189,144,51,173,311,55.6,138,258,67,191,191,575,357,7,
Opponent Total,,,27.0,21.0,363,207,185,120,58,147,271,54.2,124,242,80,162,187,550,400,5,
