Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,Matches
Lorenzo Montipò,it ITA,GK,27-045,27,27,2430,27.0,42,1.56,131,89,67.9,4,6,17,3,11.1,1,0,1,0,100.0,Matches
Simone Perilli,it ITA,GK,28-089,1,1,90,1.0,0,0.0,4,4,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,27.2,28,28,2520,28.0,42,1.5,135,93,68.9,4,7,17,4,14.3,1,0,1,0,100.0,
Opponent Total,,,27.4,28,28,2520,28.0,22,0.79,86,66,74.4,17,7,4,10,35.7,0,0,0,0,,
