2022-08-07,18:00,Coppa Italia,First round,Sun,Home,L,1,4,Bari,Unnamed: 10,Unnamed: 11,53,"6,576",Davide Faraoni,3-5-2,Niccolò Baroni,Match Report,Unnamed: 18
2022-08-15,18:30,Serie A,Matchweek 1,Mon,Home,L,2.0,5.0,Napoli,1.1,2.4,34.0,16967.0,Davide Faraoni,3-5-2,Michael Fabbri,Match Report,
2022-08-21,20:45,Serie A,Matchweek 2,Sun,Away,D,1.0,1.0,Bologna,1.9,0.8,48.0,17725.0,Davide Faraoni,3-5-2,Matteo Marcenaro,Match Report,
2022-08-28,18:30,Serie A,Matchweek 3,Sun,Home,L,0.0,1.0,Atalanta,0.5,0.8,49.0,16106.0,Miguel Veloso,3-5-2,Alessandro Prontera,Match Report,
2022-08-31,18:30,Serie A,Matchweek 4,Wed,Away,D,1.0,1.0,Empoli,0.6,1.1,48.0,7269.0,Davide Faraoni,3-5-2,Marco Serra,Match Report,
2022-09-04,18:00,Serie A,Matchweek 5,Sun,Home,W,2.0,1.0,Sampdoria,2.5,0.8,49.0,16675.0,Miguel Veloso,3-5-2,Paolo Valeri,Match Report,
2022-09-11,18:00,Serie A,Matchweek 6,Sun,Away,L,0.0,2.0,Lazio,0.3,1.1,41.0,38000.0,Miguel Veloso,3-4-1-2,Massimiliano Irrati,Match Report,
2022-09-18,15:00,Serie A,Matchweek 7,Sun,Away,L,0.0,2.0,Fiorentina,0.6,2.4,56.0,32216.0,Darko Lazović,3-4-1-2,Antonio Rapuano,Match Report,
2022-10-03,20:45,Serie A,Matchweek 8,Mon,Home,L,1.0,2.0,Udinese,0.3,1.8,32.0,15352.0,Miguel Veloso,3-4-1-2,Daniele Minelli,Match Report,
2022-10-09,15:00,Serie A,Matchweek 9,Sun,Away,L,1.0,2.0,Salernitana,0.9,1.1,60.0,15922.0,Miguel Veloso,3-4-3,Davide Ghersini,Match Report,
2022-10-16,20:45,Serie A,Matchweek 10,Sun,Home,L,1.0,2.0,Milan,2.1,1.9,46.0,22904.0,Miguel Veloso,3-4-3,Davide Massa,Match Report,
2022-10-24,20:45,Serie A,Matchweek 11,Mon,Away,L,1.0,2.0,Sassuolo,1.4,1.5,49.0,11368.0,Miguel Veloso,3-4-1-2,Alberto Santoro,Match Report,
2022-10-31,18:30,Serie A,Matchweek 12,Mon,Home,L,1.0,3.0,Roma,0.3,3.1,33.0,24000.0,Miguel Veloso,3-4-3,Juan Sacchi,Match Report,
2022-11-06,15:00,Serie A,Matchweek 13,Sun,Away,L,0.0,2.0,Monza,0.4,1.3,26.0,11723.0,Miguel Veloso,3-4-3,Francesco Cosso,Match Report,
2022-11-10,18:30,Serie A,Matchweek 14,Thu,Home,L,0.0,1.0,Juventus,1.2,1.1,44.0,21934.0,Paweł Dawidowicz,3-4-3,Marco Di Bello,Match Report,
