Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Lorenzo Montipò,it ITA,GK,27-042,27.0,1,0,1,0,0,0,2,0.0,2,1,0,1,0,1,24,2,Matches
Adrien Tameze,cm CMR,MF,29-058,24.3,37,21,16,17,4,18,44,40.9,26,39,11,28,26,63,44,2,Matches
Darko Lazović,rs SRB,"MF,DF",32-200,19.9,21,12,8,10,3,10,24,41.7,14,11,3,8,12,33,19,0,Matches
Isak Hien,se SWE,DF,24-080,19.3,50,24,36,14,0,25,42,59.5,17,27,10,17,20,70,57,1,Matches
Fabio Depaoli,it ITA,DF,25-344,17.3,36,21,22,10,4,18,29,62.1,11,23,6,17,12,48,23,2,Matches
Paweł Dawidowicz,pl POL,DF,27-318,13.6,40,26,23,14,3,19,24,79.2,5,12,8,4,15,55,47,0,Matches
Federico Ceccherini,it ITA,DF,30-327,12.2,19,15,10,8,1,9,13,69.2,4,11,4,7,12,31,41,0,Matches
Kevin Lasagna,it ITA,"FW,MF",30-236,15.1,10,4,7,2,1,5,13,38.5,8,17,1,16,5,15,13,0,Matches
Josh Doig,sct SCO,DF,20-320,14.0,18,7,5,7,6,5,13,38.5,8,22,6,16,9,27,11,1,Matches
Thomas Henry,fr FRA,FW,28-195,11.4,5,3,1,1,3,1,5,20.0,4,6,2,4,0,5,14,0,Matches
Davide Faraoni,it ITA,DF,31-160,9.7,21,13,9,10,2,10,26,38.5,16,17,4,13,9,30,17,0,Matches
Diego Coppola,it ITA,DF,19-096,11.4,20,14,11,9,0,10,17,58.8,7,18,6,12,12,32,33,0,Matches
Koray Günter,de GER,DF,28-230,11.1,10,6,1,8,1,4,7,57.1,3,24,15,9,30,40,46,0,Matches
Miguel Veloso,pt POR,MF,36-327,10.8,22,6,14,7,1,11,21,52.4,10,23,5,18,5,27,11,0,Matches
Giangiacomo Magnani,it ITA,DF,27-181,10.0,22,15,15,7,0,13,14,92.9,1,14,10,4,17,39,52,0,Matches
Ivan Ilić,rs SRB,MF,22-017,9.5,16,10,9,7,0,6,11,54.5,5,10,1,9,8,24,14,0,Matches
Milan Đurić,ba BIH,FW,32-316,8.5,2,1,1,0,1,1,1,100.0,0,5,3,2,0,2,13,0,Matches
Ondrej Duda,sk SVK,MF,28-119,7.9,15,12,4,9,2,8,13,61.5,5,10,0,10,9,24,5,0,Matches
Yayah Kallon,sl SLE,"MF,FW",21-277,8.6,14,10,5,4,5,7,11,63.6,4,9,0,9,8,22,4,0,Matches
Simone Verdi,it ITA,MF,30-265,7.0,12,7,6,3,3,4,8,50.0,4,6,0,6,0,12,2,0,Matches
Martin Hongla,cm CMR,MF,25-018,5.8,8,5,4,4,0,5,5,100.0,0,7,1,6,6,14,9,0,Matches
Adolfo Gaich,ar ARG,FW,24-036,5.1,5,3,0,3,2,1,4,25.0,3,3,1,2,3,8,6,0,Matches
Cyril Ngonge,be BEL,"MF,FW",22-312,3.7,3,2,0,2,1,1,6,16.7,5,3,0,3,2,5,2,0,Matches
Filippo Terracciano,it ITA,"DF,MF",20-054,6.1,11,8,5,4,2,7,11,63.6,4,4,3,1,6,17,11,0,Matches
Ibrahim Sulemana,gh GHA,MF,19-316,4.0,11,7,6,4,1,3,5,60.0,2,3,2,1,7,18,8,0,Matches
Ajdin Hrustic,au AUS,MF,26-272,2.5,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,2,1,Matches
Jayden Braaf,nl NED,MF,20-215,2.5,5,3,2,3,0,0,0,,0,1,0,1,2,7,0,0,Matches
Roberto Piccoli,it ITA,FW,22-066,2.1,1,0,1,0,0,0,2,0.0,2,2,0,2,0,1,2,0,Matches
Panagiotis Retsos,gr GRE,DF,24-237,1.4,5,4,2,2,1,3,3,100.0,0,4,1,3,2,7,3,0,Matches
Simone Perilli,it ITA,GK,28-086,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Bruno Amione,ar ARG,DF,21-090,0.6,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,4,0,Matches
Juan Cabal,co COL,DF,22-085,1.9,4,3,4,0,0,3,3,100.0,0,5,4,1,3,7,5,0,Matches
Oliver Abildgaard,dk DEN,"MF,DF",26-297,0.9,2,2,1,0,1,1,4,25.0,3,2,0,2,1,3,3,0,Matches
Antonín Barák,cz CZE,MF,28-121,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Deyovaisio Zeefuik,nl NED,DF,25-023,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Alessandro Cortinovis,it ITA,MF,22-068,0.1,1,0,1,0,0,0,0,,0,1,0,1,0,1,0,0,Matches
Squad Total,,,27.2,28.0,451,267,232,171,48,210,385,54.5,175,343,107,236,241,692,545,9,
Opponent Total,,,27.4,28.0,467,262,241,173,53,214,417,51.3,203,284,78,206,206,673,543,1,
